blueTeamFirstBlood,blueWin,DamageDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,-3210,-1,0,1,0,1,0,-6,-16,34
1,1,-2545,2,0,-1,0,-155,-2,1,-17,19
0,1,9267,2,0,3,0,-5,1,-2,-1,25
0,1,14442,1,0,2,0,-241,2,-10,79,-4
1,0,5681,0,0,1,0,3,2,4,12,23
0,0,-4773,-1,0,1,0,-10,-1,-6,43,37
1,1,7815,0,-1,0,0,-102,-1,-2,58,-10
1,0,-9287,-2,0,-2,0,-4,-2,2,42,-24
0,0,-8710,0,1,-1,0,-2,-2,5,-81,5
1,1,4114,-1,0,0,0,-1,0,-4,14,11
0,0,-4101,0,0,-2,0,156,2,-2,-39,24
0,0,1677,-1,0,0,0,-4,-5,1,-50,-24
0,0,2530,2,0,-2,0,29,2,5,-51,-5
0,1,3395,-2,0,-2,0,2,0,-2,-35,-61
1,1,10210,0,0,-1,0,42,0,3,3,29
1,0,-1518,-1,0,0,0,-12,-7,2,-56,4
1,1,1808,-1,0,-1,0,13,5,2,-1,6
1,0,4221,0,0,0,0,-4,-6,0,19,-27
0,1,-6207,1,0,0,0,3,-3,0,42,2
0,0,-5513,0,0,-3,0,1,-2,8,-26,8
1,0,-4705,-1,0,0,0,-57,1,2,15,-12
0,0,7392,1,1,-1,0,11,5,3,-27,-21
0,1,6088,-1,0,0,0,-1,-1,2,25,-36
0,0,-1556,-2,0,-2,0,3,5,3,-44,-36
1,1,1004,1,1,1,0,1,0,-9,6,28
0,1,2707,1,0,-1,0,-1,-3,-1,-34,12
0,0,1241,-2,0,-2,0,9,3,0,-33,28
0,0,5551,0,0,2,0,-5,0,-2,-18,-4
1,1,-7172,-2,0,-2,0,-7,-3,7,-22,17
0,0,-972,1,1,-1,0,11,0,2,3,0
0,0,-9938,0,1,-1,0,1,2,5,-65,7
0,1,3913,2,1,2,0,1,2,-7,6,6
0,0,-591,0,0,0,0,2,1,-1,-3,8
0,1,10193,-2,0,3,0,50,-1,-4,22,22
1,0,10924,1,0,-2,0,-12,-1,4,-49,-11
0,1,-4839,-1,0,-3,0,28,7,-3,-60,-17
1,1,-8450,0,0,-1,0,19,-2,1,10,32
0,1,9163,0,0,2,0,15,-2,-6,21,24
0,1,-6936,1,0,-3,0,-39,0,8,-43,6
0,0,-6606,0,-1,-1,0,1,-2,0,-14,8
0,1,-4721,0,0,-1,0,-11,-4,0,-17,-9
0,1,15079,1,1,4,0,-8,2,-11,97,-3
1,1,12990,2,0,0,0,9,3,1,-2,-4
1,1,13637,2,0,3,0,8,4,-9,30,52
0,1,-605,1,0,-1,0,3,-1,-1,61,-4
1,1,6833,-2,0,-1,0,-70,-2,-3,47,-5
1,1,7265,2,0,2,0,13,1,-11,32,12
1,1,8449,2,1,1,0,2,3,-2,-7,-4
0,0,-4875,-2,0,-2,0,9,1,0,-52,-28
0,0,-1806,-1,0,0,0,6,1,3,-42,3
1,0,-3318,0,0,-1,0,2,2,5,-41,-1
0,1,2195,0,0,0,0,25,-4,2,6,35
0,0,-16473,-1,0,-3,0,-4,-2,8,-140,-39
1,0,-6376,-1,1,0,0,-6,-4,-3,75,-7
1,1,7619,2,0,3,0,-5,-2,-5,92,112
1,1,10924,1,-1,2,0,-8,0,-4,46,-4
0,0,1068,0,-1,-1,0,-6,-4,2,14,-43
0,0,388,0,0,-1,0,8,3,1,6,17
0,1,2983,2,0,1,0,3,3,-1,44,12
1,1,2610,0,0,-1,0,-1,3,-2,33,-8
0,1,-1866,-1,0,0,0,1,-1,2,-8,40
0,1,8066,0,0,-1,0,4,-2,1,29,9
1,0,187,2,0,0,0,-25,-4,4,16,23
1,0,3992,-1,-1,0,0,-5,4,0,-34,2
1,0,-8664,-1,0,-1,0,6,0,3,29,4
0,1,14324,-1,0,2,0,0,1,1,-45,11
1,0,-3103,-1,0,-1,0,11,-2,-2,18,-9
1,1,8895,-1,-1,0,0,13,4,-4,1,-33
0,1,5274,0,0,2,0,-2,1,-3,67,4
0,0,-2733,-2,0,-1,0,5,1,2,-2,-40
1,1,1765,1,0,2,0,2,0,-6,22,2
0,0,6600,-1,-1,-4,0,72,1,-3,-14,-73
0,1,10526,2,0,-1,0,2,-2,2,42,-4
1,1,10553,2,1,-3,0,4,-1,-2,15,11
1,0,-14336,-2,0,-3,0,-13,0,8,-99,3
1,1,8901,0,0,-1,0,-10,-1,2,28,48
0,0,5771,2,0,-1,0,1,1,4,-10,4
1,1,-1852,-1,0,0,0,-17,-2,3,23,30
0,0,-7432,0,0,-2,0,-31,-4,3,15,9
0,0,3798,1,0,0,0,-29,-4,3,-38,-49
0,0,-5298,-2,0,0,0,-3,2,5,-31,-15
1,1,15765,0,0,0,0,21,-1,-5,100,-36
0,0,-1672,0,0,-1,0,-2,2,5,-10,-7
0,0,-2741,2,0,1,0,126,3,2,12,-16
1,0,4647,-2,0,-1,0,162,-2,0,1,0
1,1,-5091,2,0,0,0,-2,2,-1,-10,27
0,1,-5904,0,0,-1,0,0,-3,4,40,-34
1,1,-5622,2,0,0,0,264,6,-2,-22,-4
1,1,8537,2,1,2,0,-9,-5,-2,77,26
0,0,-10898,-2,0,0,0,7,5,3,16,-12
0,0,1215,-1,0,0,0,-26,-6,4,-8,-56
1,0,-16452,-2,0,0,0,-38,-2,2,-6,-19
1,0,-4692,0,0,-2,0,-1,4,8,-21,-15
1,0,1935,-2,0,0,0,0,3,0,10,23
1,0,11624,2,1,-1,0,-12,0,-2,50,11
0,1,16966,1,0,3,0,0,0,-2,70,28
0,1,4307,-1,0,0,0,-14,0,3,-45,0
1,0,-5365,-2,1,0,0,-2,5,5,-18,-24
0,0,-11157,2,0,-3,0,56,1,8,-36,3
1,0,-6586,0,-1,0,0,-146,1,6,-21,-23
0,1,-7382,0,0,0,0,1,-1,-3,51,0
1,0,1783,-2,0,0,0,-26,-2,2,-22,8
1,0,-6884,-2,0,1,0,2,0,4,-38,-39
1,0,-3831,0,0,0,0,64,-2,4,-30,4
0,1,-951,1,1,0,0,-7,0,-3,35,26
1,1,-3311,-1,0,-1,0,-12,-2,5,-31,12
0,0,-19847,0,0,-3,0,-12,0,6,-3,-30
0,0,582,1,0,0,0,5,3,7,0,16
0,1,9237,2,0,0,0,-27,-1,0,14,0
1,0,-2372,-2,0,-2,0,13,4,6,-74,4
0,0,-4146,0,1,-1,0,-10,-8,0,-16,4
0,1,8911,-2,-1,1,0,-23,-3,3,11,-5
0,1,5185,1,0,-1,0,-18,0,1,22,-8
1,0,-13085,-1,0,-1,0,13,-1,3,-14,-8
0,0,-11654,-2,-1,-2,0,-4,-2,3,-62,-24
1,1,6505,0,1,1,0,-67,0,-7,51,12
0,1,1661,2,0,1,0,-3,-1,-1,24,16
1,0,5143,0,0,0,0,-18,-2,-1,3,-24
1,1,2013,0,1,1,0,11,0,-4,-10,27
1,1,14353,2,0,-1,0,0,0,-6,62,60
0,1,8968,2,0,2,0,122,-3,-4,40,63
1,0,-4937,-2,1,1,0,11,1,0,43,-10
1,1,5912,0,1,2,0,4,3,-6,27,20
1,1,2097,-1,0,0,0,165,3,-1,-48,0
1,0,-5601,-1,0,1,0,-15,-1,-1,4,6
0,1,1679,1,0,-2,0,5,1,4,-35,5
0,0,-3939,0,-1,-2,0,6,4,7,-59,-1
0,0,-9214,0,-1,0,0,6,7,4,-71,-20
1,0,362,-1,0,-1,0,30,1,2,10,10
1,1,11409,0,0,0,0,-50,3,3,33,5
1,1,14499,0,0,3,0,2,1,-9,111,1
0,0,-5405,1,0,-1,0,53,1,2,-93,-20
1,1,13448,2,1,2,0,2,0,-10,69,40
0,0,-1751,-2,0,-1,0,9,-2,5,-41,0
0,0,-15498,1,0,-2,0,-4,-1,5,-99,-35
1,0,-3794,0,0,-1,0,-1,2,-4,-35,6
0,0,-16756,-1,0,-2,0,-2,6,10,-54,-28
0,0,2171,1,0,0,0,-26,-4,5,-16,-10
1,1,-5827,-2,0,-1,0,15,3,4,-13,20
0,0,-10397,1,0,-2,0,-7,-2,2,-56,-17
1,1,1441,1,0,0,0,4,1,-2,13,-11
0,0,-3941,-2,1,-1,0,-6,-7,4,-45,-26
1,0,-3687,-1,0,-1,0,-6,-3,3,-10,-16
0,0,-6020,-2,0,-1,0,-228,0,1,-21,21
1,1,3593,-2,0,1,0,5,2,-10,72,12
0,0,-28494,-2,-1,-3,0,-6,-2,7,-59,-32
1,1,-10104,2,0,0,0,-12,-4,7,3,7
0,0,-748,-2,1,-1,0,-2,-2,7,-28,4
0,1,9281,2,1,1,0,-3,4,1,17,30
0,0,-5531,2,0,-1,0,1,1,4,-61,-4
0,0,5765,0,-1,-1,0,-134,-4,3,-17,-12
1,0,3628,-1,0,-2,0,-6,-4,4,-46,-33
0,0,-15615,-2,0,-3,0,-3,-3,2,-63,-13
0,1,5420,2,0,0,0,10,1,-3,55,-24
0,0,-2864,2,0,0,0,-8,3,-2,45,26
1,1,3002,2,1,0,0,5,-2,2,18,54
1,1,3923,0,0,0,0,319,1,3,9,-8
1,1,3434,-2,0,0,0,3,2,0,-6,-11
1,1,12548,0,1,0,0,1,4,-8,6,29
1,1,-5876,1,-1,0,0,-36,-6,0,-21,-4
0,1,9797,-2,0,2,0,-8,-2,-10,99,12
1,1,18852,0,0,1,0,5,-1,2,-6,-12
0,0,-4701,2,1,-3,0,1,-7,9,-46,-4
1,1,4420,2,0,-2,0,-3,-3,5,-20,4
0,0,-13319,0,0,-3,0,10,2,6,-82,2
1,1,-4703,0,1,2,0,-7,-2,-9,101,-9
0,0,-15648,0,1,0,0,-69,2,-3,-10,23
0,1,-4113,-1,0,0,0,-6,-1,0,12,-42
1,0,12034,-2,0,-1,0,-4,-2,-2,-27,14
0,0,-12030,-2,0,-2,0,-50,3,9,-56,-8
1,0,-3217,-2,0,-3,0,4,4,3,-70,7
0,0,-1170,0,0,-1,0,-112,1,0,-63,4
0,0,3934,1,0,-1,0,11,3,5,-27,-21
1,1,-1814,-1,0,0,0,-3,2,-1,-1,-32
0,1,-7267,-1,0,-1,0,2,5,1,-75,7
0,1,-1250,0,0,-1,0,-2,4,-11,23,13
1,0,15141,0,1,0,0,27,-1,-2,34,33
0,1,-3708,0,1,1,0,3,2,-1,73,-20
0,1,-3542,-1,0,-2,0,1,2,7,-57,-14
1,1,19523,0,0,0,0,70,2,0,-4,-9
0,0,-4883,-2,0,0,0,-99,-1,-1,25,-16
0,0,-9794,0,0,-2,0,9,2,4,-71,7
1,1,-1663,1,0,0,0,208,2,6,-12,5
1,1,6646,-2,0,1,0,-143,-4,-7,2,-32
1,1,6828,2,1,1,0,104,0,-7,-1,100
1,0,-211,-2,-1,0,0,2,-5,5,-3,-8
1,0,-208,0,0,0,0,0,-1,-1,28,-4
0,1,9108,2,0,1,0,-3,-2,-8,50,5
0,1,-4544,2,-1,-1,0,-10,-4,1,18,-23
1,1,-5704,-1,0,-1,0,1,-3,2,58,7
1,0,7095,2,0,1,0,-4,-3,-1,-20,14
0,1,-1519,1,0,-2,0,-4,-3,2,-46,-4
1,1,9782,0,0,2,0,4,-1,-6,97,28
0,1,3401,2,0,0,0,-212,2,-1,-15,24
1,1,9548,1,0,1,0,10,-1,-6,54,36
1,0,8342,0,1,1,0,-3,-4,3,49,-22
0,0,-12651,0,0,-4,0,114,0,7,-77,-12
1,0,-2097,2,0,-1,0,4,-1,1,-22,10
0,1,6825,2,0,0,0,1,0,0,18,16
0,1,-8984,0,0,0,0,1,4,5,-19,14
0,1,4327,2,0,0,0,-4,-5,0,72,13
0,0,-4630,-2,0,-1,0,5,4,8,-113,16
0,1,5605,2,0,0,0,5,1,-1,86,36
0,0,-8536,-1,0,-2,0,-95,-2,8,-12,7
1,1,-1950,0,0,1,0,-4,-1,2,10,-24
0,1,3858,0,0,4,0,-225,2,-8,53,26
0,0,-2954,0,-1,-2,0,3,-2,2,-72,-15
1,1,8498,2,0,0,0,-83,-2,3,-38,9
1,0,-9528,-1,0,-1,0,9,1,5,-105,-16
1,0,1235,-1,0,1,0,7,7,-6,-6,-11
0,1,12245,1,0,-1,0,107,-3,-1,-6,-1
1,1,4620,-1,0,2,0,-68,-2,1,41,-1
0,0,640,1,0,1,0,16,0,1,-5,0
1,1,-2572,0,0,-1,0,-8,-2,-2,3,16
0,1,-3353,-2,0,-2,0,-52,-3,5,-38,15
0,0,-5373,-2,-1,0,0,40,-2,-1,-51,-3
0,0,-11208,-1,0,-3,0,32,0,5,-67,-7
0,0,-16257,-2,0,0,0,-5,-1,2,-37,10
0,1,-343,1,-1,0,0,-4,-2,1,-13,8
0,0,-4017,2,0,-2,0,0,6,1,-106,-15
0,1,-9308,-1,0,-3,0,-1,3,4,-37,1
1,1,1015,0,-1,-2,0,-6,-1,5,-37,-35
0,1,1068,-2,1,0,0,-2,-6,1,4,-42
1,0,-3193,-2,1,1,0,-5,-2,1,24,4
1,0,-43,0,0,-1,0,-13,-1,4,-28,16
1,1,8223,2,0,1,0,-5,3,-7,76,20
0,0,-3367,0,1,0,0,2,0,2,-22,1
1,0,-1267,-2,1,0,0,-1,-1,-1,1,36
1,0,1489,-2,0,1,0,6,4,4,9,-2
0,1,-331,-1,0,1,0,-13,2,-7,49,16
1,1,1697,-1,0,-1,0,-248,1,4,-16,39
0,0,-8113,-1,0,-2,0,1,0,6,-21,-5
0,1,-6144,0,0,-1,0,-8,-3,6,10,41
1,1,53,-1,0,1,0,7,5,2,14,-12
1,0,-5984,-2,0,0,0,7,2,1,-12,-11
1,0,6438,-1,0,-3,0,-77,-2,4,-48,-3
1,0,-3934,-1,0,-1,0,3,1,-1,-12,-20
1,0,-563,1,0,1,0,-5,1,1,12,16
1,1,8483,2,0,2,0,0,-2,-10,-1,0
0,0,-14681,-2,1,-1,0,-2,-6,0,-39,-12
1,0,-4978,-1,1,1,0,-120,-2,-5,1,-16
0,0,823,-2,-1,-1,0,-10,-7,2,-10,-33
1,0,4977,2,0,0,0,-119,-3,1,-84,3
1,0,-764,2,0,2,0,-2,-2,-3,80,11
1,0,12061,0,0,1,0,5,3,-3,41,32
1,1,1360,-2,0,1,0,-9,-4,4,61,-12
0,0,-3298,0,0,-1,0,1,-3,4,-32,13
0,0,-7197,-2,-1,-2,0,-6,-2,-3,-22,-8
0,0,-4915,-1,0,-2,0,114,2,3,-53,-4
0,0,6143,-1,0,-1,0,-6,-1,7,-52,-23
1,1,1000,1,0,1,0,106,-1,-3,58,4
0,0,-5674,0,-1,-2,0,-14,-6,3,-9,-2
0,0,4519,2,0,0,0,-359,-5,1,-26,33
1,0,-7597,0,0,-2,0,8,5,8,-57,-16
0,1,6757,2,0,0,0,34,0,2,51,21
0,1,127,-2,0,0,0,5,-3,-7,46,-12
0,1,9865,-2,0,1,0,22,-2,-7,-4,20
0,1,921,0,-1,-2,0,2,2,6,-4,-34
1,1,1180,0,1,-1,0,-9,-1,0,8,8
1,1,20191,0,0,3,0,10,5,-3,58,-11
1,0,-7448,-2,-1,-1,0,11,-8,7,-12,-33
0,0,6255,2,0,2,0,12,-1,2,31,-8
0,1,9202,-2,0,1,0,56,2,-1,15,-9
1,1,3896,1,0,1,0,4,1,-7,62,10
0,0,-11075,-1,0,-2,0,-77,-3,3,-41,39
0,0,9306,-1,0,1,0,3,3,-2,0,-38
1,1,7869,1,0,1,0,23,-3,1,40,-10
0,0,1363,1,-1,-1,0,11,2,5,-52,-20
0,0,938,-2,0,0,0,9,4,0,44,-3
0,1,10019,1,1,0,0,0,2,-5,27,-4
0,1,-286,-1,0,0,0,-2,-4,-2,-30,19
1,1,-2910,1,0,1,0,-20,1,0,34,23
1,1,-2407,1,1,-3,0,2,1,0,-74,18
0,1,3785,2,1,-2,0,-2,0,-6,-10,4
1,1,1108,0,0,-1,0,-26,1,-2,-22,0
1,1,87,0,0,1,0,10,2,-5,-39,-12
1,1,5238,-1,0,2,0,18,2,-7,-15,-19
1,1,6979,2,0,2,0,-3,-4,-5,14,37
0,0,16039,2,0,-1,0,9,5,3,-11,18
0,0,-6881,-2,0,-3,0,-8,-3,4,-42,22
1,1,11366,2,0,2,0,-110,2,-5,110,-12
0,0,-797,-1,1,-2,0,4,4,3,-39,-4
1,1,5351,0,0,2,0,4,2,-8,115,10
1,1,-581,1,0,2,0,-13,-3,-2,-19,38
0,0,906,1,0,0,0,-5,4,4,-48,23
0,0,-713,1,0,-1,0,4,-1,0,-31,-17
0,0,6264,-2,0,1,0,35,0,2,25,-20
1,1,13549,-2,1,2,0,-7,1,-6,73,0
0,0,1238,-2,0,0,0,5,5,4,-34,4
0,0,-18521,-1,0,-2,0,137,1,9,-79,-95
1,0,-7267,0,0,-2,0,23,-3,7,-29,-56
1,1,-7689,-2,0,0,0,-3,0,4,-57,-30
0,1,-9308,0,0,0,0,-4,0,5,13,-32
1,1,2685,0,0,-1,0,-5,-2,6,-3,20
1,0,-864,-2,0,0,0,-18,-2,6,36,0
0,1,3993,2,0,2,0,1,1,-10,-45,52
0,0,-2368,-2,0,0,0,1,-4,5,-58,14
0,0,-9811,1,0,-2,0,-3,0,4,-20,-24
0,1,-8795,2,0,0,0,0,-5,-1,-16,-15
0,0,1283,-2,0,-1,0,-36,3,4,-63,-16
1,1,2465,2,0,0,0,-3,0,1,17,7
1,1,17337,0,0,1,0,17,2,-3,-36,8
1,0,9791,2,0,1,0,-19,3,-4,34,12
0,1,1653,0,0,-1,0,5,3,-2,-57,-8
0,1,5149,2,-1,0,0,-7,0,-3,-3,-17
0,0,-2986,0,-1,-1,0,-76,-6,6,-34,-20
1,0,-1639,0,1,-1,0,5,1,6,-45,16
0,0,-5254,-1,0,1,0,15,0,-5,-24,18
0,0,-10288,1,-1,-1,0,-10,-2,6,7,-24
1,1,-947,0,0,0,0,-2,1,6,-22,-35
1,0,-9270,-1,0,-2,0,-2,0,4,5,-13
1,0,-6685,-2,0,0,0,25,-2,5,11,-24
0,0,-7890,-1,0,-2,0,-5,0,5,-79,-21
1,1,13693,-1,0,1,0,28,2,-10,16,-17
1,0,-14536,0,0,-1,0,1,1,7,-21,-10
0,1,-12231,2,1,-1,0,-30,1,2,-21,16
1,0,-1485,1,0,1,0,-3,-4,-3,-75,15
1,1,8039,1,0,0,0,-7,-2,-4,16,25
1,1,8570,2,0,-1,0,-6,-2,2,-12,17
0,0,-15729,-2,0,-3,0,-6,1,5,-90,-12
1,0,9615,0,0,-2,0,-182,-1,4,-26,-33
0,0,-14615,0,0,1,0,-17,2,0,23,-24
1,1,10092,1,0,1,0,105,3,1,55,16
1,0,-8354,-2,0,-3,0,-13,-4,8,-130,-8
0,0,-4340,-2,-1,-3,0,44,-3,9,-64,16
0,1,4924,-1,0,-1,0,-10,-4,-5,56,23
1,0,-6770,2,-1,0,0,-2,-1,5,-56,4
0,0,-16555,-1,0,-2,0,-17,-6,3,-10,-16
0,1,6389,0,1,0,0,1,-2,-8,15,17
1,1,-1271,0,0,0,0,2,5,0,-11,14
0,0,-3849,0,0,-2,0,14,4,-1,-71,-4
0,1,5809,2,0,1,0,12,1,5,-12,-16
1,1,9438,-2,1,1,0,-1,3,-6,64,4
1,1,-13952,-2,0,-2,0,4,5,-4,25,-7
1,1,3382,-2,0,-2,0,-3,-6,-2,22,16
0,0,-8698,-1,-1,-2,0,-19,-5,2,42,-21
0,0,-3372,-2,-1,-1,0,-11,-1,4,-4,-50
1,1,5039,0,-1,1,0,3,-1,-1,16,11
1,0,-7234,-1,0,-3,0,-10,-2,7,-49,-40
1,1,3338,-2,0,-1,0,10,-2,3,-12,-21
1,1,14203,2,0,0,0,-6,4,-2,48,20
1,1,6926,2,1,2,0,7,2,-4,3,16
0,1,3608,-1,0,-1,0,-4,-2,-1,38,0
0,0,-13731,-2,-1,-4,0,-6,-6,9,-61,-23
1,1,1585,-2,0,1,0,-5,-2,-8,82,20
1,1,9261,2,1,0,0,-1,0,0,-25,19
0,1,6646,0,-1,1,0,9,-1,4,27,22
1,1,-82,-2,0,-1,0,2,1,4,-1,13
1,1,6789,1,-1,-1,0,-2,-9,8,1,28
0,1,9854,1,0,1,0,-6,-5,-1,47,12
0,0,2331,1,0,2,0,-13,3,-7,-20,1
1,1,-1834,2,0,1,0,3,-2,-3,-7,0
1,1,11424,1,0,0,0,-276,4,-3,56,24
1,1,8205,-2,0,0,0,2,-2,-4,-3,-20
1,1,-5621,-2,1,0,0,6,6,-1,52,-16
0,0,-6472,-2,0,-1,0,3,-1,7,-7,-11
1,0,5910,-1,0,0,0,-7,-2,-1,30,-20
0,0,-1369,0,0,0,0,2,1,5,-52,10
1,0,-5056,-2,-1,0,0,3,2,3,2,1
0,1,1316,0,0,0,0,11,3,6,11,-4
0,1,16935,2,0,-1,0,1,3,-1,16,4
1,1,564,1,0,-1,0,-6,1,-4,-12,-1
1,0,-1447,-2,0,0,0,0,1,1,28,-44
1,1,2019,2,1,2,0,-5,-3,-10,26,16
0,1,-4975,-2,0,-1,0,7,0,0,9,-24
0,0,-5571,0,0,-1,0,111,-6,2,-23,-4
1,1,13685,2,-1,1,0,6,3,-8,65,45
1,0,-5311,-2,0,0,0,-20,0,4,-21,-33
0,1,-8476,0,1,-1,0,8,1,1,-38,15
0,1,-10460,-2,0,-2,0,9,-3,6,11,20
1,0,-4279,-2,0,-1,0,-1,0,4,-57,-5
1,0,-6788,2,0,-1,0,-17,0,-1,-18,-16
0,1,4691,2,0,0,0,-10,3,-2,33,27
0,0,-873,-1,1,0,0,21,2,5,45,21
0,0,-8303,-1,0,-1,0,-13,-4,2,2,-15
0,0,-5349,-2,0,-2,0,5,-7,5,-83,8
0,0,-5717,-1,0,0,0,17,2,0,45,20
1,1,3104,2,0,0,0,-2,0,2,-19,-8
1,1,8458,1,0,0,0,21,0,2,0,50
1,0,2681,0,-1,-1,0,19,0,3,-10,0
0,0,9416,0,0,0,0,-17,-3,3,29,-5
0,0,-1218,-2,0,-2,0,7,-2,2,-39,2
0,0,-167,-2,-1,-2,0,8,3,8,-71,-32
0,1,1226,1,0,2,0,4,1,-5,26,14
1,1,6119,2,0,1,0,12,2,-3,55,-10
0,0,6292,-2,0,-1,0,-2,2,-3,13,13
1,1,8571,-1,0,2,0,-19,-1,-13,17,20
0,1,6994,1,0,0,0,-4,4,-2,39,8
0,1,1408,-1,-1,1,0,1,-1,2,15,-16
1,0,2881,1,-1,-1,0,-23,0,5,-43,-35
1,0,-1991,2,0,-1,0,307,-1,2,-31,4
0,0,-2041,-2,0,-1,0,0,-1,4,-30,5
1,0,-1756,-1,0,0,0,13,0,4,10,-5
1,1,8228,-1,0,-1,0,-7,-1,-1,17,8
0,0,951,-2,0,0,0,13,1,2,31,0
0,0,-8828,0,0,-2,0,-6,-3,-1,-33,-12
1,1,4118,1,0,0,0,-24,-4,-4,14,0
1,0,1035,-2,0,0,0,6,-1,4,90,-45
0,0,1520,-2,-1,-2,0,-9,-1,8,-61,-44
1,1,-5699,0,0,-1,0,7,1,-8,27,-40
1,0,3689,-1,0,1,0,-6,-9,-5,10,-20
0,0,6785,0,0,1,0,4,-1,3,0,-7
1,1,8805,2,1,0,0,-2,0,0,21,24
0,1,-32,2,0,0,0,-1,-4,-3,20,13
0,0,2185,2,0,-2,0,-4,2,7,-24,-36
1,0,1408,-1,0,1,0,-7,-6,-11,32,4
1,0,-2451,2,0,0,0,-5,-6,-4,39,-18
0,1,7610,2,0,1,0,-8,8,2,-28,17
1,1,9578,0,0,1,0,1,3,-11,37,21
1,0,1208,2,0,1,0,7,3,-1,30,-16
0,0,1242,-2,0,1,0,3,0,-6,1,22
1,0,-8786,0,0,-2,0,3,0,7,-37,-4
0,1,2439,2,0,1,0,-254,-4,0,102,22
0,1,421,2,0,-1,0,2,2,4,-57,7
0,0,-7702,2,0,-1,0,1,1,7,0,-10
0,0,-5077,-2,1,0,0,0,-4,3,-20,-7
1,0,8977,-1,0,0,0,-14,-4,3,10,19
0,1,9318,2,0,-1,0,5,-3,4,81,4
0,0,-5304,0,0,0,0,-7,0,3,-54,24
1,1,10047,2,0,2,0,-3,-4,-8,62,28
1,0,-4892,0,-1,-1,0,-6,0,3,-54,-24
1,1,5648,0,0,0,0,18,-4,-9,94,-12
1,0,-1759,0,0,0,0,7,3,6,-77,17
0,0,-3050,-2,0,-2,0,9,2,5,-67,-24
1,1,-2648,1,1,0,0,3,1,4,11,-12
1,1,-3123,2,0,1,0,-60,-2,-4,4,9
1,1,2392,0,1,-2,0,9,-1,2,-24,25
0,0,2763,-2,1,-1,0,15,0,4,-13,8
0,1,-5448,-2,0,1,0,1,-2,1,26,-28
0,1,-120,-1,0,0,0,7,-2,4,-26,2
1,1,-2006,-1,1,-1,0,4,2,1,-34,17
0,1,14593,2,0,6,0,1,1,-20,80,37
0,0,-16385,-2,0,-2,0,8,1,4,-21,-32
1,0,-10476,1,0,0,0,-305,3,-4,-25,1
0,0,-19536,-2,0,-3,0,-1,-1,6,-57,16
1,0,-1895,-2,1,-1,0,-6,-1,2,-22,-7
0,1,-2025,-2,0,-1,0,-6,-1,5,-29,16
0,0,-8686,0,0,-1,0,18,5,4,-32,8
1,0,7972,2,0,1,0,1,0,-2,14,4
0,1,1716,-1,0,-1,0,-33,-4,-5,-18,7
0,1,-3616,1,1,0,0,120,-1,1,-19,-20
0,0,-3073,0,0,2,0,14,-2,-2,27,12
0,0,-6316,-2,-1,-1,0,-1,-1,5,-55,-28
1,0,-7796,0,0,-1,0,6,-4,-2,-20,0
1,1,8979,2,0,1,0,10,5,-1,-12,4
1,1,1306,1,0,1,0,9,0,3,33,-5
0,0,-3065,0,0,0,0,7,-3,3,5,-14
0,0,-6006,0,0,-1,0,33,-2,4,-12,11
0,0,-10649,-2,0,-1,0,-10,1,3,53,-40
0,1,4150,2,0,-2,0,-83,1,0,4,-19
1,0,-10135,0,-1,-3,0,-40,1,7,-53,-33
1,1,7971,0,1,1,0,51,1,-6,78,20
0,1,6955,-2,1,1,0,8,-1,-7,22,-4
1,0,-15199,0,0,-1,0,-3,1,0,-32,19
1,1,10417,2,0,2,0,-12,2,-1,44,51
0,0,-7772,-2,0,-1,0,1,1,5,-29,-27
1,1,-5561,-2,0,2,0,-4,0,-12,102,16
0,0,1651,-1,0,-2,0,7,0,3,16,4
0,1,16926,2,0,2,0,-3,-2,-6,32,-4
0,1,10915,1,0,0,0,-1,1,-4,-9,3
1,1,6441,0,1,1,0,-51,0,-3,67,7
0,1,5262,2,0,-3,0,25,2,-2,-15,-23
1,0,7242,0,0,1,0,-8,6,-1,41,0
0,0,-17823,-2,0,-3,0,-7,-3,6,-82,-47
1,1,12234,2,0,0,0,-6,1,-10,46,12
0,1,11711,2,0,1,0,-2,4,4,-16,24
0,0,650,0,0,-2,0,111,1,1,2,-52
1,0,-3637,0,0,-1,0,-7,-3,2,14,-5
1,0,1013,1,-1,0,0,-23,-5,2,-44,13
0,0,6713,-2,0,0,0,5,-3,4,27,-4
1,1,-2152,1,0,0,0,-14,-1,-2,28,9
0,0,-5366,-1,0,-1,0,-6,0,7,-22,-11
0,0,-761,0,0,0,0,-1,-4,3,-19,4
1,0,-3260,0,0,-2,0,6,2,-1,-46,-8
0,1,-6018,2,1,0,0,-4,-3,2,-37,8
0,0,-15886,2,-1,-2,0,4,1,7,-3,-8
0,1,-3640,-2,0,1,0,-115,-7,-3,57,19
1,0,-6928,0,0,0,0,-2,0,1,37,-11
1,0,-11396,-2,0,-2,0,-4,1,8,-64,-44
0,0,-11768,0,-1,0,0,39,-5,7,-18,2
0,1,312,-2,0,-1,0,-1,4,3,25,24
1,1,9636,1,0,1,0,-3,0,-3,12,20
0,1,4566,0,1,-1,0,-8,-2,8,-34,8
1,1,1750,-1,0,0,0,-5,-4,5,-18,12
