blueTeamFirstBlood,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,4253,1922,3608,3,-1,0,-1,0,-4,-2,-1,38,0
0,0,-11516,-7566,-13731,-18,-2,-1,-4,0,-6,-6,9,-61,-23
1,1,3242,3180,1585,1,-2,0,1,0,-5,-2,-8,82,20
1,1,2912,2393,9261,14,2,1,0,0,-1,0,0,-25,19
0,1,2408,3849,6646,1,0,-1,1,0,9,-1,4,27,22
1,1,-695,-2108,-82,-1,-2,0,-1,0,2,1,4,-1,13
1,1,-688,-2012,6789,-2,1,-1,-1,0,-2,-9,8,1,28
0,1,2990,3307,9854,5,1,0,1,0,-6,-5,-1,47,12
0,0,1583,1671,2331,2,1,0,2,0,-13,3,-7,-20,1
1,1,2049,-471,-1834,6,2,0,1,0,3,-2,-3,-7,0
1,1,6295,4532,11424,10,1,0,0,0,-276,4,-3,56,24
1,1,3097,3310,8205,9,-2,0,0,0,2,-2,-4,-3,-20
1,1,2377,1520,-5621,2,-2,1,0,0,6,6,-1,52,-16
0,0,-3912,62,-6472,-10,-2,0,-1,0,3,-1,7,-7,-11
1,0,1666,527,5910,5,-1,0,0,0,-7,-2,-1,30,-20
0,0,-1037,-1743,-1369,2,0,0,0,0,2,1,5,-52,10
1,0,-1266,-624,-5056,0,-2,-1,0,0,3,2,3,2,1
0,1,917,2477,1316,0,0,0,0,0,11,3,6,11,-4
0,1,5049,4105,16935,14,2,0,-1,0,1,3,-1,16,4
1,1,2264,1946,564,6,1,0,-1,0,-6,1,-4,-12,-1
1,0,-2226,-2376,-1447,-6,-2,0,0,0,0,1,1,28,-44
1,1,5056,1602,2019,4,2,1,2,0,-5,-3,-10,26,16
0,1,-1036,244,-4975,1,-2,0,-1,0,7,0,0,9,-24
0,0,-6240,-4196,-5571,-11,0,0,-1,0,111,-6,2,-23,-4
1,1,5754,3780,13685,6,2,-1,1,0,6,3,-8,65,45
1,0,-4322,-5177,-5311,-13,-2,0,0,0,-20,0,4,-21,-33
0,1,1508,792,-8476,3,0,1,-1,0,8,1,1,-38,15
0,1,-3077,-1619,-10460,-5,-2,0,-2,0,9,-3,6,11,20
1,0,-356,-1401,-4279,2,-2,0,-1,0,-1,0,4,-57,-5
1,0,-2289,-462,-6788,-1,2,0,-1,0,-17,0,-1,-18,-16
0,1,1465,979,4691,1,2,0,0,0,-10,3,-2,33,27
0,0,1423,1592,-873,-5,-1,1,0,0,21,2,5,45,21
0,0,-2702,-1019,-8303,-6,-1,0,-1,0,-13,-4,2,2,-15
0,0,-7223,-6441,-5349,-10,-2,0,-2,0,5,-7,5,-83,8
0,0,48,-386,-5717,-5,-1,0,0,0,17,2,0,45,20
1,1,690,2142,3104,7,2,0,0,0,-2,0,2,-19,-8
1,1,9015,6536,8458,16,1,0,0,0,21,0,2,0,50
1,0,-2188,-674,2681,-1,0,-1,-1,0,19,0,3,-10,0
0,0,399,1832,9416,2,0,0,0,0,-17,-3,3,29,-5
0,0,-1638,-2534,-1218,-1,-2,0,-2,0,7,-2,2,-39,2
0,0,-6459,-3263,-167,-6,-2,-1,-2,0,8,3,8,-71,-32
0,1,2174,3042,1226,3,1,0,2,0,4,1,-5,26,14
1,1,3354,4704,6119,4,2,0,1,0,12,2,-3,55,-10
0,0,1037,497,6292,1,-2,0,-1,0,-2,2,-3,13,13
1,1,2990,-757,8571,4,-1,0,2,0,-19,-1,-13,17,20
0,1,7029,3391,6994,11,1,0,0,0,-4,4,-2,39,8
0,1,-801,-2730,1408,-6,-1,-1,1,0,1,-1,2,15,-16
1,0,-1695,-2268,2881,2,1,-1,-1,0,-23,0,5,-43,-35
1,0,-2467,-2429,-1991,-5,2,0,-1,0,307,-1,2,-31,4
0,0,-1649,-671,-2041,-1,-2,0,-1,0,0,-1,4,-30,5
1,0,-2138,-1739,-1756,-5,-1,0,0,0,13,0,4,10,-5
1,1,4374,2383,8228,8,-1,0,-1,0,-7,-1,-1,17,8
0,0,2005,1063,951,3,-2,0,0,0,13,1,2,31,0
0,0,-3532,-1724,-8828,-6,0,0,-2,0,-6,-3,-1,-33,-12
1,1,2492,-164,4118,2,1,0,0,0,-24,-4,-4,14,0
1,0,1023,-312,1035,-8,-2,0,0,0,6,-1,4,90,-45
0,0,-7276,-3951,1520,-5,-2,-1,-2,0,-9,-1,8,-61,-44
1,1,-418,-284,-5699,-2,0,0,-1,0,7,1,-8,27,-40
1,0,3414,881,3689,8,-1,0,1,0,-6,-9,-5,10,-20
0,0,590,494,6785,3,0,0,1,0,4,-1,3,0,-7
1,1,2942,2441,8805,6,2,1,0,0,-2,0,0,21,24
0,1,3431,3362,-32,8,2,0,0,0,-1,-4,-3,20,13
0,0,-3056,-2779,2185,3,2,0,-2,0,-4,2,7,-24,-36
1,0,1009,-610,1408,-2,-1,0,1,0,-7,-6,-11,32,4
1,0,4690,4309,-2451,9,2,0,0,0,-5,-6,-4,39,-18
0,1,1892,-324,7610,4,2,0,1,0,-8,8,2,-28,17
1,1,4857,3188,9578,8,0,0,1,0,1,3,-11,37,21
1,0,3914,611,1208,2,2,0,1,0,7,3,-1,30,-16
0,0,-1461,-291,1242,-6,-2,0,1,0,3,0,-6,1,22
1,0,-4929,-1543,-8786,-9,0,0,-2,0,3,0,7,-37,-4
0,1,5716,5016,2439,7,2,0,1,0,-254,-4,0,102,22
0,1,-1501,601,421,-5,2,0,-1,0,2,2,4,-57,7
0,0,-3816,-1278,-7702,-5,2,0,-1,0,1,1,7,0,-10
0,0,-2372,-1109,-5077,-4,-2,1,0,0,0,-4,3,-20,-7
1,0,964,-962,8977,-1,-1,0,0,0,-14,-4,3,10,19
0,1,-614,3233,9318,-2,2,0,-1,0,5,-3,4,81,4
0,0,-553,-40,-5304,-1,0,0,0,0,-7,0,3,-54,24
1,1,5102,4563,10047,8,2,0,2,0,-3,-4,-8,62,28
1,0,-4157,-5860,-4892,-7,0,-1,-1,0,-6,0,3,-54,-24
1,1,5472,5031,5648,4,0,0,0,0,18,-4,-9,94,-12
1,0,-2145,-1764,-1759,-5,0,0,0,0,7,3,6,-77,17
0,0,-3873,-1704,-3050,0,-2,0,-2,0,9,2,5,-67,-24
1,1,3135,2040,-2648,9,1,1,0,0,3,1,4,11,-12
1,1,1352,1466,-3123,3,2,0,1,0,-60,-2,-4,4,9
1,1,1607,1856,2392,7,0,1,-2,0,9,-1,2,-24,25
0,0,-1261,417,2763,1,-2,1,-1,0,15,0,4,-13,8
0,1,-2247,-1850,-5448,-5,-2,0,1,0,1,-2,1,26,-28
0,1,-22,87,-120,-1,-1,0,0,0,7,-2,4,-26,2
1,1,1183,1685,-2006,5,-1,1,-1,0,4,2,1,-34,17
0,1,11643,6387,14593,14,2,0,6,0,1,1,-20,80,37
0,0,-8288,-5309,-16385,-18,-2,0,-2,0,8,1,4,-21,-32
1,0,-4571,-3612,-10476,-7,1,0,0,0,-305,3,-4,-25,1
0,0,-11085,-5963,-19536,-18,-2,0,-3,0,-1,-1,6,-57,16
1,0,-53,796,-1895,4,-2,1,-1,0,-6,-1,2,-22,-7
0,1,-3031,-2542,-2025,-8,-2,0,-1,0,-6,-1,5,-29,16
0,0,-4352,-1020,-8686,-6,0,0,-1,0,18,5,4,-32,8
1,0,2742,1951,7972,4,2,0,1,0,1,0,-2,14,4
0,1,2129,800,1716,2,-1,0,-1,0,-33,-4,-5,-18,7
0,1,-204,309,-3616,0,1,1,0,0,120,-1,1,-19,-20
0,0,788,1080,-3073,-1,0,0,2,0,14,-2,-2,27,12
0,0,-2542,-1393,-6316,-1,-2,-1,-1,0,-1,-1,5,-55,-28
1,0,-280,1372,-7796,0,0,0,-1,0,6,-4,-2,-20,0
1,1,6492,1401,8979,9,2,0,1,0,10,5,-1,-12,4
1,1,3615,2508,1306,7,1,0,1,0,9,0,3,33,-5
0,0,-2656,71,-3065,-2,0,0,0,0,7,-3,3,5,-14
0,0,-3533,68,-6006,-5,0,0,-1,0,33,-2,4,-12,11
0,0,-6436,-4222,-10649,-15,-2,0,-1,0,-10,1,3,53,-40
0,1,3172,2437,4150,8,2,0,-2,0,-83,1,0,4,-19
1,0,-5656,-3430,-10135,-4,0,-1,-3,0,-40,1,7,-53,-33
1,1,5981,2999,7971,9,0,1,1,0,51,1,-6,78,20
0,1,4058,4434,6955,8,-2,1,1,0,8,-1,-7,22,-4
1,0,-6158,-3191,-15199,-16,0,0,-1,0,-3,1,0,-32,19
1,1,9527,8108,10417,17,2,0,2,0,-12,2,-1,44,51
0,0,-4115,-2260,-7772,-12,-2,0,-1,0,1,1,5,-29,-27
1,1,3485,902,-5561,-4,-2,0,2,0,-4,0,-12,102,16
0,0,-3071,493,1651,-3,-1,0,-2,0,7,0,3,16,4
0,1,6168,3627,16926,12,2,0,2,0,-3,-2,-6,32,-4
0,1,1464,414,10915,3,1,0,0,0,-1,1,-4,-9,3
1,1,4761,2975,6441,2,0,1,1,0,-51,0,-3,67,7
0,1,1625,572,5262,7,2,0,-3,0,25,2,-2,-15,-23
1,0,-82,575,7242,-3,0,0,1,0,-8,6,-1,41,0
0,0,-9173,-5425,-17823,-10,-2,0,-3,0,-7,-3,6,-82,-47
1,1,3251,422,12234,5,2,0,0,0,-6,1,-10,46,12
0,1,4360,4028,11711,10,2,0,1,0,-2,4,4,-16,24
0,0,-205,-1099,650,3,0,0,-2,0,111,1,1,2,-52
1,0,-2533,-3375,-3637,-7,0,0,-1,0,-7,-3,2,14,-5
1,0,852,-34,1013,0,1,-1,0,0,-23,-5,2,-44,13
0,0,1463,322,6713,4,-2,0,0,0,5,-3,4,27,-4
1,1,3281,2805,-2152,4,1,0,0,0,-14,-1,-2,28,9
0,0,-5039,-2078,-5366,-7,-1,0,-1,0,-6,0,7,-22,-11
0,0,-5312,-2202,-761,-12,0,0,0,0,-1,-4,3,-19,4
1,0,-1489,-2780,-3260,-5,0,0,-2,0,6,2,-1,-46,-8
0,1,256,330,-6018,2,2,1,0,0,-4,-3,2,-37,8
0,0,-9375,-4839,-15886,-14,2,-1,-2,0,4,1,7,-3,-8
0,1,3707,3255,-3640,3,-2,0,1,0,-115,-7,-3,57,19
1,0,-1050,-1285,-6928,-4,0,0,0,0,-2,0,1,37,-11
1,0,-3777,-2536,-11396,1,-2,0,-2,0,-4,1,8,-64,-44
0,0,-4361,-2374,-11768,-9,0,-1,0,0,39,-5,7,-18,2
0,1,-2990,-789,312,-9,-2,0,-1,0,-1,4,3,25,24
1,1,2719,952,9636,7,1,0,1,0,-3,0,-3,12,20
0,1,-1442,791,4566,1,0,1,-1,0,-8,-2,8,-34,8
1,1,2681,2918,1750,5,-1,0,0,0,-5,-4,5,-18,12
0,0,-5202,-3329,-7677,-11,-2,0,-1,0,-7,-1,1,-39,11
0,0,-3122,218,-9474,-3,-2,0,0,0,168,-3,1,-25,-7
0,1,3967,4173,8148,7,1,0,-1,0,-5,-1,-1,20,17
0,0,-672,325,2147,-3,-2,0,0,0,-11,-1,-4,24,7
1,1,4663,2409,6769,6,0,1,1,0,-2,4,-4,55,29
1,0,-5426,-3679,-9353,-9,-2,1,-1,0,-6,-3,3,-42,-40
1,1,4145,1354,-4355,-3,1,0,3,0,7,0,-11,55,3
1,1,1895,1002,-4565,3,2,0,1,0,51,3,-1,3,-16
1,0,2028,661,16090,-1,0,1,0,0,18,2,-6,41,25
1,0,-3609,-2992,-9396,-2,0,0,-2,0,-96,-5,5,-18,-32
1,1,9854,5395,11184,11,2,0,3,0,10,0,-10,124,38
0,0,905,640,3000,2,-2,-1,1,0,128,1,-7,-1,14
0,0,369,-31,-7670,7,0,-1,-1,0,25,5,3,3,-21
1,0,-1262,-1948,-13705,-3,-2,0,1,0,-2,0,-1,22,-40
0,1,-494,315,-1110,1,2,-1,0,0,17,-2,-1,14,-31
0,0,-5177,-2205,-9729,-10,-2,0,-2,0,366,4,8,-1,-25
1,1,5374,3399,17203,12,-2,1,0,0,7,4,2,46,20
1,0,5806,1368,4003,9,0,0,1,0,-6,-1,-5,33,-8
0,0,-2738,-1045,-2042,-6,-2,1,-2,0,8,5,5,9,-20
1,1,2024,3625,7858,3,0,0,-1,0,15,-1,1,22,20
0,0,-11787,-7798,-10964,-18,-1,0,-3,0,-4,4,8,-116,-32
0,0,-3790,-2878,-2293,-3,-2,-1,-2,0,7,1,3,-28,-4
0,1,-4879,-2375,-6508,-9,0,-1,-1,0,7,-5,4,11,-28
1,0,-2387,-1586,-11900,-4,-1,0,0,0,-1,-4,-2,-40,0
1,0,1414,-294,6475,6,1,0,0,0,-2,0,5,-59,4
1,1,-13,-1018,5553,4,2,1,-2,0,2,0,0,-58,-40
0,1,-4092,-1188,-9079,-5,-2,0,-1,0,-5,1,6,-19,-46
1,1,4900,4912,10781,7,-1,-1,1,0,14,3,-6,76,24
0,0,-3660,-2124,-4929,-10,-1,0,0,0,-14,1,3,8,12
0,0,-5121,-3880,-18931,-12,-2,0,-1,0,6,1,5,-51,0
1,0,2079,320,1191,4,2,0,1,0,4,2,-2,57,-2
0,0,1611,3213,-1534,2,-1,0,-1,0,-103,1,-3,40,13
0,0,-3239,-1353,-7233,-4,-1,-1,-1,0,30,1,4,-8,-24
1,1,3423,2538,9403,9,1,0,1,0,-2,-5,-7,-4,4
1,1,4692,4246,7785,6,1,0,1,0,-4,-3,-5,68,22
1,1,5134,3370,-215,4,0,1,-2,0,2,2,-8,32,50
1,1,817,609,-3071,0,-1,0,0,0,-5,-2,2,-5,13
1,1,3463,1371,-3490,8,0,0,0,0,-37,4,-1,-18,8
1,1,-1053,-2694,3413,1,0,0,-1,0,23,0,-2,-18,-48
0,0,-1466,-1898,2397,1,-2,0,0,0,-11,0,3,-20,-30
1,1,7532,3247,8896,12,1,1,2,0,-106,5,-7,77,-52
0,0,-4377,-947,-4441,-7,-2,0,-1,0,-81,-2,5,21,-31
0,1,1595,29,4466,1,0,0,2,0,-7,-1,-1,32,7
0,0,-5,-1549,2316,-5,-2,0,-1,0,5,2,-2,17,-16
1,1,-727,-563,-3142,2,-2,1,0,0,1,2,5,-53,-7
1,1,4054,2399,13774,-1,-1,0,2,0,-2,-2,-3,37,3
0,0,-8233,-5624,-3271,-14,0,0,-2,0,-2,-4,7,-28,-36
0,0,-9110,-6641,-16671,-16,-2,0,-4,0,-11,-2,6,-113,-9
0,0,-1624,-2415,-4884,-5,-2,0,0,0,4,2,-2,-10,-6
1,1,6259,4258,7844,5,0,0,3,0,3,3,-6,59,24
0,1,2738,5394,8933,6,1,0,0,0,38,1,-3,12,30
0,1,-5304,-3322,-1466,-5,1,0,-1,0,16,3,3,-40,-24
0,0,-1852,-2622,-2364,-3,0,0,0,0,-8,1,3,-41,-1
0,0,-2859,-1941,-849,-4,0,0,-1,0,-8,1,-1,-55,7
1,1,2722,1882,6417,3,2,0,1,0,-4,3,-5,44,7
0,1,3046,3503,4670,2,0,0,1,0,-2,-1,-7,29,28
0,0,1434,1080,-1681,0,0,0,1,0,17,1,-4,8,4
0,0,-5494,-2617,-9458,-9,0,0,-2,0,3,3,6,-50,-6
0,0,-11218,-8345,-18011,-19,-2,-1,-4,0,-116,2,8,-87,-20
1,1,2613,2305,6745,2,1,0,1,0,-80,-2,1,-1,36
1,0,1600,-1706,2781,-1,-2,0,1,0,5,1,1,55,-7
0,0,-6131,-4438,-5893,-10,0,0,-2,0,8,4,0,-20,-27
1,1,2131,-78,2210,4,-1,0,1,0,-2,-1,-4,11,3
0,0,-6629,-3059,-13625,-9,1,0,-1,0,-3,-3,6,-121,14
0,1,2765,-395,14418,7,1,0,0,0,-89,-1,-6,20,-8
1,0,-1671,-2909,-8776,-1,-2,0,-1,0,17,-5,-2,7,-13
1,0,1301,918,5202,-4,2,0,-1,0,21,1,5,59,44
1,0,2330,1037,-6237,7,0,0,-1,0,-5,2,2,9,-5
0,0,-1700,-931,-3676,-4,-2,0,-1,0,-2,-3,0,-36,-4
0,1,1373,1833,2566,-1,2,0,0,0,5,-2,4,50,18
1,0,3459,1331,-3306,2,2,0,3,0,-5,0,-10,-12,36
1,0,-3060,-4252,-5596,-9,-1,0,0,0,-1,1,2,-27,16
1,0,-2881,-1572,1723,-3,2,-1,-2,0,18,1,8,0,0
0,0,-645,1249,1653,-1,-2,0,-1,0,2,-3,4,33,-20
0,0,-3018,-2212,-10042,-7,-2,0,0,0,-8,-3,-2,-27,1
0,0,282,-750,-2668,-2,-1,0,0,0,-3,-5,1,-33,40
0,0,-1947,-991,-12069,-7,-2,0,-1,0,-15,-2,6,41,16
1,1,4595,375,11506,8,2,0,1,0,9,-1,-5,25,-5
1,1,3696,3434,7554,14,-1,0,-1,0,17,5,2,-20,12
0,1,-2306,-1055,-298,-2,1,0,0,0,-13,-4,5,-38,-26
0,0,-5726,-2356,-12178,-11,0,0,-2,0,-10,-5,4,-47,0
1,0,-3049,-3906,-8075,-1,-2,-1,-1,0,6,1,3,-64,-36
1,1,-424,-2107,-781,-1,2,0,1,0,2,-4,-6,-27,-4
1,1,1214,269,9268,2,-1,1,-1,0,13,-3,0,-19,9
1,1,5146,3003,3668,3,1,0,1,0,4,3,-5,62,12
0,1,3062,2517,9782,8,-1,0,0,0,34,-2,2,-23,19
0,1,-327,15,-1740,0,0,0,0,0,-3,0,4,-46,-8
1,0,-2540,-785,-5682,-6,0,1,-2,0,5,1,0,8,11
1,1,1307,-73,-2232,2,1,0,0,0,4,-1,2,40,9
0,0,-4446,-2409,-8821,-12,1,0,1,0,-1,-2,6,-9,-16
0,0,-5064,-2657,-15891,-9,2,0,0,0,5,-3,5,-48,24
1,0,-8104,-3893,-13229,-8,-2,0,-3,0,4,-3,11,-83,-25
0,0,-364,-7,-2253,-5,-2,0,0,0,-1,-6,4,31,19
1,0,-4470,-3175,3093,-5,0,0,-1,0,310,3,2,-43,-34
0,1,-6518,-3031,-4362,-7,-2,1,-2,0,6,-2,4,-61,-19
0,0,-3601,-3008,1437,0,2,0,-2,0,-10,-1,8,-66,-20
0,0,5702,4968,648,8,1,1,2,0,-4,0,-6,60,-8
0,1,6594,4969,15328,7,2,0,1,0,51,4,-9,112,2
0,0,-442,-857,-3621,0,0,0,0,0,-68,-3,1,-33,32
1,1,3377,1341,11825,2,0,1,0,0,-6,2,5,53,47
0,0,2273,881,79,2,1,0,1,0,-3,2,-6,68,3
1,1,6649,5560,6447,14,0,0,2,0,23,2,-7,-20,32
1,1,-1989,-5651,2445,1,1,0,-1,0,-13,-2,2,-17,-17
1,1,5883,879,9451,7,1,1,1,0,7,1,-8,46,15
0,1,959,168,-1258,-2,2,0,0,0,-17,-1,1,-8,8
0,1,655,-385,7866,-2,0,0,1,0,120,-3,-6,-1,6
1,1,3128,399,6676,-1,0,0,-2,0,-1,-4,1,34,28
1,1,1689,-462,-4947,-3,-1,-1,-1,0,-6,3,-5,22,22
1,0,883,943,3419,-3,-2,0,0,0,-5,-1,2,20,29
0,1,5751,3453,112,12,0,1,2,0,20,3,-2,-17,-19
1,0,-3350,-5591,-4056,-8,0,0,-1,0,-112,2,5,-22,-24
0,1,5682,4344,7342,5,0,0,2,0,5,0,-8,52,35
1,1,-9,-872,-3183,-5,2,0,0,0,-67,-2,-8,36,20
1,0,-2482,-550,-5798,-3,0,0,0,0,0,1,3,-26,12
1,1,2739,3518,10148,5,1,0,0,0,10,1,0,67,21
1,0,-8651,-4694,-13742,-10,-1,-1,-2,0,6,-1,4,-70,-13
1,1,9100,7193,3934,18,2,1,2,0,-12,1,-4,51,-12
0,1,-637,990,4380,2,1,0,-1,0,-12,-7,3,-1,-35
0,1,5850,5697,564,7,0,0,1,0,-7,-1,-7,22,48
1,1,-3201,-3387,-13884,-2,-1,0,0,0,-7,-2,3,-29,-22
0,1,-331,-975,-8263,-2,2,0,0,0,-55,1,-3,29,-2
0,0,1180,2637,5532,3,-1,0,0,0,8,-2,1,-39,35
1,1,3129,536,9321,7,-1,0,0,0,65,-1,4,-27,24
1,0,286,-1262,-684,3,0,0,0,0,4,2,-3,-21,1
0,1,-541,-177,2824,1,0,0,-1,0,-6,-2,6,-13,-23
0,1,1826,1361,-606,2,2,0,1,0,-51,0,-1,-5,-2
1,1,2074,1194,-272,2,2,0,1,0,140,-5,4,23,-12
0,0,-4325,-4021,-6175,-3,2,0,-2,0,2,1,6,-58,-12
1,1,-312,-1351,-4554,-3,2,0,1,0,-4,3,-2,3,-15
0,0,-1881,-890,-6781,-4,0,0,0,0,36,1,0,-49,20
1,1,4173,3296,-2290,-1,0,1,2,0,-2,-3,-4,104,8
0,0,-177,2259,820,0,1,0,0,0,13,-2,4,19,-5
0,0,-3890,-1554,-1444,-9,1,0,0,0,-2,-2,2,-61,-20
0,1,101,3066,-4221,-2,2,0,-2,0,-13,-4,1,31,12
0,1,-4390,-1332,-8646,-8,2,0,-2,0,14,-1,5,-25,3
1,1,276,-2299,-3065,3,0,0,0,0,-240,-5,-4,-23,-48
1,1,6345,4446,9015,10,-1,0,1,0,43,-3,-2,30,-3
1,1,3959,3171,3809,5,1,1,0,0,-3,-6,-3,32,-5
1,1,1260,1002,-6636,5,-1,0,0,0,0,6,-2,-6,-24
0,0,-3325,-1829,-765,-6,2,0,-1,0,13,5,-4,-46,-24
1,1,948,3093,-1054,5,2,0,-1,0,-6,-4,4,53,-12
1,1,416,176,-2143,1,0,0,0,0,13,3,-6,5,9
1,0,-4609,-5562,-2370,-5,-2,-1,-2,0,27,3,2,-39,-58
0,0,-5770,-4052,-10865,-12,-2,1,-1,0,2,3,3,22,-13
0,1,205,1449,1059,-1,2,0,-2,0,204,-2,2,-10,40
0,0,-6658,-6242,-12291,-9,-2,0,-1,0,10,-4,4,-27,-40
0,0,1882,5154,2548,5,0,0,0,0,25,0,1,39,20
1,0,-638,-380,-25,3,0,0,0,0,-1,1,-3,-27,-4
1,0,-232,814,-6156,-3,0,0,0,0,-3,1,1,60,-14
1,1,-2245,-2162,-593,-8,-1,0,0,0,47,-4,3,25,9
0,0,-4311,-3556,-5104,-11,-2,0,0,0,16,-5,2,2,12
0,0,-2424,-2933,-794,0,1,0,-2,0,6,1,6,-35,-8
0,1,977,3109,5104,9,-1,1,-1,0,2,0,-2,-43,33
1,1,-3081,-1128,708,-2,1,0,-2,0,-6,-2,6,-49,17
0,0,799,598,-943,-3,-2,0,-1,0,25,2,-4,35,-6
0,1,2301,2842,-672,7,2,0,0,0,-232,-1,3,12,-20
0,0,821,122,842,0,-2,1,0,0,19,6,-1,5,20
1,1,935,2236,9681,5,2,0,-2,0,62,-3,-1,2,-20
0,0,-4771,-2449,-11321,-8,-2,0,-1,0,10,-3,8,-11,-15
1,1,1936,1648,6157,1,2,0,1,0,1,-3,-5,30,-8
1,1,8583,3661,9923,13,1,0,1,0,8,1,-4,60,-8
1,1,-658,167,8836,9,2,1,0,0,38,4,8,-69,-34
0,1,6835,2449,456,11,1,0,0,0,-3,3,0,60,-6
1,0,-4664,-858,2413,-8,-1,0,-1,0,0,1,3,-26,12
1,0,-4091,-3910,-7211,-6,1,0,-2,0,-44,-1,6,-45,0
0,0,-4772,-4986,-5074,-9,0,0,-2,0,8,2,3,-62,-15
0,1,253,718,-4903,-2,-1,0,-2,0,3,0,4,-12,14
0,0,-1457,243,-4090,-2,0,0,-1,0,0,3,-1,-54,35
1,1,-331,-471,-8010,3,-1,0,-1,0,4,0,-2,-14,-19
0,1,-460,4381,-8673,-4,0,0,0,0,-4,4,0,-11,104
0,1,2175,-306,5969,1,0,0,0,0,281,1,1,38,-24
0,0,-4809,-4297,-11932,-9,1,0,-1,0,-4,-3,5,-48,13
1,1,1727,2249,5315,-1,-1,0,2,0,-3,-1,-10,16,8
0,0,2020,1204,-3872,6,1,0,1,0,0,2,-5,-10,11
1,1,2161,271,-3726,3,-2,0,1,0,6,5,-1,34,-24
1,0,-437,-2577,-11760,0,0,0,0,0,-10,-3,4,-14,4
1,0,-3288,-4118,-840,-14,-2,0,-1,0,3,1,4,-8,0
0,0,-7508,-5283,-2208,-13,1,-1,-1,0,44,4,7,-55,5
1,1,1811,563,3379,0,-1,0,2,0,-5,1,-4,-46,-12
1,1,1280,718,-1221,0,1,1,0,0,2,0,-2,6,17
0,0,-4352,-2966,-9978,-6,1,0,-1,0,-13,-1,4,-77,0
1,1,-619,-2045,11157,-3,0,0,0,0,-28,-5,1,42,-20
0,1,3715,1764,1272,7,2,0,1,0,-5,-6,3,-15,10
1,0,-1813,-1288,-3550,-3,2,-1,-1,0,0,-4,2,-5,40
0,1,6877,5441,6303,9,0,0,0,0,-53,-2,-1,100,3
0,0,-127,1977,-4431,0,0,0,-2,0,-1,-3,-1,2,32
0,0,-4266,-2465,-3501,-10,-1,0,-1,0,-60,2,1,-18,-9
1,1,5923,3727,1347,7,2,0,1,0,1,3,0,40,8
1,0,-10790,-8706,-13030,-15,-2,-1,-3,0,13,0,9,-54,-32
0,0,1624,1880,5784,2,-2,1,-3,0,-71,-3,-4,40,29
1,0,-5471,-5802,-3091,-7,-1,0,-2,0,5,-1,7,-54,-12
0,1,2856,4138,3045,8,2,0,0,0,45,6,2,-31,6
1,1,3200,3380,475,5,0,-1,2,0,-136,2,-8,36,7
0,1,-670,1604,4928,1,1,0,-1,0,-7,-5,-4,1,1
0,0,-6689,-3935,-7059,-6,-1,0,-2,0,5,-1,8,-81,-36
1,1,2503,3040,7499,1,-1,0,-1,0,1,2,1,82,-5
1,1,2876,1323,3653,3,0,0,1,0,-2,0,-5,39,7
0,1,-1260,-15,-14808,-11,0,0,-1,0,3,-2,-1,31,12
0,0,-11249,-6392,-14680,-14,-2,-1,-2,0,-6,0,6,-80,-48
1,0,-1032,-2851,-3539,0,-2,0,0,0,4,3,5,-52,-12
1,1,2289,2074,3852,1,-2,0,-1,0,-64,-5,2,35,-2
0,0,-6412,-4227,-9165,-15,0,0,-1,0,20,1,2,-6,-16
1,1,4910,3738,5484,11,1,0,1,0,34,2,3,52,25
1,0,-1686,-1897,1947,-2,0,0,-2,0,-2,1,9,-2,-1
0,0,-2877,-1722,-8644,-4,-2,0,-1,0,10,6,-2,-15,23
0,1,2685,2919,4733,-2,0,0,1,0,5,2,-4,11,28
1,1,-3837,-1293,-116,-6,0,1,0,0,181,1,1,-72,16
1,0,-10385,-6640,-14283,-20,-2,0,-2,0,15,-3,8,-50,-27
0,0,3166,-112,4500,10,1,0,0,0,-35,1,3,11,-17
1,1,2200,2319,4046,3,2,1,1,0,-2,-1,-3,15,4
1,1,-3265,-1144,4807,-6,0,-1,-1,0,123,1,5,24,-28
1,1,5188,3069,2886,8,1,0,1,0,7,1,-4,11,-12
1,0,-3473,-2526,4686,-5,0,0,-1,0,2,2,1,-50,8
1,1,3231,2228,5164,6,2,1,1,0,111,2,3,73,3
0,0,-6314,-4523,-14224,-11,-2,0,-1,0,-10,-3,6,-38,-8
1,1,799,-1368,1392,4,-1,0,-1,0,-15,-3,1,26,-12
1,1,-932,-1674,-16,-7,-1,1,0,0,-1,1,-4,21,0
0,0,-7007,-3893,-4313,-9,-2,0,-1,0,49,-1,5,-73,8
0,0,-7846,-4949,-11292,-6,-2,0,-3,0,-123,2,7,-108,-48
1,0,-2148,-1597,3480,-1,-1,0,-1,0,2,-1,8,-44,-28
0,1,-359,1105,-1336,0,-1,0,2,0,56,-1,5,-1,-3
0,1,677,554,5457,7,2,0,0,0,-2,0,1,9,15
0,1,156,1220,-3407,1,2,0,0,0,-4,-1,1,-15,12
1,0,-2130,-1821,-5025,-2,2,0,0,0,16,1,0,-57,-10
1,1,2866,4502,3887,2,2,1,0,0,8,0,1,47,24
0,0,-1941,-2492,-8586,-5,-1,0,0,0,-2,-1,5,-33,-20
