blueTeamFirstBlood,blueWin,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,5811,2,2,0,-1,0,16,1,2,7,-1
0,0,-20112,-20,-2,0,-1,0,-6,-2,7,-80,6
1,0,1931,0,1,0,-2,0,5,3,7,12,12
1,1,1012,1,-1,0,1,0,-32,-4,-1,-35,20
1,1,-937,6,0,0,2,0,49,2,-6,35,8
1,1,7104,7,-1,0,0,0,-4,-1,-1,4,-3
1,1,17793,13,0,1,2,0,0,-2,-9,15,-4
0,0,812,-10,-2,-1,-1,0,12,-2,2,27,15
0,1,5330,4,-2,0,0,0,16,-2,-1,-43,28
1,1,5817,4,0,0,1,0,9,1,0,-27,13
0,1,-2748,-2,0,0,-1,0,7,0,5,-58,21
1,0,-7325,-9,-2,0,0,0,-21,-5,-1,41,-28
1,1,9513,8,-2,0,-2,0,-2,-2,-1,-70,-6
1,0,-2101,-5,0,-1,0,0,-5,-3,4,-41,-28
1,1,2327,3,-2,1,-1,0,-8,-3,2,15,11
0,0,-9379,-7,0,0,-1,0,-32,-2,1,-56,-8
0,1,-6221,0,2,0,-2,0,-65,-3,6,-28,-21
1,0,6045,1,2,0,-1,0,2,-5,6,17,15
0,0,-2451,-5,-1,0,0,0,-1,3,-1,-70,7
1,1,-582,9,0,0,0,0,0,2,3,-3,3
0,0,-1812,-4,0,0,0,0,-7,-4,5,-45,-16
1,1,-9605,-11,-2,0,-1,0,0,-1,5,0,-20
1,0,-1691,2,0,1,1,0,35,3,-1,-17,-13
1,0,437,-2,0,0,-1,0,-1,-2,-2,2,-6
0,0,209,2,1,0,2,0,4,2,-8,22,11
1,1,6455,13,1,0,0,0,5,-1,-4,3,7
1,0,-2727,-1,-2,0,0,0,4,3,7,-20,-16
1,0,-5288,5,0,0,-2,0,2,2,8,-136,-18
0,0,-15894,-8,-2,-1,-4,0,-18,-3,3,-63,-60
0,1,-6833,5,2,0,0,0,151,-6,0,27,3
0,1,6223,1,-2,0,-1,0,-103,3,6,71,43
0,0,-7430,-10,-2,0,-2,0,2,-2,7,-15,16
0,0,3853,1,0,0,0,0,18,-1,-2,22,-36
1,1,2533,10,1,0,-1,0,10,1,-3,63,16
1,0,-14561,-5,-1,0,-1,0,-12,-2,5,-17,18
0,0,-4460,-16,2,-1,-3,0,-7,-4,4,-12,-18
1,1,9292,7,1,1,1,0,24,0,-1,-7,3
0,0,7374,8,0,0,1,0,-2,4,0,57,4
0,1,19480,8,1,0,0,0,1,-6,1,10,8
0,0,724,3,-1,0,0,0,-3,3,1,16,-18
1,1,-6864,2,2,-1,0,0,0,2,5,1,-26
0,0,-7417,-9,-1,0,-2,0,-57,0,5,-15,-22
1,1,2275,9,1,0,2,0,-18,2,-13,64,-13
1,1,-100,7,-2,1,1,0,-14,-5,-1,8,32
0,1,12968,7,2,0,0,0,6,3,-1,14,17
0,0,-917,1,0,0,1,0,14,-6,-3,40,-1
0,1,1799,1,0,0,-1,0,-100,-1,2,9,59
1,1,1642,3,2,0,2,0,10,-1,-8,-8,28
1,1,-3183,-1,2,0,2,0,-7,0,-4,-21,3
0,0,-2365,-3,-1,0,1,0,4,-2,-7,-40,-25
1,1,7669,11,2,0,-1,0,-13,-4,-3,31,17
0,0,1669,-2,0,0,2,0,36,3,-4,23,0
0,0,-3320,-7,1,0,0,0,-1,8,3,-26,34
0,0,-10620,-6,0,1,-1,0,-4,0,1,-24,24
1,0,-6586,-2,-2,-1,0,0,-119,0,5,-25,-46
1,1,10061,11,-1,0,2,0,4,-1,-2,17,-12
1,0,-4049,-10,-2,-1,-2,0,7,1,8,-45,-14
1,1,3878,-5,0,0,-2,0,39,4,-1,65,-32
0,0,5293,7,1,0,2,0,8,3,1,81,15
0,0,-18547,-19,-1,-1,-2,0,-73,-1,-1,-13,-11
0,0,-31,-5,-2,0,-1,0,8,-1,5,-4,54
1,0,-7471,-15,1,0,-1,0,19,0,3,-64,28
0,0,8975,0,0,0,0,0,1,4,-2,67,-20
0,0,1587,-1,2,0,0,0,-6,2,1,0,-16
1,1,7461,5,1,0,3,0,3,-2,-6,94,-13
1,1,7170,9,2,0,2,0,11,5,-8,28,24
1,1,-388,1,0,-1,1,0,0,-2,-3,42,8
0,1,-1085,0,2,0,0,0,3,2,6,-37,-8
1,1,4820,8,2,0,1,0,9,-4,-4,-2,6
1,0,-3751,-2,0,0,0,0,7,-3,5,-21,12
1,1,6418,7,2,0,2,0,146,0,-4,6,26
0,0,-2306,-4,-1,0,0,0,46,-2,2,64,9
1,1,795,7,0,0,-1,0,4,-2,-3,21,-8
0,1,8278,10,-1,1,-1,0,-15,-4,-1,-14,18
1,0,-9534,-5,1,0,0,0,0,1,-1,-15,-4
0,0,-9575,-7,-1,0,-3,0,10,3,8,-56,-9
0,1,-16219,-9,-2,0,0,0,-5,-2,-1,-34,-8
0,1,437,-1,-2,0,-1,0,39,1,-2,-13,0
1,1,10886,11,0,0,2,0,18,5,-10,-21,10
0,0,1108,3,0,0,0,0,-17,0,-4,-13,28
1,0,5786,-2,-1,0,-1,0,-8,-2,-1,23,18
0,0,-3408,-13,-1,0,-1,0,-42,1,1,-28,-16
0,0,-10162,-5,-2,0,-2,0,250,1,3,30,-49
1,1,9385,13,2,0,1,0,9,4,-9,40,15
0,0,-13076,-20,-2,0,-5,0,4,1,9,-73,-67
0,0,-9238,0,-2,0,-1,0,-4,-2,4,-49,-4
1,1,3305,5,-1,0,0,0,0,-3,-2,42,-22
0,1,648,6,0,0,0,0,-1,-4,-2,-1,4
0,0,-3332,-2,0,0,-1,0,-6,1,4,11,-8
0,1,2961,-1,0,0,0,0,20,4,1,-17,-10
0,0,-2136,2,2,0,-2,0,6,1,7,-49,28
0,1,1198,1,0,0,2,0,-17,1,0,58,-16
1,1,-3484,3,0,0,1,0,5,-3,-5,7,-32
1,1,5028,-1,2,0,1,0,4,4,-3,53,74
0,0,-11906,-8,-2,0,-3,0,-12,-4,8,-56,-34
1,1,16338,23,0,0,4,0,13,-1,-12,75,50
1,1,13606,0,-2,0,1,0,-67,-3,2,54,-12
1,0,-8811,-11,-2,0,-1,0,0,2,2,-49,-1
0,0,-6120,-6,0,0,-2,0,47,0,4,-3,4
1,0,-646,-7,0,0,-1,0,-9,-8,1,-30,9
1,0,11816,12,1,0,1,0,9,2,-2,3,-4
1,1,-4408,-5,2,0,-1,0,1,-1,6,-41,20
0,0,-15417,-22,-1,0,-3,0,-362,0,7,-44,-24
1,0,1047,-5,0,0,0,0,5,3,-3,-8,12
1,0,-12260,-12,-2,0,-2,0,52,0,4,-28,-17
0,0,1261,4,1,1,-1,0,21,2,-4,-18,0
1,0,-7299,-1,1,0,0,0,-3,0,1,-7,-29
0,0,-10498,-10,-2,0,0,0,-273,-2,0,37,8
0,0,-3735,-4,-1,0,0,0,-1,0,1,-31,-16
1,0,2736,-3,-2,1,0,0,-9,-3,-2,-62,40
1,1,13273,10,1,0,5,0,54,4,-16,99,34
0,0,7511,4,-2,0,1,0,10,3,-1,19,12
1,1,11294,7,0,0,0,0,111,3,0,22,15
0,1,-3408,-2,-2,1,-1,0,-80,-3,-5,44,-20
0,0,-3713,-7,-2,1,-2,0,3,0,2,-45,-12
1,0,-14890,-2,-2,0,-1,0,-56,1,3,-92,-12
0,1,-5499,2,1,0,0,0,-11,0,5,22,12
1,1,-1201,0,0,1,-4,0,-119,0,3,57,12
0,0,-864,0,-1,-1,-2,0,-21,3,2,-37,12
1,1,14501,9,1,0,0,0,10,6,-3,59,-24
0,1,190,6,-2,0,2,0,-206,2,-9,49,39
0,0,3414,-6,-1,0,-1,0,10,-4,2,-11,20
1,0,-7465,-5,-2,0,-1,0,-16,-2,4,-25,-7
1,1,5747,2,-2,0,0,0,4,0,-4,66,0
0,0,-5951,-13,0,0,0,0,107,0,2,-34,-18
0,0,10254,3,2,1,-1,0,-2,-2,7,-48,17
1,1,3475,6,2,1,1,0,6,-2,-4,-10,20
0,0,-8742,-6,-2,0,0,0,6,2,4,-47,-16
0,1,6750,1,-2,0,-1,0,128,-3,3,-7,-9
1,1,8713,11,2,0,1,0,-5,0,-4,85,32
1,0,5083,2,-1,0,0,0,14,4,0,46,-4
1,1,2905,4,0,0,-1,0,-13,2,2,30,-16
0,0,-4690,-8,-1,1,-1,0,-173,-4,3,-34,38
0,1,7543,6,0,0,0,0,-3,-1,4,-23,-8
0,1,6989,-2,1,0,-1,0,0,0,5,-28,4
1,1,5594,1,1,1,-2,0,2,-1,5,20,2
0,1,-13472,0,-2,0,-1,0,-1,-1,-2,-36,-21
0,0,-9957,-14,-1,-1,-4,0,-7,-5,0,-66,-22
1,0,-6446,-3,-1,0,-1,0,-2,-2,3,-4,0
1,1,2465,1,-1,0,2,0,-1,2,4,33,24
0,0,-6066,-3,2,1,-1,0,-16,4,1,-11,-24
0,0,-6323,-3,0,0,0,0,1,1,0,-3,-27
0,1,-114,2,2,0,1,0,0,0,-3,58,-4
1,0,-6530,2,-2,0,-1,0,2,1,2,-21,14
1,1,3025,1,1,0,0,0,22,5,1,12,-4
1,0,-13646,-8,-2,-1,-2,0,-23,0,7,-4,-50
1,1,-6684,-8,2,-1,-1,0,-10,-3,-4,-1,-31
1,0,-3199,-7,1,0,-3,0,0,2,5,-3,20
1,0,-1398,-8,-1,0,1,0,1,-1,-6,75,-15
1,1,13377,10,0,0,0,0,3,1,-3,-20,15
1,1,-1687,-2,2,0,0,0,0,5,0,9,12
0,1,-9692,-2,2,0,-1,0,-310,-4,8,-10,13
1,1,-2572,8,-2,0,0,0,10,2,4,12,-21
0,1,2486,11,0,1,2,0,0,1,-6,55,12
0,1,-4086,-1,2,0,-1,0,-21,-3,0,-17,36
0,0,-9291,-1,0,0,0,0,-12,-4,4,12,-19
0,0,-2307,-3,1,0,-1,0,25,3,5,-13,12
0,1,2788,6,0,0,-1,0,-16,3,4,-13,0
1,1,1266,2,-1,0,0,0,-9,1,6,-23,-8
1,0,-11942,-5,0,-1,-3,0,-3,-3,6,-56,-36
0,1,635,0,-2,1,1,0,-122,-2,0,-31,-3
1,0,-6563,-2,1,0,1,0,-5,-2,-1,-43,-14
0,0,-1528,-2,-1,0,-1,0,4,0,5,3,9
0,0,-8439,-13,-2,0,1,0,13,2,-3,-4,-22
1,0,-6086,-3,2,0,0,0,8,0,-1,31,15
1,1,20918,13,0,0,2,0,187,-1,-3,-7,44
0,0,4712,-1,0,0,-1,0,2,-1,0,-27,-28
0,1,11141,11,1,0,2,0,2,2,-11,44,24
1,1,3729,0,-2,0,1,0,-4,-2,-4,95,-4
1,1,-743,0,2,-1,2,0,206,5,-15,25,40
0,0,-2204,0,0,0,0,0,2,2,-1,11,-16
1,0,7418,4,-2,1,-2,0,5,0,2,-2,1
0,0,-6123,-3,-2,0,-1,0,-3,1,7,-80,-14
1,0,5776,0,0,0,-1,0,3,1,-1,11,11
0,0,321,-6,-2,0,-1,0,-3,-3,-2,1,8
1,1,13856,11,1,0,2,0,-2,-1,-8,86,-10
1,0,-5381,-8,0,0,0,0,8,-3,-3,-23,-3
1,1,3473,7,2,0,0,0,-25,1,-5,-35,29
1,1,10841,11,2,0,2,0,3,0,-4,23,21
0,0,-8047,-10,0,0,-3,0,-5,-4,6,-40,-32
0,1,-2568,-4,0,0,-1,0,-4,0,3,26,2
1,1,-4538,-4,0,0,-1,0,-81,-3,-1,-11,-27
0,1,-612,0,-1,0,0,0,13,1,6,7,1
1,1,14836,8,0,0,3,0,-15,1,-10,-4,41
1,0,8344,5,0,0,0,0,0,-3,1,19,-32
0,0,-1849,3,0,0,-1,0,-9,-1,4,15,-40
1,0,5919,6,-1,0,0,0,0,-4,1,16,2
1,0,471,1,-1,0,-1,0,-8,-2,-3,-12,52
1,0,7441,1,0,0,1,0,381,4,-2,-23,-30
0,1,9062,7,0,0,0,0,189,-1,-6,19,-4
1,1,-2194,6,2,1,0,0,-63,1,-2,8,4
1,0,877,-1,-2,0,0,0,9,-2,1,16,-9
1,0,-8615,-13,-1,0,0,0,-6,0,0,-74,-10
1,0,-617,1,-2,0,0,0,2,-4,-1,-3,-7
1,0,4607,4,-2,0,0,0,-1,-1,-2,11,-10
0,0,-7509,-6,-2,0,0,0,8,5,-2,16,-11
1,0,-8328,-13,1,-1,-1,0,12,1,-3,-1,29
0,1,-6942,-1,0,0,0,0,-21,4,5,-31,-17
0,1,-458,3,-2,0,2,0,-15,1,-3,36,-10
0,0,-1631,-14,2,0,-2,0,4,1,-2,11,-34
1,1,3426,2,2,1,1,0,-18,-1,-8,45,3
1,1,4104,8,0,0,0,0,0,-3,0,21,53
1,1,10495,10,-1,0,-1,0,-2,-1,2,46,36
1,0,-5302,3,-2,-1,-2,0,-2,-2,0,-12,-20
0,1,-495,1,0,1,-1,0,3,1,-8,20,52
1,0,1955,-1,-2,0,-1,0,12,2,2,-13,13
0,0,-5783,-9,-2,0,-2,0,43,-3,5,-58,4
1,1,4210,2,0,0,0,0,-1,-1,1,29,6
1,1,3138,-2,0,0,1,0,26,2,0,-4,29
1,1,12077,0,2,0,0,0,-59,3,-2,23,16
1,1,6870,5,-1,1,2,0,1,-2,-12,-12,36
0,1,-2880,-1,2,1,1,0,-7,-2,2,44,-1
0,0,-2379,-2,0,0,0,0,8,6,3,-77,-25
0,0,-6239,-10,1,0,0,0,-5,-2,3,-48,-29
1,1,619,0,0,0,1,0,-5,0,0,-7,13
1,1,6059,11,0,0,0,0,-113,-1,-1,4,36
0,0,-11534,-16,-2,0,-2,0,-6,-1,10,22,-3
0,0,5539,0,0,0,-2,0,64,-3,8,-34,16
0,0,-4531,-3,-2,0,0,0,20,-1,2,-40,27
0,1,-6188,4,2,1,2,0,0,-2,0,19,9
0,1,10963,13,0,0,-1,0,-1,0,-5,23,28
1,1,2999,8,1,0,0,0,17,4,-3,-24,0
0,1,3675,9,0,0,0,0,6,2,4,69,-16
1,1,8234,6,-1,0,2,0,-5,2,-10,15,-4
0,0,2905,3,-2,0,-1,0,-18,3,4,10,-28
1,1,-3586,6,1,0,1,0,-1,0,-1,26,-4
0,0,-7007,1,2,0,-1,0,-27,-4,8,-38,3
0,0,-14092,-19,-2,0,-4,0,-19,0,9,-80,-41
0,0,3053,-8,-1,1,0,0,15,0,5,-31,-10
0,1,1260,3,0,1,0,0,4,1,0,-46,0
1,0,2509,7,1,0,1,0,-55,1,-2,54,-24
1,1,-2723,3,0,1,0,0,-38,1,-1,-44,23
1,0,1275,1,2,1,0,0,11,1,4,-41,12
0,1,-5056,-1,-2,0,1,0,38,1,-4,25,-9
1,1,479,-2,2,1,0,0,23,-1,-4,5,5
1,0,-16267,-12,-1,0,-2,0,88,-1,6,-65,12
1,0,-4027,-7,2,0,1,0,-24,-2,-4,-29,-4
1,1,-2576,2,0,0,-1,0,247,2,6,10,-12
0,1,-1441,-3,-1,0,1,0,-1,-3,-1,9,-1
1,0,-3503,-2,0,0,1,0,10,1,4,5,-3
0,1,5380,-3,0,0,-1,0,27,2,6,-5,-18
0,1,1364,-2,2,0,0,0,-3,1,2,23,-25
1,0,5922,-4,-2,0,3,0,2,2,-1,4,-1
1,1,6701,4,1,0,1,0,-1,-1,1,6,6
1,1,8032,11,2,1,1,0,0,1,-5,67,32
1,1,-8372,-2,0,0,1,0,-7,-1,-5,-20,36
0,0,1771,-5,-2,1,0,0,-5,-4,5,-22,28
1,1,7084,5,0,1,0,0,1,5,-8,-38,16
0,1,-666,7,1,0,-2,0,63,-3,9,-37,-20
1,0,-19491,-14,-2,0,-3,0,-1,-2,4,-61,-9
1,1,5331,10,0,0,1,0,59,0,-4,7,20
1,0,2610,-1,0,0,0,0,6,1,0,-8,8
1,1,-2551,-4,-2,0,-1,0,-130,-6,5,13,24
1,1,446,4,0,0,1,0,-8,0,-2,25,-16
0,1,157,-4,-1,0,1,0,-25,2,-5,36,1
1,1,9539,13,1,0,2,0,-1,-1,-14,45,39
1,1,-1919,3,1,0,-1,0,-110,3,1,-49,-15
1,0,-1447,1,-1,0,2,0,-3,-3,2,99,-26
0,1,-155,0,-1,1,-2,0,-68,3,-3,25,20
1,0,2640,5,0,0,0,0,-1,-2,-1,6,52
0,1,11757,5,-1,1,1,0,6,1,-5,101,55
1,1,3202,2,0,0,1,0,37,-3,-5,13,53
1,0,-1032,5,2,0,-1,0,-2,-2,4,60,34
0,0,-9805,-11,-1,0,-2,0,12,0,9,-44,-12
0,0,-3913,-6,1,1,-1,0,-123,0,1,29,-2
1,1,380,0,-1,0,0,0,-9,3,0,-5,32
1,0,-2854,10,-1,0,-1,0,-6,2,6,-58,-15
1,1,1741,6,2,0,1,0,-6,-2,-1,0,13
1,1,5614,17,-1,0,1,0,-29,1,-1,7,44
0,0,-4203,-6,0,0,-1,0,-2,-2,3,-19,8
0,1,2445,2,0,0,0,0,-7,0,2,-66,52
0,1,-323,3,0,1,0,0,-291,2,3,-20,27
0,1,-1049,0,2,0,0,0,-76,4,-2,-32,10
0,0,218,-5,-1,0,-2,0,-1,-1,5,-26,-6
1,1,-3531,0,0,0,-1,0,-1,1,6,-36,-27
1,0,-8449,-6,0,0,0,0,-7,1,6,-52,-13
1,0,6102,-1,-2,0,1,0,114,1,-3,-13,-12
0,0,397,0,-2,0,-1,0,70,-5,3,-11,-24
0,1,3408,6,2,0,0,0,1,3,-1,36,0
1,0,-5802,-9,2,0,0,0,-3,-1,-4,5,11
1,1,15439,13,2,0,2,0,2,1,-10,47,27
0,0,5433,-2,-2,0,0,0,6,1,5,-14,15
1,1,8546,6,0,0,-1,0,0,1,-3,27,-8
1,1,1512,4,1,1,-1,0,-318,-2,-2,14,0
0,1,9781,-1,1,0,1,0,1,1,3,23,0
1,0,13597,9,1,0,2,0,3,6,-7,7,24
1,0,-5609,-7,-2,0,-1,0,-5,0,0,5,-26
0,1,11988,11,-2,0,2,0,4,-2,-10,5,-4
0,0,-9655,-12,-1,0,-2,0,0,0,8,-15,-44
0,1,6937,2,-2,0,3,0,0,2,-4,36,-36
0,1,8436,2,2,0,2,0,15,-4,-2,14,2
0,0,-12593,-5,-2,0,-2,0,0,8,7,-31,-21
0,0,2166,4,0,0,1,0,-2,4,4,7,25
1,1,-7896,-3,1,1,-2,0,-34,0,-2,15,16
1,1,-6556,-6,-2,0,0,0,-5,-2,-1,-13,-20
1,1,6182,10,0,1,1,0,-45,-2,-7,49,30
1,1,7023,5,2,0,0,0,20,-2,0,45,-14
1,1,8593,12,-2,0,-1,0,3,5,-1,36,-18
1,0,504,0,-2,0,-1,0,-1,-2,5,12,14
1,0,-9540,0,-2,0,-1,0,23,3,-1,5,-14
1,0,-5028,2,1,0,-1,0,12,-3,7,-71,-28
1,1,3290,4,2,-1,0,0,6,3,-4,33,-5
1,1,1408,3,0,0,0,0,-4,-2,0,37,-13
1,0,7170,1,0,0,1,0,2,-3,-4,0,16
1,1,2669,7,0,1,0,0,16,-4,-2,-18,39
1,0,-910,-3,1,0,-1,0,46,1,-6,-44,-12
0,0,-4270,-1,2,-1,-1,0,-20,-7,0,21,-13
0,1,961,5,2,0,2,0,3,-2,-10,21,0
1,1,7758,5,2,-1,0,0,-4,0,-6,-26,24
1,0,-799,1,-2,0,0,0,-89,-1,3,37,12
0,1,18299,9,0,0,0,0,-6,-6,3,-9,8
0,0,-12107,-10,-1,0,0,0,0,0,-2,6,-8
0,1,44,0,-2,0,0,0,36,0,1,-12,-16
0,0,-1939,-6,-2,0,-1,0,-17,-3,2,17,-4
1,1,5904,-4,1,0,1,0,6,1,1,31,20
0,0,2353,2,0,0,1,0,-1,-2,-4,39,-8
1,0,-8203,-3,0,0,0,0,5,-1,2,14,24
1,0,-9379,-3,0,-1,-2,0,2,-1,3,7,16
0,0,-11604,-11,-1,-1,-1,0,3,2,4,24,-20
1,1,-2598,-1,1,0,0,0,1,0,3,-19,-28
0,1,-892,7,-1,0,0,0,3,3,-5,-11,-25
1,1,2845,4,2,0,0,0,24,1,-7,44,27
1,1,1512,5,0,0,-2,0,-3,0,3,-2,-16
0,1,-4375,0,0,0,-1,0,-27,5,4,-67,-20
1,0,-11711,-6,-2,1,-1,0,-4,-2,3,-36,-32
1,1,3324,-5,-1,0,0,0,1,2,1,0,-15
1,1,7558,9,0,1,0,0,113,-7,4,-54,-24
0,0,-2736,-3,0,0,-1,0,-20,-2,2,-21,-4
1,0,-7952,0,0,0,-1,0,-15,-2,2,-17,-8
1,1,7925,0,2,0,1,0,2,2,-7,5,20
0,0,-2652,-4,0,0,-1,0,0,-1,5,-19,-6
0,0,8962,2,0,0,-1,0,-2,3,-1,-37,8
0,1,496,4,-1,0,2,0,2,4,-6,55,-8
1,0,-8594,-4,0,0,0,0,297,4,-2,-52,4
1,1,3793,-1,2,1,-1,0,5,2,4,21,0
0,0,-18066,-22,0,-1,-6,-1,-3,-1,9,-117,-44
0,1,11996,10,1,0,-1,0,5,-2,-3,18,-19
1,1,-8754,1,-2,0,-1,0,2,0,4,-73,-50
1,1,1740,3,-2,0,-1,0,0,-3,-8,38,-12
0,1,-14,1,0,-1,-1,0,8,-2,-1,30,-12
0,0,-4600,-5,2,0,0,0,57,1,7,4,28
0,1,5781,11,1,0,3,0,1,-1,-13,110,42
1,1,5848,2,0,0,-1,0,7,-1,1,33,29
0,1,-1133,3,0,0,1,0,16,2,-4,40,20
0,1,362,-4,0,0,-1,0,7,-2,2,19,36
1,1,5673,7,1,0,0,0,1,-2,-1,-5,2
0,0,-4691,-6,1,0,-1,0,-6,3,-2,-39,-19
1,0,-1908,2,1,1,0,0,3,1,3,-53,10
0,0,-8165,-7,1,0,0,0,321,-2,-2,-15,-41
1,0,1906,-3,-2,-1,-1,0,40,0,-1,-22,4
0,0,901,6,0,0,2,0,232,-1,-5,22,-11
0,0,4891,3,-1,0,-2,0,-3,-2,-3,-12,12
0,1,4383,3,-2,0,2,0,9,1,3,60,0
0,1,-3175,-7,2,0,3,0,311,1,-5,26,10
1,1,2995,-1,2,0,-1,0,-16,-2,5,-2,-8
1,0,-1876,-1,-1,0,-3,0,7,1,1,-65,-28
0,0,-6467,-10,-2,0,0,0,7,-2,1,-10,-36
0,1,7200,7,1,0,1,0,14,-1,-2,45,11
1,1,5576,6,0,0,-1,0,-25,0,-2,56,-32
1,1,-302,2,1,0,0,0,12,-1,-1,2,16
1,1,1963,4,2,0,-1,0,-8,-1,-1,27,-4
0,1,-8560,0,2,0,-2,0,-5,0,3,-43,22
1,1,2416,-3,-2,0,0,0,-20,-3,4,15,-40
0,0,-1282,-3,0,0,0,0,103,-1,2,38,-8
0,1,-7262,-5,-2,0,0,0,1,1,1,27,8
0,1,-207,-9,-2,-1,0,0,-14,-2,-3,18,-2
1,0,-775,1,1,0,0,0,-4,2,-1,-5,25
0,0,-3942,-2,0,0,0,0,-2,0,-2,12,8
0,1,6674,7,2,0,0,0,193,-1,-1,50,12
0,0,-918,-5,-1,0,-1,0,-3,3,-2,45,21
1,0,188,4,-2,1,-1,0,8,2,-1,21,-8
0,0,-7505,-10,-2,0,-1,0,116,-2,4,-17,16
0,1,-7546,-2,1,0,0,0,-5,-6,5,14,-20
0,1,-3445,-6,1,0,0,0,5,1,3,23,-24
1,1,14499,13,2,0,3,0,-1,1,-9,50,-4
1,0,237,-5,-2,0,0,0,4,-1,4,-96,-28
0,1,-5226,-3,0,0,0,0,7,2,4,18,12
0,0,-4109,-12,-2,0,-1,0,6,-4,3,-104,8
0,0,-14026,-10,-1,0,-3,0,-5,2,9,-100,7
1,1,-3031,1,1,0,-1,0,-1,-4,3,-27,-26
0,1,-2555,4,1,0,1,0,-240,-2,4,1,-48
0,1,-3874,6,1,0,0,0,-12,-1,1,-31,20
0,1,-11340,-9,0,0,-1,0,114,0,8,-1,-29
0,1,6525,5,-1,0,0,0,-75,1,2,39,11
0,0,-3098,-7,0,0,0,0,-9,0,3,-28,6
1,1,5748,12,1,0,0,0,-197,4,-4,52,20
0,1,3659,1,0,1,1,0,-156,5,1,28,18
0,1,-2419,3,-1,0,-1,0,-27,-5,3,-36,-8
1,1,1530,2,2,0,1,0,-1,-3,-4,22,-4
0,1,9732,3,1,0,0,0,5,4,5,-12,-20
1,0,461,5,-1,0,-1,0,-242,2,3,6,17
0,0,-1818,0,-1,0,-1,0,-3,-2,7,-44,4
1,1,499,5,2,0,1,0,3,2,-1,25,10
1,1,6032,3,0,0,-1,0,-3,-3,-2,40,-10
0,0,4054,10,0,-1,0,0,9,-2,1,25,-4
1,1,2949,5,1,0,1,0,12,1,-4,88,30
1,1,6281,12,1,0,0,0,-120,3,-9,86,2
1,0,-5197,0,0,0,-1,0,0,4,4,17,-26
1,0,-9415,-9,-2,1,1,0,-1,-4,-2,54,-40
0,0,79,-5,0,-1,0,0,1,-3,-2,35,-43
0,0,-9881,-9,-2,-1,-1,0,7,-3,2,-39,-46
1,1,-1578,4,1,0,-1,0,36,0,-3,15,-48
0,0,-395,-4,1,0,-2,0,0,0,0,14,-13
0,1,3772,5,2,0,0,0,6,4,-1,45,-4
0,1,-1559,1,-2,0,0,0,3,-1,-4,32,-8
0,0,-20281,-18,-2,0,-4,0,-23,0,10,-99,-97
0,0,-6959,-1,2,-1,-3,0,0,-3,5,-7,-29
0,1,20263,5,1,0,1,0,16,2,-5,40,20
1,1,13081,16,2,0,3,0,11,6,-9,65,6
1,1,25687,10,2,0,-1,0,11,-1,2,40,9
1,1,-1740,1,-1,0,1,0,2,-2,-3,46,-8
0,0,-12609,-11,-2,-1,1,0,-21,1,-4,55,27
1,0,-11226,-4,-2,0,-1,0,-15,1,1,32,0
0,0,-19744,-7,0,-1,0,0,-23,-2,2,-36,11
1,0,7471,8,2,1,0,0,168,-7,-7,-33,12
1,0,-1573,1,0,-1,1,0,-8,-3,-10,-86,43
0,0,1369,-8,0,0,-3,0,-7,-3,-5,-52,0
1,0,-5968,-9,-1,0,-1,0,-1,1,5,16,-8
1,0,-19055,-20,0,0,-3,0,-25,-3,7,-101,-44
1,0,-4463,-2,-2,0,0,0,-59,0,-6,10,0
1,0,13284,6,1,0,1,0,1,1,-6,59,22
1,1,16692,12,2,0,-1,0,-3,5,4,38,-9
1,1,653,3,2,0,0,0,3,-1,4,9,32
1,1,5571,13,1,0,-1,0,-17,1,-8,46,3
0,0,-17119,-16,0,0,-4,0,-258,-1,5,-15,4
0,0,-1851,6,0,0,-1,0,9,-7,0,-60,-17
0,0,-970,-7,-2,-1,-1,0,-2,-3,1,-67,7
0,0,-6984,-10,-2,0,-2,0,2,1,6,-14,-17
0,0,-4310,-5,-2,0,-1,0,-13,-4,3,-87,0
0,0,-11410,-3,-1,0,-1,0,-1,-2,6,-119,24
1,0,-4084,2,0,0,-2,0,4,-2,4,-11,12
0,0,-5081,-5,0,0,1,0,3,1,1,-27,3
0,0,-9069,-8,-2,0,-1,0,-5,-1,6,-51,-10
0,0,-2225,-5,-2,0,-2,0,-3,1,6,15,-12
1,1,12165,10,2,0,3,0,0,-2,-8,30,56
1,1,1069,5,-2,0,1,0,-3,-3,2,0,-24
1,1,12885,10,2,0,2,0,-7,6,-7,46,53
0,0,-6719,-12,-1,0,0,0,-9,-6,5,-34,-14
1,1,1365,9,0,1,-1,0,182,2,3,-4,40
1,0,-2015,-1,0,-1,0,0,9,-3,-1,8,-33
1,1,12093,7,0,1,1,0,-5,-1,-6,69,24
1,1,17950,17,2,1,4,0,3,-3,-9,86,-17
0,0,-7851,-14,-2,-1,-1,0,-11,-4,5,1,-10
0,0,-5269,-3,-2,0,-1,0,1,2,6,-14,-4
1,0,-11262,-15,0,0,-3,0,-9,8,4,-74,-28
0,0,-12855,-13,-2,0,-1,0,-3,0,3,-6,-10
0,0,-2189,-3,1,0,-1,0,4,1,-3,-17,25
