blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamXp,redTeamTotalDamageToChamps,blueWin
2,29,16,0,0,0,0,2,0,402,82,1,1,7,33,13,1,1,0,0,7,296,84,0,0,1
2,24,10,2,0,0,0,7,0,332,64,0,0,8,49,18,0,0,0,0,4,364,95,1,1,1
3,69,11,0,0,0,0,5,0,387,83,0,-1,9,39,10,2,0,0,0,2,363,81,-1,-1,1
4,21,14,0,0,0,0,10,1,361,100,1,0,6,32,10,1,0,0,0,4,366,74,-1,0,1
6,35,14,0,0,0,0,3,0,391,98,1,0,3,27,10,1,0,0,0,3,332,82,0,0,1
7,63,15,1,0,0,0,4,0,342,93,1,0,5,66,11,1,0,0,0,4,372,66,0,0,1
4,27,13,1,0,0,0,6,1,352,79,-1,0,7,47,13,1,0,0,0,2,365,79,1,0,0
1,25,5,0,1,0,0,5,1,373,108,-1,-1,3,26,11,2,0,0,0,6,380,88,0,-1,1
5,26,8,0,0,0,0,7,0,363,88,0,-1,2,38,11,2,0,0,0,6,304,104,0,-1,0
4,25,8,1,0,0,0,11,1,344,77,-1,0,5,24,16,1,0,0,0,5,316,74,0,1,0
6,42,12,2,0,0,0,5,1,347,124,1,0,1,23,7,0,0,0,0,9,287,104,0,-1,1
4,27,10,2,1,0,0,9,1,323,82,-2,-1,6,28,13,0,0,0,0,8,323,96,-1,0,0
3,27,11,1,0,0,0,5,1,377,91,-1,0,3,36,9,1,0,0,0,6,309,92,-1,-2,1
5,24,17,2,0,0,0,6,1,398,86,2,0,3,27,11,0,0,0,0,5,400,118,1,0,1
3,39,11,1,0,0,0,10,0,374,84,-1,0,4,27,19,1,0,0,0,6,351,92,1,0,1
9,27,27,1,1,0,0,12,1,385,98,3,2,3,34,13,0,0,0,0,9,327,74,0,0,1
8,27,11,0,0,0,0,8,0,370,80,0,0,4,32,16,2,0,0,0,6,342,124,2,0,1
3,26,6,0,0,0,0,11,0,295,95,-1,0,5,29,26,1,0,0,0,7,364,88,1,3,0
2,24,14,2,0,0,0,2,1,444,108,3,0,6,21,2,0,0,0,0,12,278,84,-2,-3,1
3,49,15,1,0,0,0,6,0,348,101,0,0,3,91,12,1,0,0,0,2,331,74,-1,1,1
3,28,21,2,0,0,0,0,0,344,93,1,1,8,38,10,0,0,0,0,8,328,66,-2,0,1
3,64,11,0,0,0,0,7,1,372,74,0,0,4,63,18,2,0,0,0,5,389,88,1,1,0
3,36,7,0,0,0,0,9,1,312,65,-2,-1,0,28,20,2,0,0,0,5,380,107,2,1,0
1,63,8,0,0,0,0,5,1,360,80,-1,0,3,93,16,2,0,0,0,8,297,90,1,0,1
3,20,14,1,0,0,0,8,0,366,96,1,0,6,34,14,1,0,0,0,10,348,96,0,0,1
4,131,12,0,0,0,0,11,0,353,86,1,0,2,29,13,1,1,0,0,10,351,102,1,0,0
1,23,14,2,0,0,0,5,1,379,74,0,0,3,25,13,0,0,0,0,3,324,88,0,1,1
3,23,18,1,0,0,0,3,1,400,80,1,0,2,28,6,1,0,0,0,4,332,92,-1,1,1
5,32,12,1,0,0,0,8,0,380,82,1,-1,2,66,11,0,0,0,0,4,369,90,0,-1,0
5,26,19,2,0,0,0,0,0,366,96,2,1,1,31,6,0,0,0,0,14,347,75,-1,-1,1
2,26,8,1,0,0,0,4,1,350,92,0,-1,2,24,10,0,0,0,0,2,363,108,1,-1,0
6,32,15,1,0,0,0,7,0,359,72,0,0,3,26,14,1,0,0,0,9,371,108,0,-1,1
2,22,11,2,0,0,0,2,1,386,83,0,0,3,32,10,0,0,0,0,9,335,101,0,1,1
2,27,11,0,0,0,0,4,0,301,84,-1,0,6,33,18,2,0,0,0,9,362,76,0,1,0
3,28,9,1,0,0,0,10,1,359,112,1,0,8,99,13,1,0,0,0,7,376,96,1,0,0
1,27,15,2,0,0,0,4,0,355,112,2,0,2,28,9,0,0,0,0,2,335,92,-1,0,1
2,28,25,1,0,0,0,4,0,361,93,2,3,2,24,14,1,0,0,0,5,303,106,0,1,1
0,28,10,0,0,0,0,7,0,383,110,2,0,4,29,9,2,0,0,0,4,368,91,1,0,1
3,26,14,1,0,0,0,3,0,340,116,0,0,3,24,16,1,0,0,0,6,302,86,0,1,1
3,27,14,0,0,0,0,10,1,338,84,1,1,3,41,13,2,0,0,0,7,368,112,1,0,0
6,26,7,1,0,0,0,6,1,389,106,0,-1,3,39,12,1,1,0,0,5,380,89,0,0,0
4,26,12,1,0,0,0,8,1,342,96,0,0,1,22,13,1,1,0,0,6,367,99,1,1,0
3,40,10,2,0,0,0,9,0,339,120,1,0,3,83,13,0,0,0,0,4,359,88,0,1,1
5,26,9,1,0,0,0,6,1,367,98,0,0,5,41,11,1,0,0,0,8,342,101,1,-1,1
4,27,9,2,0,0,0,3,0,378,105,1,0,3,25,10,0,0,0,0,4,367,116,0,-1,1
4,25,10,1,0,0,0,6,1,392,96,1,1,1,23,12,1,0,0,0,8,362,114,1,0,1
1,37,8,0,0,0,0,4,0,332,83,-2,0,3,25,15,2,0,0,0,4,377,120,2,0,0
5,26,16,2,0,0,0,4,1,358,106,0,1,3,29,16,0,0,0,0,9,312,90,0,1,0
2,19,7,2,0,0,0,12,1,323,100,0,-1,4,29,13,0,0,0,0,5,336,88,1,-1,0
1,24,8,1,0,0,0,11,0,329,106,-1,-1,4,27,12,1,0,0,0,10,356,76,0,-1,1
3,200,8,1,0,0,0,3,0,365,101,0,-1,2,54,7,1,0,0,0,10,358,130,1,-1,1
4,25,10,1,0,0,0,2,1,353,83,0,-1,3,28,9,1,0,0,0,6,362,100,0,0,1
1,18,12,0,0,0,0,7,0,326,94,-1,0,6,27,22,2,0,0,0,5,334,90,2,1,0
2,22,13,1,0,0,0,3,1,381,105,0,0,2,29,6,0,0,0,0,6,347,78,-1,-1,1
3,23,13,1,0,0,0,7,1,322,114,0,0,2,26,15,0,1,0,0,9,300,74,0,0,1
1,22,10,0,0,0,0,8,1,311,76,-1,0,1,26,22,1,0,0,0,9,329,84,1,1,0
3,66,8,0,0,0,0,6,0,367,73,-1,-1,3,26,11,2,0,0,0,7,312,94,0,0,1
4,24,11,0,0,0,0,12,1,327,78,-1,0,4,31,22,2,0,0,0,5,368,86,1,1,0
1,21,16,0,0,0,0,9,0,337,76,1,2,1,24,22,1,0,0,0,5,347,106,2,2,0
8,42,8,1,0,0,0,7,1,327,100,-2,-1,4,25,16,0,0,0,0,9,321,100,0,0,0
4,29,13,1,0,0,0,11,0,316,75,-1,0,3,29,20,1,0,0,0,5,355,81,1,1,0
2,19,10,0,0,0,0,8,0,305,74,-2,0,0,30,22,2,0,0,0,4,362,122,2,1,0
3,20,12,1,0,0,0,7,0,378,80,0,0,0,20,11,0,0,0,0,6,345,74,0,-1,0
0,28,20,1,0,0,0,0,1,369,95,1,3,0,11,11,0,0,0,0,14,213,66,-4,0,1
4,24,16,1,0,0,0,6,1,368,98,1,-1,5,136,8,1,0,0,0,6,380,70,-1,1,0
2,22,12,0,1,0,0,9,0,274,82,-1,-1,1,23,9,2,0,0,0,8,363,93,-1,0,1
1,81,15,0,0,0,0,9,0,330,82,0,1,2,26,18,2,0,0,0,5,333,114,2,1,0
1,30,26,2,0,0,0,4,1,369,112,2,2,2,24,7,0,0,0,0,13,294,86,-2,-1,1
4,30,21,2,0,0,0,3,1,331,84,0,2,3,33,8,0,0,0,0,9,276,80,-3,0,1
3,29,19,1,0,0,0,5,1,372,70,1,1,0,22,9,0,0,0,0,8,311,100,-1,1,1
2,23,14,2,0,0,0,4,1,347,70,0,0,0,35,14,0,0,0,0,9,317,82,0,0,1
1,29,11,1,0,0,0,3,1,329,76,-1,0,3,24,18,1,0,0,0,8,324,96,1,1,1
3,24,7,0,1,0,0,6,1,341,106,0,-2,3,23,4,2,0,0,0,3,391,92,0,-1,0
5,28,14,2,0,0,0,4,1,371,101,1,1,3,35,7,0,0,0,0,8,380,69,0,-1,1
5,29,13,0,0,0,0,13,0,327,70,0,0,5,31,35,1,0,0,0,6,364,90,1,4,0
2,26,8,0,1,0,0,11,0,368,96,0,-1,6,31,12,2,0,0,0,3,380,80,0,1,0
2,31,10,1,0,0,0,5,1,386,98,1,-1,2,32,6,0,0,0,0,9,373,70,0,-1,1
2,23,10,0,0,0,0,7,0,306,96,0,0,4,200,13,2,0,0,0,2,380,75,0,0,0
4,69,11,1,0,0,0,8,0,347,87,1,-1,4,63,6,1,0,0,0,1,359,96,0,-1,1
1,21,16,2,0,0,0,10,1,371,109,1,1,2,21,15,0,0,0,0,4,294,86,1,0,1
3,25,6,1,0,0,0,9,0,292,77,-2,-1,3,99,18,1,0,0,0,5,367,94,1,1,0
8,24,19,0,0,0,0,8,1,327,76,-1,1,6,28,19,2,0,0,0,13,332,89,0,0,1
4,29,14,1,1,0,0,3,1,393,76,0,0,4,32,13,1,0,0,0,6,366,90,0,0,0
6,29,7,1,0,0,0,10,1,363,73,-1,0,4,25,15,0,0,0,0,6,375,94,1,3,0
3,44,11,1,0,0,0,6,0,328,92,-1,1,1,25,15,1,0,0,0,5,367,104,1,1,0
0,28,12,0,0,0,0,10,1,347,69,0,0,7,30,11,2,0,0,0,6,335,109,0,0,1
2,21,14,2,0,0,0,6,0,357,100,1,1,2,200,8,0,0,0,0,12,320,66,-2,-1,1
6,28,15,2,0,0,0,8,1,320,84,-1,0,3,27,10,0,0,0,0,4,385,70,0,0,1
3,57,19,2,0,0,0,5,1,321,57,-1,0,3,26,15,0,0,0,0,7,319,84,0,1,1
4,23,7,0,0,0,0,13,0,362,61,-1,-1,5,25,16,1,0,0,0,4,414,114,1,0,0
3,51,14,0,0,0,0,8,1,351,67,1,1,2,28,16,1,0,0,0,4,354,93,1,0,0
4,56,22,2,0,0,0,4,1,372,71,2,1,6,138,7,0,0,0,0,7,324,86,-1,-1,1
5,31,11,1,0,0,0,9,1,368,104,0,-1,3,37,9,1,0,0,0,8,344,83,-1,0,1
6,38,15,2,0,0,0,8,1,339,89,0,0,3,125,8,0,0,0,0,3,414,102,0,0,1
2,49,13,0,0,0,0,8,1,373,88,1,-1,4,28,9,1,0,0,0,5,368,60,0,1,1
3,156,5,1,0,0,0,3,0,385,81,0,-1,5,67,15,0,0,0,0,13,399,91,1,-1,0
6,27,9,1,0,0,0,3,1,377,84,1,-1,8,67,8,0,0,0,0,9,357,68,-1,-1,1
3,28,10,1,0,0,0,9,0,380,61,-1,0,0,18,6,0,0,0,0,5,354,94,0,-1,0
2,57,6,1,0,0,0,8,1,391,71,0,0,4,41,8,1,0,0,0,6,316,119,-1,0,0
5,25,13,1,0,0,0,8,0,370,91,1,0,4,52,17,1,0,0,0,6,385,72,1,1,0
8,52,14,0,1,0,0,8,0,341,67,-1,0,3,27,13,2,0,0,0,8,322,93,-1,0,0
3,83,21,0,0,0,0,4,0,342,75,1,1,7,64,17,2,0,0,0,8,303,86,-1,1,1
4,64,9,1,0,0,0,2,1,398,69,0,-1,6,30,3,0,1,0,0,5,367,87,0,-2,1
5,50,10,0,0,0,0,5,0,349,98,0,1,2,34,7,1,0,0,0,2,374,93,0,-1,0
3,20,18,0,0,0,0,12,1,312,52,-1,1,3,151,30,1,0,0,0,2,394,83,1,3,0
0,35,13,0,0,0,0,5,1,320,76,-1,1,5,30,13,1,0,0,0,3,303,88,-1,0,0
1,24,12,0,0,0,0,7,0,336,82,-1,-1,5,45,15,1,0,0,0,5,351,82,-1,1,0
1,19,17,1,0,0,0,11,0,321,84,0,1,1,17,16,1,0,0,0,3,380,89,1,2,0
2,63,6,0,1,0,0,3,0,394,89,-1,-1,6,25,5,1,0,0,0,3,408,85,-1,-2,1
3,34,10,1,0,0,0,6,1,371,92,-1,0,1,20,15,0,0,0,0,7,353,94,1,0,0
2,27,12,1,0,0,0,6,0,344,86,-1,0,4,30,17,1,0,0,0,2,382,88,1,1,0
3,29,14,2,1,0,0,4,1,374,102,1,0,4,33,5,0,0,0,0,8,396,78,-1,-1,1
7,25,16,1,0,0,0,6,1,347,96,0,0,5,32,11,1,0,0,0,3,364,84,0,0,0
4,34,12,0,0,0,0,8,0,381,70,0,-1,3,24,16,1,0,0,0,8,355,100,0,-1,1
3,28,18,2,0,0,0,5,1,331,88,0,1,1,24,15,0,0,0,0,12,352,72,0,0,1
5,26,13,1,0,0,0,2,0,337,94,1,0,0,26,10,1,0,0,0,5,304,79,-1,1,1
4,26,11,1,0,0,0,7,1,333,79,-1,-1,6,45,6,1,0,0,0,1,371,88,0,-1,1
5,25,15,0,0,0,0,10,1,302,68,-1,1,4,32,17,1,0,0,0,2,364,76,-1,1,0
3,37,5,1,0,0,0,10,0,354,100,0,-1,5,28,15,1,0,0,0,2,380,103,2,1,0
2,200,12,1,1,0,0,5,0,384,80,0,1,7,56,16,1,0,0,0,8,330,83,0,0,1
4,28,7,0,0,0,0,9,0,276,89,-2,0,3,48,18,1,0,0,0,3,375,72,1,1,0
8,33,22,2,0,0,0,6,0,368,84,0,2,7,200,12,0,0,0,0,11,304,60,-3,1,1
5,25,13,1,1,0,0,5,0,361,73,0,-1,5,28,8,0,0,0,0,6,404,73,0,-1,0
6,34,9,0,0,0,0,7,0,390,87,0,-1,4,51,8,1,0,0,0,5,374,82,0,0,0
3,30,23,2,1,0,0,6,1,368,106,2,3,6,40,5,0,0,0,0,11,322,71,-2,-1,1
2,50,15,1,0,0,0,7,1,341,79,1,0,2,132,7,1,0,0,0,5,320,86,-1,-1,1
2,24,14,1,0,0,0,8,0,337,83,0,0,3,46,14,1,0,0,0,4,364,83,0,-1,1
2,200,8,1,0,0,0,2,0,387,109,1,0,5,55,11,1,0,0,0,9,397,60,0,-1,1
9,63,9,1,0,0,0,3,1,407,78,0,-1,0,36,9,0,0,0,0,8,361,88,0,-2,1
4,26,8,0,0,0,0,8,1,341,114,-1,-1,2,32,12,1,0,0,0,3,416,78,1,-1,0
2,30,16,1,0,0,0,9,0,375,108,0,1,6,31,20,1,0,0,0,7,339,80,0,0,1
0,26,12,0,0,0,0,8,0,379,96,2,0,3,25,11,1,0,0,0,4,388,83,2,0,0
2,41,13,2,0,0,0,4,0,324,82,0,0,5,34,14,0,0,0,0,5,344,76,-1,0,1
3,24,21,1,1,0,0,8,1,357,102,2,1,4,131,7,0,0,0,0,4,371,62,-1,-1,1
3,30,14,2,0,0,0,5,0,364,92,0,0,4,28,17,0,0,0,0,6,343,71,-1,1,0
2,40,21,0,0,0,0,4,1,389,79,2,2,1,51,7,0,0,0,0,10,317,83,-1,-1,1
3,27,7,1,0,0,0,5,1,383,94,0,0,3,26,12,0,0,0,0,7,340,97,0,-1,1
4,30,8,1,0,0,0,11,0,354,80,-1,0,4,48,9,1,0,0,0,3,342,84,0,-1,1
5,62,17,1,0,0,0,8,0,303,108,1,1,3,58,8,0,0,0,0,8,388,68,-1,1,1
3,200,3,0,0,0,0,6,0,345,86,-1,-1,1,31,16,1,0,0,0,3,374,109,1,1,0
5,200,18,1,0,0,0,9,0,315,112,0,0,5,36,19,1,0,0,0,7,355,84,1,1,0
2,44,13,0,0,0,0,3,1,423,98,1,1,5,38,9,1,0,0,0,8,344,78,-1,-1,1
3,30,11,1,0,0,0,2,1,400,90,0,0,8,121,8,0,0,0,0,5,391,74,-1,-2,0
4,27,18,0,0,0,0,2,1,378,100,2,2,2,86,11,2,0,0,0,12,317,82,0,0,0
1,33,8,0,0,0,0,6,0,396,88,0,0,4,29,11,1,0,0,0,6,416,100,1,0,0
5,28,16,0,0,0,0,3,0,377,96,1,1,5,135,14,1,0,0,0,1,318,76,0,0,1
4,29,13,2,0,0,0,7,0,342,84,0,1,4,200,12,0,0,0,0,10,344,80,0,0,1
5,28,8,0,1,0,0,6,0,404,84,1,-1,3,20,4,1,0,0,0,5,387,91,1,-2,1
1,26,13,1,0,0,0,8,0,369,86,0,0,3,24,15,1,0,0,0,8,348,93,0,0,1
7,29,10,0,0,0,0,6,0,288,82,-2,0,5,27,16,1,0,0,0,5,364,106,0,1,0
3,28,16,1,0,0,0,10,0,310,96,0,2,4,26,19,1,0,0,0,6,395,78,0,2,0
2,23,7,2,0,0,0,3,0,405,89,0,0,5,32,11,0,0,0,0,4,342,98,0,0,1
3,192,10,0,0,0,0,9,1,352,91,0,-1,1,25,19,2,0,0,0,4,398,112,2,1,0
1,27,9,1,0,0,0,7,1,381,110,1,1,6,100,14,1,0,0,0,6,343,86,0,0,0
4,26,18,2,1,0,0,6,1,384,87,1,1,1,25,4,0,0,0,0,11,374,93,-1,-1,1
2,30,9,2,0,0,0,6,0,373,116,0,0,3,38,13,0,0,0,0,6,320,86,0,0,0
5,36,7,1,0,0,0,2,0,398,92,0,0,5,49,6,1,0,0,0,5,374,80,0,-1,1
3,90,15,1,0,0,0,6,0,369,92,1,1,3,29,18,1,0,0,0,5,339,112,1,1,0
2,122,16,0,0,0,0,7,0,319,98,0,1,6,34,11,1,0,0,0,5,326,120,0,1,0
2,25,13,0,0,0,0,8,0,351,66,0,1,4,200,15,2,0,0,0,5,363,103,1,1,0
3,26,18,1,0,0,0,7,0,381,68,1,0,0,26,10,0,0,0,0,7,370,110,0,-1,0
4,31,17,0,0,0,0,2,1,379,100,2,1,0,27,9,2,0,0,0,15,348,76,-1,0,1
6,26,20,2,0,0,0,8,1,359,113,1,0,0,36,13,0,0,0,0,4,300,102,-1,1,0
5,30,8,2,1,0,0,2,1,413,114,1,-1,3,24,1,0,0,0,0,6,378,80,-2,-3,1
2,59,21,0,0,0,0,7,1,358,72,1,3,6,27,15,2,0,0,0,5,354,70,0,1,1
2,30,7,1,0,0,0,9,0,322,78,-2,0,7,32,20,1,1,0,0,3,371,86,1,2,0
4,29,5,1,0,0,0,12,0,285,82,-2,-2,8,34,22,1,0,0,0,2,377,86,2,1,0
2,58,12,0,1,0,0,5,1,329,73,-1,0,4,29,11,1,0,0,0,4,364,88,0,0,0
0,47,9,0,0,0,0,6,1,365,72,-1,-1,3,32,10,2,1,0,0,6,357,96,0,-1,0
3,24,18,0,0,0,0,5,0,430,100,2,1,3,28,11,2,0,0,0,6,324,96,-1,0,1
4,26,12,0,1,0,0,6,1,360,98,0,-1,6,25,8,1,0,0,0,1,346,70,-1,-1,0
2,23,12,0,0,0,0,5,1,355,117,1,0,10,31,12,2,0,0,0,12,349,85,0,0,1
6,31,13,0,0,0,0,9,0,355,90,0,1,4,43,20,2,0,0,0,4,363,77,0,1,1
5,200,5,1,0,0,0,8,0,372,91,0,-2,7,36,13,1,0,0,0,4,422,100,1,-1,1
2,24,5,0,0,0,0,10,0,282,41,-3,-2,8,32,19,1,1,0,0,2,352,109,-1,1,0
5,30,17,1,0,0,0,1,1,411,91,1,1,1,27,10,0,0,0,0,7,340,75,0,-1,1
4,27,14,0,1,0,0,3,1,381,91,0,1,9,30,14,2,0,0,0,6,339,75,-1,0,1
4,28,8,1,0,0,0,8,1,351,91,-1,-1,2,200,8,1,0,0,0,4,415,96,1,0,1
7,40,7,1,1,0,0,3,1,397,100,0,1,3,33,4,1,0,0,0,3,351,96,0,-1,0
3,26,13,1,0,0,0,4,1,400,71,-1,0,2,25,11,1,0,0,0,3,383,89,1,0,1
3,27,13,0,0,0,0,3,0,344,96,1,0,7,32,12,2,0,0,0,9,384,84,1,0,0
2,29,15,1,0,0,0,4,1,339,108,1,-1,3,22,13,0,0,0,0,9,398,80,1,0,0
3,18,15,0,0,0,0,7,1,331,84,-1,1,1,40,15,1,0,0,0,7,288,91,-1,0,0
1,25,16,1,0,0,0,4,1,374,86,1,0,2,22,10,0,0,0,0,7,311,74,-1,-1,1
8,34,6,2,0,0,0,9,1,375,70,0,-2,1,28,12,0,0,0,0,3,352,120,1,0,0
5,32,9,1,0,0,0,9,1,339,96,-2,2,1,22,17,0,1,0,0,7,341,80,0,1,0
3,31,7,0,0,0,0,13,0,330,64,-2,-1,4,32,17,2,1,0,0,4,434,112,2,0,0
10,33,12,0,0,0,0,12,1,349,84,-1,0,1,48,16,1,0,0,0,5,371,77,0,0,0
2,25,18,1,0,0,0,7,1,331,116,0,1,6,34,14,1,0,0,0,7,304,95,0,0,0
2,27,15,0,0,0,0,6,0,346,72,0,0,4,29,13,1,0,0,0,5,315,76,-1,-1,1
3,31,13,1,0,0,0,6,0,356,76,0,1,1,20,17,1,0,0,0,7,365,91,1,1,0
1,27,6,2,0,0,0,4,1,369,99,0,-2,6,34,9,0,0,0,0,5,377,100,1,0,0
1,23,10,1,0,0,0,5,1,345,91,-1,0,4,26,13,1,0,0,0,6,317,96,-1,0,0
6,62,8,0,0,0,0,9,0,382,76,0,1,3,57,15,2,0,0,0,8,340,85,1,0,0
2,27,8,1,0,0,0,4,1,402,94,0,0,7,31,13,1,0,0,0,3,370,89,1,-2,0
7,82,25,0,0,0,0,8,1,379,72,1,2,4,99,13,1,0,0,0,10,347,76,-1,1,1
4,147,7,0,0,0,0,9,1,394,104,0,-1,4,34,12,1,0,0,0,2,389,96,1,-1,0
8,73,6,0,0,0,0,9,0,356,64,-1,1,3,26,17,1,0,0,0,3,403,110,2,1,0
4,32,6,0,1,0,0,6,0,390,93,0,-2,1,39,11,2,0,0,0,3,375,100,0,-2,0
5,28,10,0,0,0,0,11,0,330,80,-1,0,1,46,29,1,0,0,0,3,313,83,2,2,0
6,155,16,1,0,0,0,4,0,397,98,2,2,3,134,11,0,0,0,0,5,384,92,0,0,1
3,22,4,0,0,0,0,4,0,345,74,-2,-1,7,32,19,1,0,0,0,3,363,112,2,1,0
4,80,13,2,0,0,0,4,1,358,69,-1,1,4,26,15,0,1,0,0,4,368,78,0,0,1
4,70,11,2,0,0,0,6,1,308,68,-2,-1,0,95,16,0,0,0,0,1,380,91,1,1,0
3,28,8,1,0,0,0,6,1,350,96,0,0,8,79,11,0,0,0,0,10,361,67,0,0,0
3,29,7,0,0,0,0,7,1,342,91,-1,-2,5,80,12,2,0,0,0,1,393,84,0,-1,0
1,88,8,1,0,0,0,8,1,334,94,0,-1,1,19,6,1,0,0,0,3,390,112,0,-1,0
2,68,10,1,0,0,0,7,1,343,99,0,0,4,26,8,1,0,0,0,5,370,96,0,1,0
4,71,8,0,0,0,0,7,0,317,106,-1,-1,3,24,14,2,0,0,0,2,380,102,1,1,0
4,77,18,1,0,0,0,4,1,352,91,0,1,2,27,16,1,0,0,0,3,359,89,1,0,1
6,69,7,2,0,0,0,3,1,393,88,-1,-1,6,37,11,0,0,0,0,4,359,70,0,-1,1
4,30,7,1,1,0,0,1,1,396,103,0,-1,3,26,6,1,0,0,0,7,380,104,1,-1,1
2,22,10,0,0,0,0,6,1,341,87,-1,0,3,24,12,1,0,0,0,3,373,120,1,-1,1
2,49,24,0,0,0,0,3,1,315,95,0,1,0,25,12,1,0,0,0,8,309,84,-2,0,0
7,34,10,0,0,0,0,14,0,301,88,-2,1,2,86,21,2,0,0,0,3,371,113,1,2,0
3,26,7,0,0,0,0,11,1,357,102,-1,-1,4,24,13,1,0,0,0,6,409,122,2,-1,1
2,23,11,1,1,0,0,12,0,334,76,0,-1,4,29,15,1,0,0,0,7,341,83,0,1,1
2,40,12,0,0,0,0,11,0,338,96,0,-1,2,33,18,2,0,0,0,6,378,99,1,1,0
3,200,9,2,0,0,0,1,0,359,93,1,-1,2,25,6,0,0,0,0,5,363,94,0,-1,0
5,26,26,1,0,0,0,5,1,334,94,1,2,1,26,12,1,0,0,0,8,311,86,0,1,1
2,24,19,1,0,0,0,6,0,340,90,1,2,1,21,17,1,0,0,0,3,359,94,0,1,1
3,37,12,1,0,0,0,6,1,349,103,0,1,4,22,7,0,0,0,0,3,365,91,0,-1,1
4,43,11,0,0,0,0,11,1,351,92,-1,0,5,35,22,2,0,0,0,6,312,72,-1,1,0
5,26,14,0,0,0,0,8,1,327,94,-1,1,5,32,15,2,1,0,0,4,336,90,0,0,0
2,23,20,1,0,0,0,8,1,336,72,1,1,5,31,16,1,0,0,0,11,339,96,0,1,0
2,26,10,1,0,0,0,8,0,314,76,-1,0,5,97,21,1,0,0,0,4,334,74,-1,1,0
11,36,24,2,0,0,0,3,1,340,76,1,2,1,27,7,0,0,0,0,13,341,92,-1,0,1
1,27,19,1,0,0,0,2,0,376,88,1,1,6,57,10,1,0,0,0,9,345,78,-1,0,1
2,25,17,2,0,0,0,2,1,387,102,2,0,3,26,6,0,0,0,0,6,368,102,-1,0,1
6,200,11,0,1,0,0,5,0,319,103,0,0,7,36,10,2,0,0,0,7,354,56,-1,0,0
7,33,6,1,0,0,0,8,0,353,94,-1,-1,4,34,22,1,1,0,0,3,340,86,1,1,0
5,59,15,0,0,0,0,4,1,322,100,0,1,2,29,25,2,0,0,0,8,295,92,1,1,1
4,36,17,1,0,0,0,8,0,366,86,1,1,3,30,12,1,0,0,0,4,318,89,0,0,1
2,24,4,0,0,0,0,7,1,380,87,-1,-1,8,29,15,1,0,0,0,7,327,71,-1,-1,1
6,29,12,1,0,0,0,10,0,343,72,-1,0,7,38,27,1,1,0,0,2,380,112,2,3,0
7,34,22,0,0,0,0,6,0,310,112,1,1,1,73,14,2,0,0,0,7,353,72,-1,0,0
3,25,6,0,0,0,0,7,0,379,96,0,0,2,27,20,2,0,0,0,5,350,88,2,1,0
2,42,19,1,0,0,0,6,0,340,38,-1,1,4,21,22,1,0,0,0,2,354,95,2,3,1
7,57,9,0,0,0,0,5,0,379,85,-1,0,6,31,21,2,0,0,0,3,377,70,1,1,0
3,27,22,0,0,0,0,6,1,315,82,1,1,3,27,8,2,0,0,0,8,330,74,-2,0,1
3,29,12,0,1,0,0,3,1,427,131,2,0,2,33,6,1,0,0,0,14,333,69,-3,-2,1
6,28,13,0,0,0,0,7,0,336,84,-1,0,3,38,16,1,0,0,0,9,324,80,-1,0,0
6,26,17,1,0,0,0,7,0,368,90,1,0,6,35,11,1,0,0,0,5,351,96,-1,0,1
3,27,19,2,0,0,0,10,1,323,86,0,1,2,30,21,0,1,0,0,4,320,109,1,2,1
2,27,17,1,0,0,0,5,0,344,82,0,0,2,24,11,1,0,0,0,6,387,85,0,0,1
3,25,9,0,0,0,0,4,1,323,76,-2,0,6,29,11,2,0,0,0,8,358,72,0,1,0
5,45,20,1,0,0,0,7,1,352,98,1,0,6,26,9,1,0,0,0,7,347,96,-1,-1,1
1,24,17,1,1,0,0,6,1,382,99,1,0,0,23,6,1,0,0,0,13,344,75,-2,-1,1
2,23,5,1,0,0,0,7,1,324,114,-1,-1,3,32,13,1,0,0,0,7,364,102,1,0,0
1,24,14,0,0,0,0,5,1,310,72,-1,1,5,26,16,2,0,0,0,4,354,80,-1,1,0
3,36,10,0,0,0,0,6,1,365,76,0,-1,2,24,14,2,1,0,0,2,376,107,1,0,0
1,27,20,2,0,0,0,8,1,350,106,0,2,3,27,23,0,0,0,0,5,361,69,1,1,0
2,56,19,0,0,0,0,4,1,347,74,2,1,3,83,5,2,0,0,0,4,360,86,-1,0,1
2,23,10,2,0,0,0,10,0,337,77,-1,0,5,29,15,0,0,0,0,4,369,109,0,1,1
8,30,10,0,1,0,0,7,0,341,116,1,0,3,20,20,2,0,0,0,5,346,63,1,1,0
4,32,9,1,0,0,0,6,0,390,88,0,1,4,19,10,1,1,0,0,2,372,104,1,0,1
3,33,15,1,0,0,0,6,0,369,88,0,0,6,36,15,1,0,0,0,3,333,99,0,2,1
