blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin
14,1,0,0,0,8,349,0,-1,122,19,0,0,0,317,74,1,0,0,0
7,0,0,0,0,5,372,0,1,200,15,1,0,0,320,90,0,1,1,0
12,0,0,0,0,7,370,0,0,95,11,1,0,0,329,81,-1,-1,1,1
11,0,1,0,0,9,340,0,1,111,10,1,0,0,359,64,0,0,0,0
12,0,0,0,0,7,317,0,0,102,15,2,0,0,374,78,1,0,-1,1
11,0,0,0,0,8,361,0,0,194,10,2,0,0,325,96,-1,-1,0,0
4,0,0,0,0,8,319,-2,-2,92,14,2,0,0,348,90,0,-1,0,0
17,0,0,0,0,10,346,1,0,198,13,1,0,0,299,101,0,-1,1,0
14,1,1,0,0,3,333,1,1,29,11,1,0,0,338,82,-1,-1,0,1
18,0,0,0,0,3,304,0,-1,28,20,2,0,0,299,92,0,-1,1,0
16,0,0,0,0,3,336,0,1,25,12,2,0,0,358,102,0,0,0,1
11,0,0,0,0,6,276,-1,-2,33,17,1,0,0,338,102,0,0,1,0
18,1,0,0,0,4,331,1,2,29,11,1,0,0,354,78,0,0,0,0
15,0,0,0,0,5,321,0,-1,56,14,1,0,0,322,78,0,0,1,0
12,0,0,0,0,7,300,0,-1,27,16,2,0,0,329,79,0,-1,1,0
7,1,0,0,0,8,339,-1,-2,34,19,1,0,0,354,92,1,1,0,0
8,2,0,0,0,8,351,-1,-1,25,15,0,0,0,369,88,0,0,1,1
10,2,0,0,0,10,338,-1,-1,22,13,0,0,0,347,80,0,0,2,0
11,1,0,0,0,10,353,0,0,21,18,1,0,0,331,92,1,0,2,1
11,1,0,0,0,4,315,0,-1,97,12,0,0,0,373,80,0,0,0,1
16,1,0,0,0,3,376,1,1,28,7,1,0,0,335,76,-2,-1,0,1
15,0,0,0,0,5,367,0,0,31,8,1,0,0,358,68,-1,-1,-2,1
13,2,0,0,0,3,352,0,1,28,9,0,0,0,299,80,-2,-1,0,1
26,2,0,0,0,6,335,2,0,47,11,0,0,0,322,74,-1,-2,0,1
6,0,0,0,0,2,379,-1,0,74,9,2,0,0,322,80,-1,0,-1,1
8,1,0,0,0,12,326,-2,-2,27,18,1,0,0,376,108,1,1,0,0
14,2,0,0,0,3,344,0,0,22,7,0,0,0,337,80,-1,-1,-1,1
15,0,0,0,0,9,304,0,0,32,20,2,0,0,368,70,1,1,2,0
9,0,0,0,0,7,342,-1,-1,171,15,1,0,0,390,132,1,2,1,0
11,2,0,0,0,4,335,-1,0,33,8,0,0,0,326,64,-1,-1,-1,0
7,0,0,0,0,9,356,-1,-1,27,16,2,0,0,405,106,1,1,0,0
11,0,0,0,0,8,302,-1,-1,34,20,2,0,0,345,94,1,1,1,0
5,0,0,0,0,11,283,-2,-3,88,33,2,0,0,306,88,3,1,3,0
27,2,0,0,0,6,341,2,2,25,9,0,0,0,309,80,-1,-1,0,1
14,1,0,0,0,2,336,0,0,34,16,0,0,0,309,78,0,-1,0,0
2,0,0,0,0,7,391,-2,0,42,10,1,0,0,415,92,0,1,-1,0
5,0,0,0,0,6,370,-2,-1,25,11,2,0,0,378,89,0,0,0,0
6,1,0,0,0,13,369,-1,-1,141,17,0,0,0,344,102,2,1,0,0
7,0,0,0,0,6,364,0,-1,25,9,2,0,0,402,76,0,1,-1,0
22,1,0,0,0,7,321,1,-1,29,18,1,0,0,315,82,1,1,2,1
10,0,0,0,0,8,316,0,0,28,21,2,0,0,332,98,1,1,1,0
23,0,0,0,0,5,314,1,0,28,19,2,0,0,282,80,0,-1,1,0
10,2,0,0,0,5,346,-1,0,31,8,0,0,0,370,107,-1,0,0,1
22,2,0,0,0,6,338,2,1,20,11,0,0,0,298,83,0,-1,0,1
16,1,0,0,0,5,351,1,1,29,17,1,0,0,359,74,0,1,0,1
16,1,0,0,0,9,347,1,1,20,16,1,0,0,360,104,1,1,1,0
14,2,1,0,0,3,330,1,1,21,12,0,0,0,244,68,-2,-3,0,1
13,2,0,0,0,5,345,0,0,20,16,0,0,0,390,88,1,2,1,0
8,1,1,0,0,5,368,0,1,30,12,1,0,0,327,78,0,1,-1,0
8,0,0,0,0,9,351,-1,-1,24,15,2,0,0,338,104,0,1,0,0
15,2,0,0,0,8,271,0,-2,79,23,0,0,0,354,70,1,0,2,1
14,1,0,0,0,7,383,0,1,30,4,1,0,0,358,94,-1,-1,-2,1
17,0,0,0,0,6,334,0,0,30,14,1,0,0,366,79,1,-1,1,0
13,0,0,0,0,4,382,0,1,30,10,2,0,0,357,88,-1,0,-1,1
8,0,0,0,0,6,291,-1,-1,91,15,2,0,0,353,96,1,0,2,0
14,0,1,0,0,9,306,0,0,30,19,2,0,0,293,86,0,0,2,0
9,1,1,0,0,4,388,0,1,24,12,1,0,0,339,82,-1,0,-1,0
13,2,0,0,0,8,360,0,0,30,20,0,0,0,320,86,1,1,1,1
14,1,0,0,0,7,354,0,1,53,9,0,0,0,356,92,-1,-2,-1,1
12,1,0,0,0,8,364,0,0,34,9,1,0,0,384,72,0,0,0,1
18,2,0,0,0,7,304,0,-1,18,8,0,0,0,291,80,-1,-2,0,0
10,1,1,0,0,5,371,-1,0,28,8,1,0,0,397,97,0,1,-1,0
10,1,0,0,0,2,372,-1,0,31,9,1,0,0,343,80,-1,0,-1,0
13,1,0,0,0,11,347,0,-1,25,15,0,0,0,379,74,1,0,1,1
10,0,0,0,0,3,344,-1,-2,81,15,2,0,0,346,72,0,-1,0,0
16,2,0,0,0,7,308,0,-1,140,4,0,0,0,367,90,-1,-1,-1,1
14,1,0,0,0,11,321,0,1,32,17,1,0,0,377,98,1,1,1,0
3,1,0,0,0,9,343,-2,-2,30,14,1,0,0,383,104,0,1,0,0
10,0,0,0,0,7,382,0,0,22,11,1,0,0,350,108,0,1,0,0
11,2,1,0,0,5,391,0,0,26,4,0,0,0,323,86,-2,-1,-1,1
18,0,0,0,0,3,382,2,2,30,8,2,0,0,358,84,-1,0,-1,1
13,0,0,0,0,7,314,-1,0,26,17,1,0,0,354,100,1,0,1,1
6,0,0,0,0,4,295,-1,-1,48,14,1,0,0,307,94,-1,1,1,1
16,1,0,0,0,2,403,1,1,31,7,1,0,0,328,55,-2,-2,0,1
10,0,0,0,0,2,411,1,1,25,3,1,0,0,362,87,-2,-1,-1,1
8,2,0,0,0,10,354,-1,0,27,16,0,0,0,392,114,1,2,1,0
6,0,0,0,0,9,371,-1,1,60,11,2,0,0,376,104,0,0,0,0
15,1,0,0,0,9,301,0,-1,34,18,1,0,0,336,88,1,0,1,0
11,0,0,0,0,6,373,0,0,50,22,2,0,0,341,108,2,1,1,0
16,0,0,0,0,9,319,0,-1,64,19,2,0,0,361,90,2,1,2,0
11,1,1,0,0,6,319,-1,0,35,13,1,0,0,389,76,0,0,-1,1
23,1,1,0,0,3,328,2,0,22,16,0,0,0,279,68,0,-2,1,1
8,2,0,0,0,4,410,0,0,21,9,0,0,0,362,86,-1,0,-1,1
10,1,0,0,0,5,380,0,0,32,9,1,0,0,352,76,-1,0,-1,1
6,1,0,0,0,5,333,-2,-1,25,16,1,0,0,336,83,0,0,0,0
10,1,0,0,0,8,342,0,0,31,6,0,0,0,382,68,-1,0,-1,1
14,1,0,0,0,5,353,0,0,48,11,0,0,0,347,92,-1,0,0,1
12,1,0,0,0,7,341,0,0,23,13,1,0,0,369,64,0,0,0,0
9,1,0,0,0,9,362,-1,0,29,6,1,0,0,376,100,-1,0,-2,0
11,1,0,0,0,8,336,0,0,29,7,1,0,0,367,80,-1,0,-2,1
13,1,1,0,0,4,351,0,0,26,19,0,0,0,354,80,0,0,1,0
17,2,0,0,0,0,393,1,1,25,3,0,0,0,328,102,-2,-1,-2,1
9,1,0,0,0,9,343,-1,0,32,14,1,0,0,348,129,1,1,1,0
21,1,0,0,0,7,327,1,0,26,13,1,0,0,348,91,0,0,1,0
9,1,0,0,0,9,379,0,1,23,11,1,0,0,332,97,0,1,-2,0
12,0,1,0,0,6,410,1,1,22,8,2,0,0,402,95,0,0,-1,1
7,0,0,0,0,8,374,-1,-1,29,12,2,0,0,398,104,0,1,-1,0
24,0,0,0,0,5,366,2,1,58,13,2,0,0,292,65,-1,-1,0,1
11,1,0,0,0,11,335,-1,-1,68,22,1,0,0,349,88,3,2,2,0
13,2,0,0,0,9,289,-1,0,30,17,0,0,0,352,84,0,0,1,1
3,0,0,0,0,9,327,-2,-2,27,20,2,0,0,356,94,2,1,0,0
17,2,0,0,0,8,336,1,0,25,11,0,0,0,325,88,-1,0,0,1
4,1,0,0,0,5,332,-2,-1,34,14,1,0,0,378,75,0,0,0,0
10,1,0,0,0,3,339,0,0,32,14,0,0,0,360,90,0,1,0,0
15,0,0,0,0,7,317,0,0,29,19,1,0,0,313,78,1,0,2,0
8,0,0,0,0,7,349,-1,-1,31,20,1,0,0,340,84,1,0,0,0
11,0,0,0,0,9,322,0,-1,17,16,2,0,0,350,100,0,1,0,0
12,1,0,0,0,5,316,0,-1,33,13,1,0,0,305,87,0,-1,0,1
17,2,0,0,0,5,382,0,2,29,8,0,0,0,345,72,-1,-1,0,1
20,2,0,0,0,4,329,2,2,27,8,0,0,0,327,64,-2,-1,0,1
8,1,0,0,0,7,340,-1,0,40,9,1,0,0,377,82,-1,-1,-1,1
9,2,0,0,0,7,390,0,0,31,8,0,0,0,382,98,0,0,0,1
16,2,0,0,0,4,331,0,-1,29,7,0,0,0,322,90,-1,-1,0,1
19,1,0,0,0,4,340,1,0,27,12,0,0,0,305,60,-1,-1,-1,1
7,0,0,0,0,3,356,-1,-1,29,16,2,0,0,343,94,0,0,0,0
10,0,0,0,0,8,326,0,-1,200,23,2,0,0,351,86,2,1,2,0
8,0,0,0,0,9,281,-2,-2,25,17,2,0,0,371,96,1,1,1,0
14,1,0,0,0,5,371,0,0,29,16,1,0,0,333,82,0,0,1,0
12,0,0,0,0,5,350,0,0,75,16,1,0,0,382,76,0,1,1,0
12,1,0,0,0,9,349,1,0,28,18,1,0,0,249,74,0,-3,1,1
12,0,0,0,0,7,317,-1,-1,23,16,1,0,0,381,96,1,1,1,0
14,0,0,0,0,7,341,0,0,31,18,2,0,0,314,64,0,-1,1,1
17,1,0,0,0,7,336,0,0,24,11,0,0,0,323,97,0,0,0,1
8,1,0,0,0,10,297,-1,-2,30,16,1,0,0,340,86,1,1,0,0
20,1,0,0,0,7,323,1,1,62,17,0,0,0,336,84,0,1,2,0
11,1,0,0,0,3,392,0,1,29,5,0,0,0,354,87,-2,-1,0,1
22,0,0,0,0,6,300,2,1,26,14,2,0,0,263,98,-1,-1,2,1
15,1,0,0,0,8,339,0,1,26,11,0,0,0,367,80,0,0,0,0
18,0,0,0,0,7,346,1,0,171,19,1,0,0,347,96,1,1,1,0
24,2,0,0,0,4,335,2,1,41,20,0,0,0,329,83,1,-1,3,1
11,1,0,0,0,5,349,0,0,19,13,1,0,0,342,98,0,1,-1,1
7,2,0,0,0,5,357,-1,-2,32,16,0,0,0,341,92,0,1,0,0
10,1,0,0,0,3,349,0,1,23,7,1,0,0,358,107,-1,0,0,0
23,1,0,0,0,4,317,2,1,25,13,1,0,0,308,76,0,-1,0,1
13,2,0,0,0,8,366,0,0,24,12,0,0,0,360,104,0,1,1,1
5,0,0,0,0,9,339,-2,-1,55,14,1,0,0,348,67,0,0,1,0
11,1,0,0,0,8,369,0,-1,38,9,0,0,0,393,72,0,-1,0,1
15,0,0,0,0,7,351,1,0,25,8,1,0,0,362,74,-1,-1,-1,0
9,1,0,0,0,7,305,-1,-2,23,12,1,0,0,401,72,1,0,0,1
9,1,1,0,0,7,334,-1,0,38,17,1,0,0,358,100,1,1,0,1
13,0,1,0,0,4,353,0,1,27,11,2,0,0,316,80,-1,-1,-1,1
7,0,0,0,0,7,334,-1,-1,30,21,2,0,0,386,85,2,1,1,0
10,0,0,0,0,10,280,-1,-1,28,17,1,0,0,391,80,1,1,1,0
10,0,0,0,0,3,361,-1,0,24,7,2,0,0,364,96,-1,0,0,0
10,0,0,0,0,5,372,-1,-1,39,16,2,0,0,318,89,0,1,1,0
13,0,0,0,0,3,320,0,-1,200,8,2,0,0,317,88,-1,-1,-1,1
10,0,0,0,0,6,350,0,0,60,13,1,0,0,372,60,0,-1,0,0
14,1,0,0,0,8,334,0,0,22,12,0,0,0,357,74,0,-1,0,0
7,1,0,0,0,7,378,-1,0,92,6,1,0,0,376,110,-1,1,-2,0
12,1,1,0,0,6,345,0,0,25,10,1,0,0,353,91,0,-1,-1,1
9,0,1,0,0,5,338,-1,-1,30,19,1,0,0,332,89,0,0,1,0
12,2,0,0,0,7,359,0,0,29,9,0,0,0,357,70,-1,-1,-1,0
12,0,0,0,0,7,330,0,0,28,16,2,0,0,332,67,0,-1,0,0
8,0,0,0,0,3,338,0,0,24,8,1,0,0,354,74,-1,-1,-1,1
18,2,0,0,0,4,321,1,0,182,21,0,0,0,338,82,1,0,2,1
27,2,0,0,0,5,338,2,1,31,16,0,0,0,339,65,0,0,1,1
17,1,0,0,0,3,379,1,0,200,10,0,0,0,300,78,-1,-1,-1,1
15,1,0,0,0,8,337,0,0,26,12,1,0,0,325,78,0,-1,-1,0
9,0,0,0,0,5,375,0,1,37,9,1,0,0,332,73,-1,0,0,0
20,1,0,0,0,5,354,1,1,136,15,1,0,0,296,88,0,0,0,1
6,0,0,0,0,9,404,-1,0,28,12,2,0,0,362,114,0,1,-1,0
9,1,1,0,0,6,310,-1,-1,29,15,1,0,0,391,79,0,0,0,0
15,0,0,0,0,5,355,1,-1,28,10,1,0,0,341,82,0,-1,-1,1
6,1,0,0,0,5,338,-2,-1,23,11,1,0,0,377,78,0,0,0,0
6,0,0,0,0,4,370,-2,0,30,7,1,0,0,420,98,-1,1,-2,0
13,2,0,0,0,9,308,-1,-1,25,20,0,0,0,359,83,1,1,1,0
10,0,0,0,0,5,325,-1,-2,27,9,2,0,0,360,116,0,0,-1,1
8,1,0,0,0,10,374,0,0,27,7,1,0,0,371,84,-1,0,-2,1
13,0,0,0,0,7,313,0,0,32,14,1,0,0,369,87,0,1,1,0
19,0,0,0,0,9,317,1,0,24,17,1,0,0,318,88,0,0,1,1
22,1,0,0,0,4,338,1,0,27,19,1,0,0,319,107,1,-1,1,0
12,1,0,0,0,6,389,0,0,29,14,0,0,0,347,70,0,-1,0,1
12,1,0,0,0,12,325,0,0,23,20,1,0,0,351,71,2,0,1,0
11,0,0,0,0,5,358,-1,-1,86,15,1,0,0,343,80,0,0,2,0
16,1,1,0,0,8,315,0,0,20,12,0,0,0,342,92,0,-1,-1,0
12,0,0,0,0,3,392,0,1,29,7,1,0,0,367,102,-1,0,-1,1
11,0,0,0,0,8,331,-1,0,23,15,2,0,0,375,124,1,2,0,0
18,1,1,0,0,4,367,1,1,32,5,0,0,0,361,71,-1,-1,0,1
9,1,0,0,0,5,350,0,0,28,10,0,0,0,384,86,-1,0,-1,1
9,0,0,0,0,6,337,0,0,19,17,2,0,0,370,69,1,1,0,0
17,1,0,0,0,7,326,1,0,29,12,1,0,0,344,87,-1,-1,-1,0
5,0,0,0,0,12,356,-1,0,35,9,2,0,0,378,77,0,1,0,1
12,1,1,0,0,7,362,0,1,18,9,0,0,0,359,102,0,1,-1,0
10,1,1,0,0,8,341,-1,0,24,13,1,0,0,406,75,0,0,1,0
20,2,1,0,0,3,352,1,2,18,6,0,0,0,346,80,-1,-1,-1,1
5,1,0,0,0,4,388,-1,0,29,7,1,0,0,391,94,-1,0,-2,0
12,0,0,0,0,5,365,1,0,26,12,2,0,0,343,66,0,-1,-1,1
20,1,0,0,0,8,272,0,0,41,15,0,0,0,321,85,1,1,0,0
14,0,0,0,0,7,309,0,0,23,15,1,0,0,369,96,1,0,1,1
9,1,0,0,0,7,375,0,0,27,9,1,0,0,365,74,-1,-1,1,1
23,1,0,0,0,3,313,2,1,28,12,1,0,0,292,68,-1,-2,0,1
25,1,0,0,0,11,292,1,0,55,20,0,0,0,335,72,2,0,2,1
12,1,0,0,0,8,335,0,1,27,16,1,0,0,349,98,1,1,2,0
14,1,0,0,0,8,355,0,1,38,13,1,0,0,372,92,1,0,0,1
19,1,1,0,0,3,376,2,1,29,9,0,0,0,279,97,-1,-2,-2,1
25,2,0,0,0,9,312,2,1,23,11,0,0,0,314,90,-1,-2,0,1
25,2,0,0,0,4,337,3,1,17,11,0,0,0,307,52,-1,-3,0,1
12,1,0,0,0,4,383,0,0,21,9,0,0,0,322,82,-1,-1,0,1
11,0,0,0,0,2,385,0,0,101,6,2,0,0,338,86,-2,-1,-2,1
21,2,0,0,0,0,359,1,1,23,9,0,0,0,327,86,-1,0,-1,1
17,2,1,0,0,7,329,1,0,21,2,0,0,0,336,96,-2,-2,-1,1
8,0,0,0,0,7,300,-2,-2,22,23,2,0,0,352,92,2,2,1,0
8,0,0,0,0,5,324,-1,0,17,8,1,0,0,366,90,0,0,-1,0
8,1,0,0,0,6,350,-1,-1,31,13,1,0,0,391,85,0,1,0,0
6,1,0,0,0,7,383,-1,0,29,9,1,0,0,377,74,-1,-1,0,1
7,0,0,0,0,10,219,-2,-4,28,27,1,0,0,359,109,3,1,2,0
14,0,1,0,0,2,404,1,1,33,11,1,0,0,329,98,-1,-1,0,0
12,2,0,0,0,4,430,2,4,26,3,0,0,0,338,36,-3,-2,-2,1
15,1,0,0,0,4,362,1,1,31,6,0,0,0,316,94,-1,-1,-1,1
11,1,0,0,0,5,343,-1,0,29,10,1,0,0,329,120,0,0,-1,0
8,1,0,0,0,5,400,0,1,22,8,1,0,0,394,87,0,0,-1,0
12,2,0,0,0,3,357,0,0,27,17,0,0,0,313,68,0,-1,0,1
14,1,0,0,0,3,379,0,0,26,5,1,0,0,346,88,-1,-1,-1,1
5,0,0,0,0,4,331,-1,-1,24,10,1,0,0,339,66,-1,-1,-1,1
13,1,0,0,0,5,346,0,-1,29,14,1,0,0,317,75,0,-2,-1,1
17,2,0,0,0,8,325,0,-1,45,13,0,0,0,309,57,-1,-2,0,0
13,0,0,0,0,6,333,0,1,29,10,1,0,0,367,86,0,0,0,0
11,0,0,0,0,7,380,0,0,23,18,1,0,0,351,86,1,1,1,0
25,0,0,0,0,4,317,2,2,24,15,1,0,0,362,74,0,-1,0,1
10,0,0,0,0,5,357,-1,0,25,12,1,0,0,339,96,0,0,-1,0
18,0,0,0,0,2,321,0,0,17,15,1,0,0,320,112,1,0,0,1
12,1,0,0,0,5,363,0,1,26,13,1,0,0,296,86,-1,-1,-1,1
11,0,0,0,0,7,371,0,0,25,11,2,0,0,373,108,0,1,0,0
13,1,0,0,0,6,370,1,0,30,9,0,0,0,348,84,-1,0,-1,1
18,0,0,0,0,5,317,0,-1,28,18,1,0,0,331,129,2,0,1,0
22,2,0,0,0,8,362,2,2,20,6,0,0,0,320,90,-2,-2,-1,1
11,2,1,0,0,5,369,0,0,25,6,0,0,0,354,94,-1,-1,-2,1
12,0,0,0,0,11,298,0,-1,39,24,2,0,0,397,75,3,1,2,0
10,1,0,0,0,7,364,0,0,31,7,1,0,0,336,74,-1,-1,-2,1
13,2,0,0,0,10,315,0,0,23,14,0,0,0,325,90,0,0,0,0
10,0,0,0,0,6,363,0,0,37,9,1,0,0,340,80,-1,-1,-1,1
11,1,0,0,0,10,379,0,1,46,16,1,0,0,364,91,0,2,1,0
16,1,0,0,0,10,301,0,0,54,12,0,0,0,339,107,0,0,0,0
12,0,0,0,0,8,321,-1,-1,23,16,2,0,0,352,71,0,-1,0,0
21,0,0,0,0,4,386,2,1,21,7,0,0,0,286,88,-2,-1,-1,1
6,1,0,0,0,6,335,-2,0,27,13,1,0,0,345,90,0,1,-1,0
18,2,0,0,0,3,317,0,1,20,19,0,0,0,305,84,0,0,2,0
8,0,0,0,0,8,386,0,0,34,9,2,0,0,385,90,0,0,-1,0
19,2,0,0,0,8,326,1,0,28,17,0,0,0,336,80,0,1,1,1
17,1,0,0,0,8,383,1,1,28,16,1,0,0,343,108,1,1,1,1
17,2,0,0,0,5,345,1,0,26,13,0,0,0,367,85,0,0,1,1
24,2,1,0,0,8,382,3,2,31,11,0,0,0,305,80,0,-1,0,1
10,0,0,0,0,6,357,-1,-1,23,19,2,0,0,341,94,1,1,1,0
9,0,0,0,0,8,338,-2,-1,63,16,1,0,0,346,102,0,0,0,0
9,0,0,0,0,7,319,-1,-1,87,24,2,0,0,325,85,2,1,3,0
12,1,0,0,0,10,335,-1,-1,30,14,1,0,0,356,91,1,0,0,0
15,0,0,0,0,6,386,0,0,26,12,2,0,0,376,74,0,1,0,0
24,2,1,0,0,5,351,2,1,34,11,0,0,0,301,80,0,-1,0,0
15,1,0,0,0,7,390,2,1,25,8,0,0,0,320,82,-1,-1,-2,1
12,0,0,0,0,5,293,-1,-1,41,13,1,0,0,338,82,0,-1,0,1
14,0,1,0,0,8,312,0,-1,29,16,2,0,0,330,110,1,0,1,0
9,2,0,0,0,11,310,-1,-1,21,19,0,0,0,346,99,2,1,1,0
11,1,0,0,0,7,349,-1,-1,175,13,1,0,0,370,101,0,0,1,0
5,1,0,0,0,2,387,-1,-1,23,10,1,0,0,336,92,-1,0,-1,1
13,0,0,0,0,4,351,0,-1,55,9,2,0,0,373,76,-1,0,0,0
10,0,0,0,0,8,331,-1,-1,26,16,2,0,0,369,117,1,1,0,0
10,1,0,0,0,6,325,0,-1,20,12,1,0,0,355,100,0,0,-1,0
10,1,1,0,0,3,361,-1,0,28,7,0,0,0,326,60,-2,-1,-1,1
10,0,0,0,0,7,314,-1,0,32,10,1,0,0,345,82,-1,-1,-1,1
4,1,0,0,0,9,370,-1,-1,35,20,1,0,0,373,106,2,2,1,0
9,1,0,0,0,8,344,-1,0,25,10,0,0,0,344,80,-1,0,0,0
16,2,0,0,0,7,340,1,0,49,8,0,0,0,326,104,0,-1,-1,1
7,0,0,0,0,7,297,-2,-2,17,18,2,0,0,371,84,1,2,1,0
8,1,1,0,0,2,360,-1,1,35,15,1,0,0,376,84,0,0,0,0
14,0,0,0,0,5,355,0,0,50,10,2,0,0,344,85,-1,0,-1,1
17,1,0,0,0,7,333,0,0,32,13,0,0,0,311,86,0,0,1,1
9,0,0,0,0,7,338,-1,-1,28,17,1,0,0,352,92,1,0,1,0
12,0,0,0,0,8,289,-1,-1,29,20,2,0,0,351,100,2,0,1,0
20,1,1,0,0,3,349,1,1,91,12,1,0,0,298,82,-1,0,0,1
12,2,0,0,0,3,370,0,0,25,10,0,0,0,346,64,-1,-1,0,1
17,1,0,0,0,5,384,1,2,61,7,1,0,0,381,108,-1,0,0,0
16,1,1,0,0,4,333,0,1,28,14,1,0,0,343,78,0,0,1,1
13,2,0,0,0,1,396,0,2,27,6,0,0,0,334,62,-2,-1,-2,1
17,2,0,0,0,4,384,1,2,28,10,0,0,0,344,64,-1,0,-1,1
11,0,1,0,0,6,359,0,0,22,13,2,0,0,316,98,0,-1,1,0
6,1,1,0,0,3,368,0,0,27,4,1,0,0,341,76,-2,-1,-3,1
6,0,0,0,0,5,346,-1,1,26,6,1,0,0,394,99,-1,1,-2,1
11,0,0,0,0,3,329,-1,0,79,9,1,0,0,325,65,-1,-1,0,0
18,1,0,0,0,10,333,1,0,23,12,0,0,0,368,81,0,0,0,1
15,1,0,0,0,9,295,-1,0,22,16,1,0,0,354,96,1,1,1,0
3,1,0,0,0,5,318,-2,-1,26,15,1,0,0,389,116,0,2,0,0
18,0,0,0,0,9,311,1,-1,27,20,1,0,0,301,73,1,-1,2,0
12,1,0,0,0,6,369,0,0,89,7,1,0,0,336,80,-1,-1,-2,1
21,1,0,0,0,2,407,2,3,28,5,1,0,0,296,85,-2,-1,-1,1
7,1,0,0,0,5,315,-2,-2,28,6,0,0,0,408,96,0,0,-1,0
20,2,1,0,0,3,356,1,0,27,6,0,0,0,287,68,-1,-2,-2,1
10,0,0,0,0,7,293,-1,-1,24,12,2,0,0,334,90,0,0,0,0
3,1,0,0,0,9,308,-2,-2,27,9,0,0,0,407,119,0,1,0,0
8,1,0,0,0,4,343,-1,-1,28,14,1,0,0,378,83,0,0,0,0
7,0,0,0,0,12,296,-2,-1,26,20,1,0,0,350,104,1,1,2,0
11,1,0,0,0,7,357,-1,-1,50,11,0,0,0,373,70,-1,-1,-1,0
13,0,0,0,0,6,347,0,1,30,15,2,0,0,360,88,1,1,1,1
10,1,0,0,0,9,313,-1,-2,65,18,0,0,0,369,80,1,1,1,0
8,1,0,0,0,3,359,-1,0,28,7,0,0,0,346,103,-1,0,-2,1
10,0,1,0,0,8,340,-1,0,36,14,2,0,0,385,94,1,1,0,0
15,0,0,0,0,8,363,0,0,24,14,1,0,0,373,96,0,1,1,0
11,0,0,0,0,6,317,-1,-1,200,17,2,0,0,338,77,0,0,1,0
15,0,0,0,0,0,399,1,2,19,7,2,0,0,327,84,-2,-1,0,1
9,0,0,0,0,12,317,0,-1,23,32,2,0,0,376,114,5,3,4,0
9,2,0,0,0,10,351,0,0,31,20,0,0,0,348,86,1,1,1,1
14,0,1,0,0,8,345,0,0,29,11,2,0,0,373,80,0,0,-1,0
14,2,1,0,0,5,352,0,0,27,9,0,0,0,335,71,-1,-1,-1,1
11,2,0,0,0,8,305,-1,-1,25,14,0,0,0,366,92,1,0,1,0
15,1,0,0,0,8,346,0,0,156,6,1,0,0,363,98,-1,0,-1,0
9,0,0,0,0,6,323,-1,-1,30,15,1,0,0,369,98,0,2,0,0
7,0,0,0,0,9,287,-1,-1,27,28,2,0,0,350,100,3,3,3,0
12,2,0,0,0,4,371,-1,1,31,5,0,0,0,316,88,-2,-1,-1,1
16,2,0,0,0,6,370,1,0,30,14,0,0,0,325,70,0,0,1,0
18,2,1,0,0,7,381,1,1,25,12,0,0,0,363,72,0,0,0,1
16,1,0,0,0,5,330,0,0,44,13,1,0,0,321,78,0,-1,0,1
15,0,0,0,0,6,323,1,-1,28,11,2,0,0,329,87,0,-1,0,1
24,1,1,0,0,5,367,2,3,30,8,1,0,0,361,77,-1,-1,0,1
7,1,0,0,0,6,330,-1,-1,71,15,0,0,0,351,98,0,2,0,1
16,0,0,0,0,2,407,1,2,34,9,2,0,0,308,82,-1,-1,-1,1
24,1,0,0,0,10,340,2,1,20,8,1,0,0,346,92,0,-1,-1,1
7,2,1,0,0,11,325,-2,-1,31,15,0,0,0,371,100,1,1,0,0
14,2,0,0,0,9,328,0,0,27,11,0,0,0,348,76,0,-1,0,1
2,1,0,0,0,9,289,-3,-2,24,20,1,0,0,371,102,2,2,1,0
6,1,1,0,0,2,436,0,1,35,5,1,0,0,335,114,-1,0,-2,1
12,1,1,0,0,4,350,0,0,92,22,1,0,0,360,82,2,2,2,0
16,0,0,0,0,3,367,0,0,38,15,1,0,0,355,88,0,-1,0,1
21,0,0,0,0,6,316,1,1,29,13,2,0,0,343,82,0,0,0,0
11,0,0,0,0,11,339,0,0,77,13,2,0,0,395,86,1,1,1,0
14,0,0,0,0,10,299,0,0,23,17,2,0,0,369,92,1,0,0,0
8,1,0,0,0,6,333,-1,-1,150,10,1,0,0,396,88,0,1,-1,0
11,1,0,0,0,6,313,-1,-1,24,15,0,0,0,340,105,1,0,0,0
7,0,0,0,0,6,351,-1,0,30,10,1,0,0,352,108,-1,0,-1,1
7,0,0,0,0,5,308,-2,-2,25,15,1,0,0,383,76,0,1,1,1
14,1,0,0,0,0,375,1,1,26,10,1,0,0,352,89,-1,0,0,1
12,1,1,0,0,5,384,0,1,30,13,1,0,0,350,83,0,0,-1,0
