blueTeamFirstBlood,blueWin,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,1,-1037,8196,-4,-2,0,-1,0,-31,1,0,31,-5
1,0,3110,4447,5,-2,0,1,0,-6,2,-3,82,-12
1,1,-1579,3173,1,0,1,0,0,-1,-1,1,-28,-41
0,0,-175,-2949,-10,-2,0,-2,0,-3,-2,3,-19,4
0,1,693,-7011,-4,-2,0,1,0,-11,-10,0,-9,-3
1,1,-1739,769,-3,-1,-1,2,0,5,0,-7,-28,10
0,0,-3225,3938,-6,1,-1,-1,0,17,1,3,-41,8
0,1,-1025,-5806,-5,0,1,-1,0,-107,4,6,-37,-1
1,1,1604,-642,6,0,-1,-2,0,-118,0,2,11,4
0,0,-3031,-12518,-8,0,0,-1,0,111,-2,7,-38,1
1,1,-292,-102,4,0,0,-1,0,-6,-1,3,-35,10
1,0,4451,8069,1,0,1,0,0,459,-3,-2,79,13
0,0,-4090,-9763,-7,0,0,-1,0,-103,3,1,-12,-30
1,1,2779,11551,5,1,0,1,0,11,1,3,34,27
1,0,-1537,-7921,-6,-1,0,-2,0,-82,1,2,-18,20
1,1,2748,-3737,3,2,0,0,0,3,0,-3,-11,51
0,0,1472,-4133,1,-1,0,0,0,17,-1,2,27,-8
1,1,3857,-663,8,2,0,2,0,23,5,-7,47,8
1,1,3906,6903,8,0,0,-1,0,-108,4,-4,18,4
1,1,127,10738,6,1,0,0,0,-3,-4,-1,-10,4
1,0,386,-1731,4,1,1,0,0,-60,0,-1,-34,59
0,1,1460,-1156,0,-1,0,-2,0,12,2,-2,45,-20
1,0,-967,-12494,-4,2,0,0,0,-111,1,3,-6,-18
0,1,-386,-4208,-2,-2,1,0,0,-67,0,4,12,15
0,0,-6967,-18974,-12,-2,0,-3,0,-105,-3,4,-34,-16
0,0,-3142,-19140,-6,-1,0,-1,0,-9,0,5,-70,-11
1,1,1974,1567,10,2,0,-2,0,60,4,6,4,7
1,1,35,2149,5,-1,0,1,0,-329,1,5,-84,-13
1,0,-1961,190,-2,-2,0,0,0,1,-4,2,-43,-23
0,0,-1145,-7836,-6,1,0,-2,0,-9,-1,4,3,-20
0,0,-3029,-14142,-5,-2,1,0,0,-6,-1,6,0,-23
0,1,2873,8690,6,-1,-1,-2,0,-3,3,3,-38,-8
1,1,-4163,-13416,-7,-2,0,0,0,-1,-3,2,-84,-26
0,0,-2947,-2596,-10,-2,-1,-1,0,-9,-1,4,0,15
0,0,-3796,-6608,-15,-1,-1,-1,0,3,0,2,-8,-16
0,0,-2731,-9680,-9,-2,0,-1,0,-10,-2,4,-31,16
1,1,1184,572,4,2,0,0,0,-11,6,-8,37,18
0,1,2719,7030,2,-2,0,1,0,-11,-3,-1,12,15
1,1,-1845,1977,-1,0,0,-3,0,-15,1,4,-16,26
1,0,-3913,-8259,-6,-2,0,-1,0,-35,6,-7,-7,-55
0,0,1637,-3337,-7,-1,0,2,0,0,0,-2,8,13
0,0,-5488,-13627,-14,-1,0,-1,0,-26,-1,8,-55,-26
0,1,-1328,-12802,-6,-2,0,-1,0,-6,-2,2,-12,3
1,1,-250,3106,-3,-2,0,1,0,-215,-4,-8,-6,-16
1,1,5718,15796,13,0,0,1,0,-40,1,-3,52,23
0,1,6230,1782,8,0,0,1,0,28,-1,-4,21,17
0,0,-221,10996,-3,2,0,0,0,11,0,-3,10,9
1,0,-1034,576,4,0,0,0,0,4,2,3,-42,-44
0,0,-1287,-4948,-2,-1,0,-1,0,-7,-1,4,-57,3
1,0,3754,-128,-2,2,1,1,0,-14,-1,0,21,20
1,0,-2134,-3599,2,-1,-1,-3,0,2,2,7,-29,-17
0,1,842,-1826,2,2,0,0,0,-3,-2,5,-8,-13
0,0,-7089,-7003,-12,-2,-1,-3,0,-2,2,6,-58,-19
1,0,-2604,-849,-7,1,0,-1,0,-17,-4,6,30,-36
0,0,-584,-6007,-7,-2,-1,-1,0,-5,-1,5,-17,7
1,1,942,-260,0,2,0,-1,0,5,0,0,-20,-2
0,0,-2874,4528,-7,-2,0,-1,0,-2,0,-5,28,-8
0,1,3135,10144,4,1,1,-2,0,16,7,-4,36,-12
0,1,37,1873,1,2,0,0,0,-5,-3,7,-24,4
1,1,-2588,-1241,-4,0,-1,2,0,-75,0,-12,42,-7
1,0,1986,1958,6,1,0,1,0,3,-1,-3,-25,31
1,1,6005,16521,20,0,-1,-1,0,12,-3,0,70,50
1,1,-1883,-8418,-1,0,0,1,0,-7,0,0,9,-16
0,0,-1113,-4012,-5,-1,0,-2,0,-58,-4,7,34,-20
0,0,1605,-1917,-6,-2,1,1,0,-7,-6,-6,29,28
0,1,570,5473,0,1,0,-2,0,6,2,-1,36,-12
0,0,-7680,-7869,-10,-1,0,-2,0,-12,-1,8,-81,-37
1,1,1771,1196,3,0,1,1,0,1,4,3,40,3
0,1,462,-6040,-7,-2,0,1,0,0,0,2,60,5
0,0,-7732,-16556,-22,-2,0,-3,0,-8,-1,8,-66,-32
1,0,-4973,-6916,-7,1,0,-2,0,-14,0,6,-79,-86
1,0,-6263,-14907,-18,-2,0,-4,0,0,-1,8,-56,9
1,1,-2888,-1173,2,-1,0,0,0,-7,3,6,-33,-20
1,1,2616,9223,12,-1,0,2,0,6,3,1,4,-1
0,1,-183,-5783,-4,-2,-1,-3,0,-7,-3,4,-22,20
0,1,-596,-171,-5,0,0,-1,0,-17,4,2,27,17
0,0,-1967,-8729,-11,-1,0,-2,0,-11,-6,9,-27,23
1,0,-6683,-13267,-18,-2,0,-3,0,-87,-1,6,-101,-1
0,0,-2499,-12860,-12,1,0,-1,0,93,-1,1,-17,15
1,1,-641,-3893,1,0,0,1,0,-1,-4,1,9,-3
0,0,320,4671,-4,0,1,-2,0,-10,1,4,20,-10
1,1,-127,-140,2,0,0,1,0,2,2,2,9,20
1,1,5354,11543,14,1,0,1,0,-2,0,-3,32,0
1,0,-4383,-2262,-10,0,0,-2,0,8,1,7,-60,-53
0,1,6063,15097,12,0,0,0,0,2,1,-5,38,23
0,0,-4322,-10095,-11,2,0,-3,0,2,-3,5,-9,-28
0,0,-430,353,-3,0,-1,-2,0,-2,2,4,-38,23
0,0,-4485,-5811,-4,0,0,-1,0,10,-2,-3,-63,-7
1,1,-321,7446,3,-2,0,-1,0,12,6,4,19,-8
1,1,-1157,2400,2,0,1,-1,0,-52,5,0,22,9
0,0,-1827,2315,-5,-2,0,-2,0,-112,2,1,-59,8
0,0,-1422,11109,-1,0,-1,1,0,-2,-2,-3,63,-3
1,1,6236,7984,14,1,1,1,0,-16,-2,-7,52,24
0,1,4298,17852,5,2,0,1,0,7,-1,-3,58,27
1,1,5314,6299,17,0,0,1,0,7,8,0,9,9
1,1,3927,6579,10,1,1,2,0,4,-1,-1,48,-1
0,0,-1077,-8261,-6,0,0,-2,0,-112,-2,5,-19,-5
1,1,1711,-1972,1,0,0,0,0,-117,0,4,48,-36
0,0,-30,-903,-2,1,-1,0,0,-7,-1,-3,3,8
1,1,3430,7696,7,-1,0,2,0,10,2,-5,72,10
1,1,1984,977,10,1,0,0,0,119,0,3,27,-32
1,0,-2022,1577,-7,-2,0,1,0,-68,6,-3,19,-13
0,1,2837,1922,-1,-1,-1,1,0,99,-9,-2,61,11
0,0,-2649,-8290,-8,0,0,-2,0,13,-2,1,-20,-4
0,1,959,5881,1,2,0,-1,0,2,0,0,1,-1
1,1,2339,2401,11,1,0,-1,0,-276,2,-9,60,3
0,0,-855,-980,2,0,0,0,0,-2,7,3,25,-50
0,1,4707,2322,7,0,0,2,0,-2,0,-2,70,-7
0,0,-1037,-3604,-2,0,1,1,0,2,1,1,49,1
1,1,-624,4356,-5,-2,0,-1,0,60,-2,7,-27,3
1,1,2863,6144,11,0,0,-1,0,2,1,-4,-10,-9
0,0,-2451,-1763,-5,-2,-1,0,0,-6,2,0,-43,9
0,1,3020,10802,6,0,0,1,0,2,0,-2,6,19
0,1,1960,8820,5,2,0,1,0,-2,0,-1,10,-28
0,1,4692,9963,5,2,0,3,1,-10,-5,-6,75,10
1,1,5378,6792,7,-2,0,2,0,28,-1,2,114,15
1,1,1048,4603,4,-2,0,-1,0,-3,-7,0,41,10
0,0,-2885,-8282,-10,1,0,0,0,-8,-1,3,-12,-5
0,0,-1635,-10248,-9,-2,0,0,0,-17,-2,4,-8,3
0,0,-518,-13420,-9,-2,0,-1,0,-8,-1,0,-3,32
0,0,-3353,-12258,-17,-1,0,-1,0,-4,-6,6,-11,9
1,0,-5741,-7864,-9,-2,0,-1,0,-2,0,5,-68,-48
1,0,1979,8698,0,0,0,1,0,-10,0,0,11,15
0,1,3473,2868,7,2,0,2,0,-33,-7,-4,25,33
1,1,248,-1220,6,0,0,1,0,10,6,-4,-16,-21
0,0,-3323,-5233,-5,-2,-1,-1,0,22,3,-1,-14,-52
0,0,443,1278,9,-2,1,0,0,3,1,-2,11,-24
0,1,-481,-28,3,1,0,-1,0,-3,-6,2,-20,8
0,1,2303,665,1,-2,1,-1,0,-2,-1,3,10,14
1,0,2184,7028,7,0,0,0,0,3,3,-3,20,-11
0,0,-6169,-8345,-9,-1,0,-1,0,1,-1,4,-59,-58
1,1,3494,5729,8,2,1,-1,0,-1,-4,-2,19,-26
0,0,734,-3851,0,-1,0,1,0,-8,1,-7,9,-26
0,0,-4026,-3574,-9,-2,-1,-2,0,1,0,5,-36,-26
0,1,-286,-6056,-9,-1,0,-1,0,-68,-1,4,25,-13
0,0,-3643,-15112,-16,-1,1,0,0,4,3,1,-34,-9
1,1,-584,-6234,-3,-1,0,0,0,-1,3,0,-27,-8
0,1,1611,-31,-4,0,0,1,0,-29,-2,-1,33,31
0,1,1777,7637,1,1,0,0,0,-68,1,-6,82,32
1,1,2491,6568,8,1,0,0,0,15,3,3,-5,41
0,0,250,1803,-2,0,1,-1,0,-10,-1,3,-25,16
1,1,3677,4792,10,1,1,2,0,6,7,-6,47,8
1,0,744,7000,-3,0,0,0,0,4,3,4,26,-5
1,0,2556,-2078,3,2,0,0,0,-11,-2,-2,-9,-9
0,1,3225,7541,7,2,1,-1,0,-7,-2,3,6,16
1,1,6698,1454,5,-1,0,2,0,5,-1,-4,80,51
0,0,-5765,-12905,-12,-2,-1,-4,0,-6,0,4,-86,-28
1,1,2714,-2260,1,-2,0,-1,0,-3,0,8,3,8
0,0,349,1756,-2,1,0,0,0,-4,0,1,14,12
0,0,-3892,-6678,-7,-1,0,-2,0,-61,-2,2,-25,0
0,1,-962,4523,5,2,0,-1,0,-406,-2,7,-73,0
1,1,1916,1777,4,2,0,0,0,7,-1,1,-20,37
0,0,-236,-4708,-6,0,0,0,0,6,-4,0,4,28
0,0,-4112,-16388,-16,2,0,-2,0,-5,-5,7,-23,-15
1,0,-3595,-10776,-4,0,0,-2,0,-8,-3,7,-66,7
1,1,1272,5741,4,2,0,0,0,1,0,-1,35,8
0,0,-4625,-7706,-9,-1,0,-2,0,-18,3,7,-53,-5
1,1,3719,4280,9,1,0,2,0,-1,-3,-1,43,21
1,0,-3364,-5533,-5,0,-1,-1,0,-9,2,5,40,-5
0,0,-4210,-14668,-11,-2,0,-4,0,0,0,8,-83,-23
1,0,-9103,-16877,-17,-2,-1,-1,0,12,-4,3,-82,-33
0,0,598,-710,-2,-1,0,1,0,281,4,-1,17,-9
0,0,-2667,-7343,-9,-2,0,-1,0,28,1,3,-46,1
0,1,1391,-4951,-4,-2,0,0,0,-18,-3,5,-31,-6
1,1,5893,13927,9,0,0,1,0,-7,2,-3,80,11
1,1,3498,2518,-2,2,0,-3,0,2,-2,-2,61,18
0,1,1333,8202,4,-1,0,1,0,-1,2,-6,-7,-10
0,0,-6500,-12682,-12,-1,-1,-2,0,10,-5,10,-60,-47
0,1,2635,-3067,3,0,0,-1,0,-4,1,0,-34,21
1,0,-1007,6028,2,-1,0,0,0,-3,-5,4,-43,12
1,1,-318,3689,4,0,-1,1,0,-24,-7,4,-26,-14
0,0,-3963,-3155,-7,-2,0,0,0,-109,1,5,19,-32
1,1,51,6053,8,0,0,0,0,-3,3,2,-40,6
1,0,-1114,5203,-1,-2,0,1,0,3,1,-1,55,-36
1,1,1944,2374,7,2,0,0,0,41,-2,1,16,13
0,0,-288,-6344,-4,-2,0,0,0,32,1,3,0,20
1,0,-441,-6602,-4,0,0,-1,0,-5,-1,-3,-9,8
0,1,-1914,-3164,-5,-1,0,-1,0,-1,-3,-1,-51,-12
0,0,1054,1208,-1,-2,0,0,0,-298,-4,1,11,-5
0,1,2279,3975,3,-1,0,1,0,1,1,-4,11,-8
1,0,-5453,-2574,-8,-2,-1,1,0,3,1,1,-25,-25
0,1,-51,-3497,-5,-2,0,0,0,-2,-1,8,-14,16
1,1,3587,11247,6,0,0,2,0,-44,1,1,101,0
0,1,-2029,5962,1,1,0,0,0,-14,-4,-6,6,4
0,1,-2542,-1636,-3,-2,0,-2,0,-21,-4,1,0,-2
1,1,1109,6175,4,2,-1,1,0,6,0,-3,32,2
0,0,936,6220,4,2,0,2,0,22,2,-5,-24,28
0,1,-1661,-100,-4,1,0,-1,0,-4,-2,5,-39,-21
0,0,-2523,-1908,-10,-2,-1,0,0,-7,-4,0,-12,-29
0,0,-1163,-4422,-6,-2,1,-2,0,9,1,-1,-60,28
0,0,141,707,4,-2,1,-1,0,0,-2,3,-69,-16
0,1,-705,-1591,1,2,-1,1,0,2,0,-2,21,21
0,0,-3918,-13132,-14,-1,-1,-1,0,5,-1,5,-30,-21
0,1,574,7030,7,-2,0,0,0,-3,-1,2,-58,-4
0,0,-4082,-7014,-5,0,0,-2,0,12,3,-2,-19,-1
0,1,-4776,-7287,-13,-2,0,-2,0,0,-3,6,-13,-2
1,0,905,-50,4,-2,0,0,0,-98,3,4,-30,12
0,1,-2326,-420,0,1,0,-1,0,-96,2,4,-16,-18
1,0,-1831,-325,-2,-1,0,0,0,-115,1,-2,6,-11
0,0,-82,-2298,2,-1,0,-1,0,1,1,2,12,-14
1,0,-695,-5786,0,2,0,0,0,2,-3,1,-43,-9
1,0,1211,388,7,0,0,1,0,-4,0,4,-54,4
1,1,756,9973,4,-1,0,-1,0,-4,-4,1,-64,43
1,1,-3890,-6272,-7,1,0,-1,0,-11,-1,2,-32,29
1,0,-2860,-3682,-5,-2,0,-2,0,5,0,4,-69,30
0,0,-3165,-1716,-1,-1,0,-2,0,3,5,7,-67,8
0,0,1120,-2127,4,2,0,-1,0,108,2,-3,-34,0
0,0,-3633,-8844,-12,0,1,-1,0,1,2,1,-54,47
0,1,-1173,137,-1,1,0,-1,0,3,0,5,-36,4
1,1,1448,2069,7,0,0,0,0,-8,-1,-3,-37,3
0,0,824,1492,5,0,0,-1,0,-9,4,3,-24,-15
1,0,-2777,-4392,2,-1,0,0,0,-14,-1,3,-42,-14
1,0,-4732,-10403,-11,-2,0,-2,0,-1,-1,3,-37,0
0,0,-2807,-1137,-11,0,0,-1,0,-6,0,-1,26,0
0,0,-228,-4312,3,2,0,-1,0,11,4,4,-69,3
1,1,1942,-4105,3,0,0,2,0,2,2,-5,42,8
0,0,-3208,-2941,-4,-2,-1,-1,0,-66,1,-5,30,-28
0,0,-1456,-4995,-3,-2,1,-1,0,0,-1,2,-34,-13
0,1,2438,803,-1,1,0,0,0,-1,-2,-5,36,19
0,0,970,3330,1,-1,0,0,0,13,0,-1,20,12
1,1,3867,-1738,5,2,0,3,0,-5,-1,-12,48,-15
1,1,3907,5837,9,0,0,2,0,3,0,-2,47,-12
0,0,-5966,-9109,-15,1,0,-1,0,5,1,1,-33,-8
1,1,4906,13466,13,1,0,1,0,-77,3,-13,62,27
0,0,1245,6691,8,1,1,0,0,4,3,3,-9,3
0,0,2541,-2733,2,0,0,-1,0,-12,-5,6,23,9
1,0,1767,7211,10,-2,0,3,0,-6,1,-6,4,-32
0,0,-989,-1898,-12,-1,1,0,0,12,-2,5,18,-29
1,1,2650,3104,10,2,1,0,0,-70,-3,-2,3,4
0,0,-3991,-2825,-14,-1,0,-1,0,-28,-2,0,-16,11
1,0,2817,10248,1,-1,1,1,0,116,-1,-3,21,18
1,1,4152,5775,12,2,0,0,0,-18,3,-2,-33,40
1,1,5350,13239,10,-1,1,-1,0,0,0,-7,57,19
1,0,2344,6656,4,2,1,1,0,3,-4,-1,16,9
1,0,1364,6459,6,0,0,0,0,10,-1,1,29,0
0,1,6409,11827,9,0,0,3,0,-11,3,-10,79,32
0,1,1054,-3039,-2,0,0,0,0,1,2,-1,-13,-18
1,0,-6216,-10234,-10,-2,-1,-3,0,-8,-3,7,-32,-20
0,0,181,-3699,-1,-2,0,-1,0,181,-4,7,19,2
1,0,-6782,-12912,-14,-2,0,-3,0,-1,-3,8,-84,-21
1,0,421,3072,1,-2,1,1,0,-6,1,-6,-7,1
1,1,2411,9198,9,1,0,1,0,139,5,-2,-33,49
0,0,-3420,-3808,-8,1,0,-1,0,1,-1,3,4,-9
1,0,-3289,-11293,-7,-1,0,-1,0,5,-1,-1,-33,-5
1,0,-2821,8044,-3,-2,0,-1,0,1,2,-1,28,-24
0,1,-1375,11797,1,-1,0,-1,0,-10,1,0,-3,4
0,1,2327,1232,5,1,0,-1,0,78,0,1,18,28
0,0,-915,-2863,-8,0,0,-1,0,-3,0,-7,1,11
1,1,3939,3698,9,2,0,1,0,-1,-4,-12,75,11
0,0,-1614,1469,-5,-2,0,-3,0,3,2,5,-14,-33
1,0,-86,940,-6,-2,-1,-1,0,9,-3,0,17,13
1,1,97,3708,5,0,1,2,0,-5,3,-8,-22,0
0,0,-1172,-2122,-4,2,0,-1,0,-21,2,2,-19,5
0,0,-314,-15856,-10,-1,0,0,0,-6,0,4,0,-23
0,0,-2678,-9621,-4,-1,0,-1,0,-3,-1,5,-19,-8
0,1,104,6627,3,0,1,-1,0,-9,-1,0,12,-4
0,0,-1004,-4116,1,-1,0,0,0,1,4,5,-21,4
0,1,-2029,1722,-6,1,0,1,0,1,0,0,14,-22
1,1,3332,7607,6,2,0,0,0,0,-1,-3,35,-6
0,0,-6829,-8243,-16,1,0,-2,0,-10,3,8,-35,-16
1,0,258,-1751,-2,0,0,1,0,21,0,-3,28,-11
1,0,-1613,-2657,-1,1,0,-2,0,2,4,-1,37,13
0,0,-9,1737,-3,0,1,0,0,-95,1,3,23,-3
0,0,-3107,-9310,-6,-2,0,-2,0,-4,-3,3,-6,-16
0,0,-3183,-7951,-13,-2,-1,-1,0,-5,-4,0,10,15
1,1,-743,4949,-2,-1,0,-2,0,5,1,0,-11,49
0,1,1495,-8533,-2,-1,1,-1,0,2,1,2,-22,45
0,0,-1765,-2361,0,2,0,0,0,-9,2,-3,-41,-18
1,0,-5112,-15460,-13,-2,-1,-1,0,-1,-1,-1,-37,1
1,0,2772,6934,5,-2,0,-2,0,57,-2,1,32,-26
0,1,6236,9340,14,1,0,2,0,-14,-4,-8,23,11
1,1,2471,1083,2,-2,1,-1,0,-114,0,3,-30,15
0,1,-632,-5195,0,1,1,0,0,-31,5,3,1,-20
0,1,-3034,-7591,-12,2,1,-1,0,-75,-1,5,-23,-3
1,0,2779,11860,0,-2,1,0,0,7,2,5,4,25
1,1,-2671,-5909,-3,0,0,0,0,-83,2,0,-2,-15
0,1,1679,-1146,2,0,0,2,0,-47,0,-2,87,25
1,0,-4263,-8002,-14,-1,0,-1,0,22,-5,8,-54,-4
1,0,2769,5093,-1,1,-1,-1,0,-5,-4,2,76,1
1,1,5772,16798,20,2,0,3,0,-28,1,-1,24,4
0,1,2032,-1834,2,-2,0,0,0,-19,5,-2,43,-1
1,0,-1436,6189,-2,-1,0,0,0,-63,-2,3,-18,7
1,0,-4706,-8232,-11,0,0,-3,0,10,-4,8,-58,-26
0,0,-1187,-690,0,-2,-1,-1,0,6,-1,0,-56,24
0,0,-3240,-6436,-10,0,0,-1,0,-53,-1,5,7,-7
1,1,1409,-621,1,1,0,-1,0,-1,-3,1,-12,12
0,0,-256,3788,-2,0,1,-1,0,-64,-2,2,31,21
0,0,-2216,-300,-8,-2,1,1,0,9,4,-3,29,15
0,1,275,-9080,-6,-2,0,1,0,52,-2,3,33,-3
0,1,3594,4146,5,-1,0,1,0,-5,-2,-2,11,12
1,1,-1788,-7980,-8,-2,0,1,0,-101,1,-2,-7,5
1,0,3818,8439,8,-1,0,-2,0,-27,0,-1,25,2
0,0,-4347,-7733,-10,-2,0,-3,0,1,1,4,-58,-15
1,1,64,1348,0,1,0,2,0,0,0,-5,8,13
0,1,673,2237,3,-2,0,1,0,104,5,0,-15,-7
0,0,-749,1030,-2,1,-1,-3,0,8,6,4,13,-1
0,1,100,-4555,-5,-2,0,-1,0,-3,-5,2,-3,12
1,1,1318,-1431,7,-2,0,0,0,3,-2,6,9,-36
0,1,-175,-775,6,2,0,0,0,-115,4,4,34,-7
0,0,1001,4637,2,-2,0,-1,0,-7,-3,4,2,-8
0,1,1574,-4678,3,-1,0,1,0,-26,9,-10,68,-21
0,0,-2106,-13033,-6,0,0,-3,0,-2,-1,8,-61,-5
0,0,-3847,8270,-3,1,0,-2,0,31,0,6,-25,-9
1,0,546,2718,5,1,0,1,0,-7,-2,4,-13,-16
0,0,-3157,-11481,-13,0,0,0,0,-9,1,1,-24,-15
0,0,-3388,-9255,-10,-2,0,-1,0,-4,-3,6,-33,-16
0,1,-2238,-6005,-13,-1,0,-1,0,-9,0,-3,37,0
0,0,-10335,-28827,-22,1,0,-5,0,3,4,8,-102,-51
0,1,-717,-4777,-5,0,0,0,0,-3,-1,5,-81,16
0,1,-1825,2832,0,0,0,-1,0,-6,0,-1,-13,16
0,0,820,4414,3,2,-1,-1,0,7,1,1,59,-25
0,0,1529,-3696,5,2,0,0,0,-115,1,4,12,4
0,1,1215,11014,3,0,1,-1,0,9,5,4,-19,-1
0,0,88,1962,0,1,0,1,0,-5,-1,-1,16,-20
0,0,-4629,-11309,-9,-1,-1,-2,0,-73,1,9,-7,-38
1,1,2599,-2626,7,-2,0,0,0,5,0,-2,11,3
1,1,-3710,-2388,-1,0,0,-1,0,-1,7,1,-48,-16
0,1,704,1288,-2,2,0,0,0,-18,-5,-2,-13,8
0,0,-1901,-374,0,0,0,0,0,6,0,-5,-23,-11
0,1,1382,-1336,-5,1,0,0,0,0,3,-2,24,34
0,0,-1469,1820,-5,2,0,0,0,-85,-2,3,12,-3
1,1,4107,-4763,3,-2,0,1,0,-16,-1,-1,56,14
1,1,2808,7930,8,1,0,1,0,-27,-1,1,52,23
0,0,-2273,-8880,-3,-2,1,-2,0,-7,2,5,-58,3
0,1,2081,7189,-1,2,1,0,0,-21,0,-2,25,13
1,1,1827,-595,3,1,0,2,0,0,-4,-5,86,17
1,0,1374,6355,5,-2,0,-1,0,-10,4,1,17,-30
1,0,-2998,-5,-8,1,0,1,0,-48,-4,-3,20,37
0,0,273,-9682,0,2,0,-1,0,-2,0,-1,1,8
0,0,-6206,-11057,-11,-2,0,-3,0,-5,-1,6,-65,-27
0,0,1207,-843,5,0,0,-1,0,2,0,1,11,-5
0,0,-170,4743,-4,0,0,0,0,-18,-4,5,2,14
0,0,697,-3265,-3,-2,0,-1,0,-11,-3,2,44,-18
0,0,-450,-4221,-3,0,-1,-1,0,4,-3,1,16,-28
0,1,-1036,3961,-1,-2,0,-1,0,15,-8,4,-38,1
1,1,388,1020,-1,2,1,0,0,-3,1,3,-15,-28
0,1,4323,7264,7,-2,0,-2,0,9,-2,-3,74,-26
1,1,-999,2823,2,0,1,0,0,6,1,5,-10,6
1,0,-2474,-16450,-7,0,0,-2,0,10,2,5,-41,-3
0,0,-4662,-2868,-3,1,0,-2,0,-5,2,1,-29,-14
1,1,3431,9036,5,2,0,3,0,-76,1,-5,36,12
0,1,-2896,-8629,-10,0,0,-2,0,-15,-3,6,-38,-26
0,1,-261,-2680,2,-1,-1,0,0,-7,2,1,8,-28
0,1,1945,11135,7,0,-1,1,0,-2,1,-1,34,-20
1,0,-689,-6624,1,0,0,-1,0,-6,-6,1,-3,-21
1,1,3111,9751,9,-1,0,2,0,10,6,-5,30,-17
0,1,4424,11608,8,2,0,3,0,12,1,-9,62,-20
0,1,2611,232,7,0,0,2,0,1,3,-8,36,11
0,1,-3296,-4890,-3,-2,0,0,0,3,0,0,-29,-41
1,0,-5112,-265,-8,2,0,-2,0,0,0,6,-70,4
0,1,2272,5429,5,1,0,-1,0,4,3,0,25,-16
0,1,3047,12524,3,-1,0,4,0,-257,5,-5,63,36
0,1,-2985,-7219,-5,-2,0,-2,0,-7,0,3,-30,-38
0,0,1562,2541,3,0,0,-1,0,7,3,1,33,13
0,0,-10521,-16348,-22,1,0,-3,0,4,1,6,-92,-41
1,1,695,-9769,1,0,0,0,0,2,1,5,-33,6
1,0,-830,125,7,-1,0,-1,0,-28,-1,4,-100,13
0,0,-4608,-3713,-13,-2,0,-2,0,-7,0,2,13,-41
1,0,1137,1568,2,-2,0,1,0,7,1,3,9,-10
1,0,-2735,-2892,-9,0,-1,0,0,-110,-1,6,-10,19
0,0,-5373,-3234,-13,-2,0,-1,0,-7,-5,6,-64,3
1,1,2621,8040,3,0,-1,0,0,6,-4,-2,43,36
1,1,4952,3525,9,2,0,1,0,-1,-1,0,0,34
0,0,-1182,3723,-2,-1,0,0,0,5,3,3,8,-9
0,1,-966,-2256,-4,-2,0,0,0,-23,5,5,-6,-34
0,1,841,10745,-2,1,0,-1,0,31,2,-5,54,4
0,1,3613,1312,6,1,0,1,0,-2,1,1,20,27
0,0,1732,-161,3,-1,0,0,0,-12,4,0,-17,34
1,1,-285,1775,-3,0,0,0,0,-4,-3,-2,-9,0
1,0,-2755,210,0,-1,0,-1,0,-2,2,3,-32,-4
0,0,623,3348,-2,0,0,1,0,28,5,-3,41,27
1,1,1848,-542,1,-1,0,2,0,1,-2,-7,-9,-27
1,0,-3480,-4998,-5,-2,-1,-1,0,-2,0,6,-49,15
1,1,-1984,10022,4,0,0,0,0,7,-4,-2,-5,-20
0,1,-569,-976,-2,-1,0,0,0,1,2,6,10,-24
0,0,-1886,-7240,-4,-2,0,-1,0,-8,-1,5,-54,4
0,1,533,5091,10,2,1,0,0,11,4,4,-78,9
1,1,-1401,4047,-6,0,0,-1,0,-2,1,4,6,-6
0,0,4160,5371,12,1,0,-1,0,149,-2,2,18,-7
1,1,554,6628,4,-1,0,1,0,1,-1,-2,27,-16
0,0,-1786,-5773,-3,0,0,-1,0,-4,0,2,13,-14
0,0,-1404,-1401,-4,-1,-1,-3,0,-9,-2,7,-20,4
1,1,1629,4017,6,0,0,0,0,1,-6,5,-47,4
0,1,-323,-8933,-9,-1,0,-2,0,2,-3,2,-3,37
0,0,-3584,-2111,-9,-1,0,-1,0,66,7,5,-20,-37
0,0,-1620,-1406,-3,1,0,-2,0,-3,-5,8,-34,-22
1,0,-1947,2670,-1,0,0,0,0,6,1,-1,-38,0
1,1,1698,5971,2,0,0,0,0,1,0,3,18,15
1,1,-2929,-1404,-1,1,-1,1,0,3,5,2,-2,-8
0,0,-834,-4859,-2,-2,1,0,0,237,7,2,15,-20
1,0,834,1816,2,1,1,-1,0,5,4,3,-37,-48
1,1,2022,5693,6,-2,0,-2,0,19,2,0,35,13
1,0,1281,-4947,1,0,0,-2,0,5,0,4,14,2
1,1,7,-2223,-3,-2,0,1,0,-10,-4,-6,51,-14
1,0,1282,1817,3,-2,0,1,0,198,-1,-3,53,-7
1,0,333,4547,2,-2,1,-2,0,11,2,4,-42,1
0,1,-3759,1186,-4,2,0,1,0,-100,4,1,26,-22
0,0,-4945,-5649,-9,0,0,-3,0,-2,3,5,-77,-36
0,0,-601,1897,0,-1,0,-2,0,10,-5,9,9,-11
0,0,11,-12,0,-2,0,1,0,15,-3,0,13,-6
