blueTeamFirstBlood,blueWin,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,0,0,0,-1,0,236,8,-4,9,16
1,0,0,1,-2,0,1,0,5,11,-9
0,0,0,0,1,0,-7,1,1,-36,0
0,0,2,0,0,0,4,1,2,-15,15
1,0,-1,0,0,0,12,1,-6,46,-17
1,1,1,0,3,0,6,3,-4,58,60
0,0,-2,0,-3,0,-13,-4,8,-74,-6
0,0,-1,-1,-2,0,2,-1,-3,-13,-8
1,0,-2,0,0,0,1,-2,-3,-20,13
1,1,1,0,1,0,301,0,-5,55,8
0,0,-2,0,-1,0,156,0,-1,-23,35
0,0,0,0,0,0,-6,-5,5,-55,14
1,1,0,0,0,0,1,2,2,25,40
0,1,2,0,0,0,-8,-3,5,-9,6
1,1,0,0,0,0,2,-3,4,-3,32
1,1,-1,0,0,0,0,0,-5,79,52
0,0,-2,0,0,0,-21,-5,4,-18,-59
0,1,2,0,1,0,-2,-2,0,5,35
1,1,2,0,1,0,-3,0,-2,52,8
0,0,-2,0,-1,0,2,5,-1,-8,-24
1,1,0,0,2,0,-90,4,1,2,12
0,0,-2,1,0,0,7,-3,7,-60,8
1,1,2,-1,1,0,1,-3,-1,29,12
0,0,0,0,1,0,117,-2,-7,-14,13
1,1,2,-1,0,0,7,-1,-7,62,-4
1,0,-1,0,-2,0,122,3,2,14,17
1,0,-1,0,-3,0,1,1,7,9,-14
0,1,1,0,0,0,-23,1,-3,-37,12
1,1,2,1,0,0,-10,-3,-1,39,23
0,0,-2,0,-2,0,61,1,5,-10,-36
1,0,-1,0,-1,0,197,-3,-1,-21,21
0,0,-2,0,1,0,12,1,-1,-7,3
1,1,1,0,0,0,8,2,0,1,3
0,1,-2,0,2,0,-6,-1,-4,38,5
1,1,-1,1,-1,0,125,2,2,45,-27
0,0,1,0,-3,0,-95,-4,1,-47,-32
1,0,-1,-1,-1,0,-6,-1,2,-10,12
0,0,-2,0,-1,0,-6,-1,4,1,-28
0,0,-2,0,-2,0,5,-4,6,-12,-7
1,0,0,0,2,0,0,-1,-6,63,32
1,1,2,0,3,0,4,3,-4,65,5
1,1,2,0,1,0,15,3,4,20,-12
1,1,0,0,1,0,10,7,0,12,-12
1,0,0,0,-2,0,-26,-1,5,-65,-12
1,1,0,1,2,0,174,5,3,-16,-4
1,1,-2,0,1,0,-4,-1,-7,-29,8
1,1,0,0,1,0,14,4,-7,65,10
0,0,2,0,-4,0,-113,-1,8,-62,-8
1,1,-1,1,2,0,1,2,0,47,8
0,0,0,0,-1,0,1,-2,3,15,-9
0,0,0,0,-1,0,14,-3,7,10,-4
1,0,0,0,-3,0,-14,3,-4,8,-36
1,1,2,0,4,0,11,-4,-16,61,53
0,1,1,0,-1,0,-18,0,3,-44,11
1,0,1,0,0,0,-16,-3,3,-4,16
0,1,0,0,0,0,-10,0,-1,29,16
1,1,1,0,2,0,10,2,-7,5,-34
0,0,-1,0,-1,0,-262,-1,3,-33,2
0,0,-2,0,0,0,-9,0,-2,-29,16
0,0,2,-1,0,0,-10,-1,2,-9,2
1,1,-2,0,-1,0,8,1,1,23,-6
0,1,0,0,2,0,64,0,-9,32,20
0,0,2,0,-1,0,-6,1,1,-6,-8
0,0,0,0,0,0,113,0,3,-20,-22
0,0,-2,0,-3,0,-1,4,7,-79,-27
0,0,1,0,-2,0,-1,-2,3,-79,-4
1,0,0,0,1,0,-14,2,-3,-14,28
0,0,-2,0,-1,0,-2,-2,1,-23,8
0,0,-1,0,-2,0,-73,2,8,27,-5
0,0,-2,-1,-1,0,-2,2,4,-57,0
1,0,0,0,-2,0,-2,1,4,-23,-6
0,1,2,-1,-1,0,71,4,2,-18,-32
0,0,-1,0,-1,0,-12,9,2,-95,-18
1,0,-2,0,0,0,-3,4,-2,-10,-24
0,0,-2,0,-1,0,0,-2,2,-2,16
1,1,0,0,-1,0,1,-1,0,-33,0
0,1,-1,0,1,0,19,2,-5,10,8
1,1,2,0,-1,0,17,2,3,64,-40
0,1,1,0,2,0,53,0,-2,-30,19
1,1,0,0,3,0,39,4,-8,-4,4
1,0,-2,0,2,0,-2,-3,-1,6,-51
0,0,-1,0,-1,0,96,-4,8,-69,20
0,0,1,0,-1,0,-3,1,-1,3,42
0,0,-2,1,0,0,-72,-2,5,11,-20
1,0,1,-1,-1,0,10,2,1,-18,-12
1,0,0,-1,-3,0,-2,2,11,3,-36
1,1,-1,0,1,0,39,8,2,78,-8
0,1,1,0,0,0,6,-3,3,-17,-12
1,1,0,0,1,0,-9,0,1,-4,61
0,0,-1,-1,-4,0,-1,0,6,-58,-12
0,1,2,1,2,0,-6,-4,-9,-9,-4
0,0,-2,0,-2,0,-9,-7,6,-6,-8
1,1,1,0,-1,0,0,3,1,48,16
0,0,2,0,-1,0,1,1,-1,-21,-5
0,0,1,0,0,0,-6,-7,-3,9,29
0,1,1,0,0,0,-15,5,-3,46,28
1,1,2,0,1,0,226,-3,-7,7,17
0,0,-1,0,-1,0,-10,-7,4,-75,-16
0,1,2,0,-2,0,19,3,-2,-8,-16
0,0,2,1,-1,0,0,2,5,5,4
0,0,0,0,0,0,-13,1,-3,20,9
0,0,-1,1,0,0,-1,0,2,-36,0
1,1,0,0,-1,0,21,6,-2,29,8
0,1,-2,0,-2,0,-267,-3,-7,-1,-4
1,0,-2,0,0,0,-32,-1,-3,20,-6
1,0,-1,0,1,0,5,-2,5,2,-32
0,0,1,0,0,0,24,0,0,-18,-14
1,1,0,1,4,0,12,1,-12,52,41
0,0,1,0,0,0,-18,-2,3,0,11
1,1,-1,0,0,0,4,-1,4,59,4
1,0,0,0,1,0,-5,-4,4,12,-25
0,0,-1,0,-1,0,-87,-2,2,18,11
0,0,-2,0,-1,0,-5,-6,5,-29,-22
0,0,1,0,0,0,3,0,1,16,17
0,0,0,0,-1,0,-36,-6,1,23,-17
0,1,0,0,1,0,35,0,2,21,42
1,1,0,1,-1,0,1,-1,7,-43,-1
0,1,0,0,1,0,3,-3,4,-9,26
0,1,-2,1,2,0,6,-1,0,-10,1
1,1,0,0,-1,0,-6,3,1,-12,-13
1,0,-2,-1,-4,0,23,-3,9,-63,-68
0,1,-1,0,1,0,24,-3,-8,36,15
0,1,1,-1,1,0,-4,0,-2,-35,9
1,0,1,0,2,0,-5,5,-9,-29,7
0,1,2,0,0,0,-7,2,-2,9,2
0,1,0,0,0,0,4,3,-1,46,-18
0,1,2,0,-1,0,-9,-2,0,11,0
1,1,0,1,1,0,2,3,-7,53,28
1,1,0,0,1,0,-2,0,-3,26,0
1,0,0,0,-2,0,0,-1,6,-63,-9
1,1,-2,1,0,0,0,1,1,0,45
0,0,0,0,-1,0,-56,3,-2,27,-30
0,0,-2,0,1,0,0,1,-2,5,-52
1,0,-1,0,-1,0,6,2,7,-55,44
1,1,2,0,0,0,-56,5,-2,11,34
1,1,1,0,3,0,7,8,-15,65,9
0,0,-2,0,-4,0,-1,0,10,-115,-12
1,0,-1,0,0,0,3,-2,-2,-21,-9
1,1,-2,0,0,0,5,-3,-2,9,3
0,0,-2,1,1,0,135,1,-4,14,19
1,1,1,0,-1,0,-4,4,4,11,22
1,1,-1,1,-1,0,-117,2,2,35,10
0,1,2,-1,-2,0,2,0,-6,65,-23
0,0,-2,0,-2,0,-6,1,10,-31,-16
1,0,-2,0,-2,0,18,-1,0,-1,-8
1,1,0,0,1,0,14,0,-5,47,44
1,1,0,0,-2,0,-19,0,1,-19,-23
1,1,1,0,1,0,-6,-1,-3,-7,-9
1,1,0,1,1,0,-2,-1,4,-15,-11
0,0,-2,0,-2,0,16,5,5,5,-36
1,1,1,0,0,0,-62,-4,-4,-7,6
0,0,0,0,-2,0,8,4,5,-23,-21
0,1,1,1,1,0,-6,1,-12,0,19
0,0,-1,0,-1,0,-17,0,-1,2,-35
0,0,0,1,-2,0,-13,-2,2,10,0
1,0,-1,0,1,0,-9,-2,-5,-3,32
1,0,-2,-1,0,0,230,-2,-1,37,-12
0,0,-2,0,-3,0,-10,-2,8,-62,-49
0,0,0,1,0,0,-13,2,2,6,4
1,1,-1,0,-1,0,3,1,-1,-4,8
1,1,0,0,-1,0,38,0,-1,51,-10
0,1,0,0,-1,0,-1,-5,0,-12,-21
1,1,0,0,-1,0,0,0,1,32,11
0,0,-2,0,-3,0,-46,1,6,-83,-27
0,0,-1,0,-4,0,-5,-1,7,-56,13
0,0,-2,0,-3,0,-2,2,5,-54,-5
0,1,0,0,0,0,-72,2,-6,18,-16
0,0,-2,0,-2,0,1,5,3,-66,-11
1,1,0,0,-1,0,-3,0,-5,-67,22
1,0,0,0,0,0,-4,-6,1,40,1
0,0,-2,0,-1,0,-2,4,-4,-6,4
1,1,1,0,1,0,4,-2,6,-6,47
0,0,0,1,-2,0,1,-1,0,-6,-13
1,0,2,1,-1,0,-3,2,2,-38,-4
1,1,2,0,1,0,-8,0,-2,-39,12
0,0,0,0,-2,0,-3,1,7,-2,0
1,1,1,0,3,0,6,1,-15,81,46
0,1,0,0,0,0,25,0,6,-21,-26
0,0,2,0,-2,0,0,2,8,-44,-8
1,0,1,-1,-1,0,-9,-2,5,-93,0
1,1,1,0,-1,0,-22,-7,-3,-6,32
0,0,0,0,0,0,8,2,1,22,22
0,0,-2,-1,-2,0,-1,-1,2,-45,-16
0,0,1,0,-2,0,-1,3,6,11,-20
1,0,-2,0,0,0,-146,-1,2,-22,-2
0,0,0,0,-2,0,-4,2,-1,2,24
0,0,0,1,1,0,5,1,-5,61,3
0,1,-2,0,-1,0,-4,-2,0,20,-11
0,0,0,0,0,0,-7,0,2,-7,4
1,1,2,0,1,0,2,-1,-3,-36,-20
0,0,0,1,-1,0,-1,3,-1,-4,-39
0,0,-2,0,1,0,-3,0,1,-7,-12
1,1,2,-1,2,0,-1,0,-3,3,-8
1,1,1,0,0,0,41,0,-3,55,13
0,1,0,0,0,0,-4,2,0,10,22
0,1,2,0,0,0,-2,4,2,18,35
0,0,2,0,0,0,21,-1,0,8,4
0,1,2,-1,-2,0,-17,-3,3,-11,-5
1,0,2,0,-2,0,-7,0,2,-26,6
1,1,-1,0,0,0,26,-2,-1,-22,-24
0,0,-1,-1,-2,0,-24,1,8,-78,-11
0,1,-1,0,2,0,7,2,-6,55,11
0,0,0,0,-2,0,-29,-1,5,-62,-13
1,1,1,0,1,0,15,2,0,6,-4
1,1,1,1,-1,0,-13,0,-5,44,9
1,1,-2,0,1,0,1,-4,-10,-4,18
0,0,1,0,-2,0,7,2,1,30,7
0,0,0,0,-1,0,-1,1,-1,-11,16
0,0,-2,1,-2,0,0,-2,6,-4,-27
0,1,-1,0,0,0,-1,-2,5,-7,20
1,1,1,0,-1,0,-2,1,2,13,31
0,0,-2,0,0,0,7,-1,-3,34,2
0,0,-2,0,0,0,-6,-1,1,72,2
1,1,0,1,1,0,-25,3,-5,-1,48
1,1,-1,1,1,0,-30,2,-7,88,30
1,1,0,0,4,0,-3,-1,-12,109,-4
1,1,2,1,2,0,314,-10,-7,53,18
1,0,-1,0,-2,0,95,0,-3,-17,25
1,0,-1,-1,-3,0,-14,-6,3,-32,0
1,0,-1,0,-2,0,8,0,5,-50,-4
1,1,-1,0,3,0,2,2,-1,68,12
0,0,-2,1,-2,0,19,0,1,-45,-12
1,0,-2,0,-2,0,-3,-3,5,-17,-48
1,1,-1,0,-1,0,7,7,1,-9,55
1,0,0,0,-1,0,262,0,1,-29,-8
0,1,-2,-1,0,0,4,-3,-5,-2,9
1,0,-2,0,-3,0,11,7,4,-72,-9
0,1,-2,0,1,0,3,1,1,44,-18
1,1,1,-1,-2,0,41,-1,6,30,-14
0,0,1,0,-1,0,51,4,0,-11,8
1,1,2,0,3,0,7,3,-7,66,7
1,1,1,1,0,0,8,3,5,38,12
0,1,0,0,-1,0,7,2,5,1,-1
1,1,2,0,5,0,-24,0,-7,114,25
1,1,0,0,2,0,5,1,-3,105,33
0,0,0,1,1,0,-1,2,-7,29,-25
1,1,0,1,1,0,3,0,4,14,10
0,0,-2,-1,0,0,0,1,2,-38,-38
1,0,0,0,1,0,-10,2,-7,-16,4
0,0,0,0,-1,0,-26,3,-2,48,-11
1,1,2,0,0,0,33,0,-2,69,50
1,0,0,-1,-1,0,-26,-4,4,22,-11
1,1,0,0,1,0,-30,2,-6,34,-15
0,1,0,0,-3,0,-11,1,3,20,12
0,0,-2,1,-1,0,1,-4,1,-37,-1
0,1,-1,0,0,0,0,2,1,-23,5
1,1,2,0,1,0,11,6,-2,-50,-7
0,1,0,-1,-1,0,7,3,4,-1,2
1,1,0,0,1,0,-10,-5,-1,48,27
0,1,-1,0,-2,0,19,1,2,5,-44
0,0,-2,0,-1,0,0,3,4,25,-19
0,1,1,0,-2,0,-7,0,1,-2,10
1,1,-2,0,0,0,-204,1,-5,4,-16
0,1,0,0,0,0,202,1,-2,52,28
1,1,0,0,0,0,19,1,0,31,6
1,0,-2,-1,2,0,-7,-5,-6,9,0
1,1,1,0,3,0,0,-1,-10,55,35
1,0,-2,-1,-1,0,-3,3,3,-31,-45
1,0,0,0,-2,0,-1,0,4,-29,-5
1,1,1,0,1,0,-105,0,-9,54,22
1,0,0,1,0,0,-54,2,-6,9,-36
1,1,2,0,1,0,4,5,-12,58,2
1,0,0,0,1,0,10,1,3,47,6
0,1,0,0,0,0,6,1,1,-14,-16
1,1,1,0,0,0,-130,0,1,-23,-12
0,0,-1,0,-1,0,7,-1,5,4,-40
1,0,-1,0,-2,0,-2,-2,4,-47,-16
1,0,2,0,-1,0,-65,2,8,-97,-12
1,0,2,0,2,0,-1,0,-4,41,-12
0,1,2,0,-1,0,-14,-2,-1,13,24
1,1,0,0,-1,0,5,-2,5,6,-27
1,1,-1,0,2,0,3,1,-8,33,15
1,0,-2,0,0,0,-3,3,2,0,-4
0,1,-2,0,0,0,9,5,-7,43,4
0,0,1,0,-1,0,4,0,3,-2,6
1,1,0,1,4,0,-2,1,-4,54,-19
1,0,-2,0,1,0,8,6,-4,-40,16
1,0,-2,0,1,0,3,-4,0,58,0
0,0,0,0,-1,0,9,0,3,-10,-39
1,0,-2,1,-2,0,-9,-8,8,-34,5
1,1,1,0,4,0,-3,5,-15,99,23
0,0,-2,0,-3,0,-5,-1,6,-57,-14
1,0,-2,0,1,0,-8,-2,2,-2,33
1,0,0,1,-1,0,0,-2,-3,-6,71
1,0,-1,1,-2,0,-3,3,-6,-3,-24
0,0,1,0,0,0,-6,-4,-3,-56,19
0,0,-2,0,-3,0,2,-1,8,-39,-15
1,0,-1,0,-1,0,-28,0,5,-6,-5
0,1,-2,1,-1,0,-10,-4,-1,-57,7
0,1,-1,0,-1,0,14,-1,2,-30,-30
1,1,2,0,0,0,-3,5,-2,50,42
1,1,0,0,0,0,1,-5,2,2,-2
1,0,0,0,1,0,4,0,0,19,12
0,1,2,0,2,0,-13,-1,-2,-10,44
0,1,0,1,3,0,5,-1,-11,20,38
1,0,-2,0,0,0,-98,-1,2,-35,44
0,0,-2,0,-4,0,27,-2,9,-60,-43
1,0,-2,0,0,0,12,3,-2,-15,-12
1,1,1,0,-1,0,0,0,-1,22,12
1,1,2,0,-2,0,-15,-3,6,-42,-24
1,0,2,0,-1,0,-3,1,2,17,-16
1,0,1,0,0,0,-1,-2,-2,-69,-23
1,1,1,0,1,0,-6,-5,-8,29,12
0,1,0,0,-1,0,-72,-3,-1,15,-7
1,0,-2,-1,-5,0,-3,1,3,-7,-21
0,0,-2,0,0,0,-1,3,2,-8,-56
0,0,-1,0,-2,0,30,5,8,-69,4
1,0,1,0,3,0,0,0,-8,117,-10
0,0,0,0,-1,0,3,3,3,-47,-4
0,1,-1,0,0,0,116,5,2,-41,3
1,1,0,0,-2,0,3,-1,8,20,-4
0,0,-1,0,1,0,189,-2,8,-35,-20
0,0,-2,0,-3,0,3,-1,7,-92,-15
1,1,1,0,0,0,12,-1,-1,15,3
0,1,0,0,0,0,-2,0,-2,22,-23
1,1,2,0,2,0,3,0,-4,68,6
0,0,-2,-1,-2,0,11,-1,6,-110,-59
1,0,2,1,2,0,-11,-3,-8,31,55
0,0,-2,0,1,0,0,-4,-1,10,-12
0,1,-2,1,1,0,-6,-5,-2,111,3
0,1,-1,0,-3,0,-1,2,4,-38,6
1,1,2,1,2,0,10,2,-7,49,27
0,1,-1,0,-1,0,12,-1,4,-13,-2
0,1,0,0,-2,0,6,7,-1,-42,-11
1,0,2,0,-5,0,0,-1,4,-76,26
0,0,0,0,-1,0,69,4,1,-28,20
1,0,0,0,-2,0,1,-1,2,-19,5
1,0,2,0,-1,0,3,-1,3,2,-28
1,0,-2,0,-3,0,-19,-2,11,-83,-38
0,0,-1,0,-2,0,0,-2,4,-57,-12
0,1,0,-1,-1,0,172,-1,1,19,8
1,0,-1,-1,-2,0,-6,2,3,-3,-2
0,0,-1,1,-1,0,-14,-1,2,30,5
1,1,2,1,0,0,3,1,-5,44,7
1,1,-1,-1,-1,0,1,0,-4,4,15
0,0,1,1,-4,0,5,4,2,-55,13
1,0,0,-1,0,0,5,5,-2,44,16
0,0,1,0,-2,0,-15,5,2,-36,-14
1,1,-1,-1,1,0,-3,1,-1,17,-22
1,0,1,0,-2,0,4,1,6,-18,-8
1,0,-2,0,0,0,-4,-4,0,-31,-32
0,1,1,0,-1,0,-37,1,5,-39,15
1,0,-2,0,-2,0,3,-3,4,-52,-11
0,0,-2,0,0,0,3,2,-1,21,10
1,1,1,0,0,0,-1,-2,-5,77,-32
0,0,-2,0,-1,0,-2,1,6,-27,9
0,0,2,0,-2,0,3,0,8,-67,-14
0,1,0,0,1,0,56,5,-8,17,8
0,1,-2,0,0,0,16,-1,7,38,17
0,1,0,0,1,0,1,-3,-1,11,-3
1,1,-2,0,-2,0,33,3,0,16,-47
0,0,-2,0,-1,0,68,-2,8,-55,6
1,0,2,-1,-3,0,-139,-1,2,-1,-20
0,0,-2,1,0,0,-50,0,1,31,27
1,0,-1,0,-1,0,-11,4,4,-4,-6
1,1,1,0,1,0,-3,4,-5,-28,4
0,0,-1,0,-1,0,9,1,2,-72,13
1,1,2,0,0,0,1,0,0,14,16
0,0,-2,1,-1,0,80,1,5,-28,20
1,1,2,0,0,0,-10,-2,-4,32,3
0,0,-1,0,-1,0,1,-2,-3,8,9
0,0,-1,0,0,0,-2,1,4,-16,13
0,0,2,0,-1,0,254,1,1,4,-16
1,1,0,-1,-2,0,-6,-5,4,35,-16
0,0,-1,0,-1,0,-1,0,-1,-38,-8
0,1,0,0,-2,0,7,-2,-3,17,15
1,1,0,0,3,0,-63,-2,0,75,-48
0,1,1,1,0,0,-53,6,3,16,45
1,0,0,0,0,0,-70,-3,4,18,4
0,1,2,0,1,0,-8,-5,-1,39,16
1,0,-1,0,-1,0,11,4,8,-74,0
1,0,-2,0,1,0,-5,0,-1,5,2
0,1,0,0,-2,0,-3,-2,10,-137,-26
1,1,2,0,1,0,4,4,-2,46,6
1,1,-1,0,0,0,-2,0,0,9,-4
0,0,0,0,0,0,3,1,3,26,-12
0,0,-2,0,0,0,6,-2,7,24,-21
0,1,-2,0,-2,0,61,3,2,-62,-59
0,1,2,1,2,0,2,2,-3,98,1
0,1,2,0,0,0,-67,2,6,24,-9
0,0,1,0,-1,0,-120,3,-2,-6,-6
1,0,0,0,-1,0,57,4,5,-30,8
0,1,0,0,0,0,-6,2,0,15,20
0,1,1,0,0,0,173,0,-1,1,52
1,0,-2,0,-3,0,196,-1,-4,19,4
0,1,2,0,0,0,-111,2,-1,8,2
0,0,-2,-1,-5,-1,94,-5,4,-90,-59
1,1,0,0,8,2,45,-3,-10,139,11
0,0,-2,1,-1,0,19,7,2,-19,6
0,0,0,0,0,0,1,-3,2,-70,-26
1,1,0,0,0,0,-6,-1,2,-13,8
1,0,-2,0,-1,0,3,2,-1,-46,4
1,1,0,0,1,0,-12,4,-4,47,-18
0,0,2,0,0,0,72,2,5,-46,-20
0,0,0,0,-1,0,-1,2,2,27,-17
0,1,-2,0,-2,0,-9,-1,4,33,19
0,1,-1,0,1,0,-8,-4,3,-12,3
0,0,1,-1,-2,0,-10,-1,5,-18,0
1,1,1,1,0,0,10,1,-4,-33,83
1,1,0,0,1,0,-4,2,-6,131,6
0,1,-1,0,2,0,165,-2,-4,23,35
1,1,-1,0,1,0,5,1,1,30,-20
0,0,-2,0,-1,0,-8,5,1,-68,-15
1,0,-2,0,-2,0,-5,-1,6,-144,1
0,1,0,0,-2,0,-6,-3,3,-44,31
1,0,0,0,0,0,-4,0,4,-54,-56
1,0,1,0,-2,0,-4,1,4,-51,0
0,1,2,1,0,0,8,4,-2,-19,-4
1,1,0,0,-1,0,4,3,1,32,0
0,0,2,0,0,0,0,-3,1,9,15
0,1,-1,0,-1,0,8,-2,5,-58,-6
0,1,1,0,0,0,4,0,-2,14,22
0,0,-2,0,0,0,-1,0,-4,52,-8
0,0,0,0,-2,0,-4,-2,6,-69,-8
0,1,-2,0,0,0,36,2,5,-18,3
0,0,-2,0,-1,0,-49,0,5,-67,-21
0,0,0,0,-4,0,-33,-1,5,-112,-23
1,1,-1,1,0,0,-2,3,-7,41,4
0,0,-2,0,-2,0,-42,-6,0,-29,-19
1,1,-2,0,-2,0,5,0,5,-53,11
0,1,2,0,-2,0,2,3,2,4,-2
0,0,-1,-1,1,0,0,2,3,-31,15
1,1,0,0,2,0,3,-1,-5,13,0
0,0,0,0,-3,0,-61,0,8,-67,-25
1,0,-2,0,-2,0,-4,4,2,-53,-13
0,1,-1,0,2,0,-1,-2,-10,38,7
0,1,0,0,1,0,-1,0,-3,53,11
1,0,2,0,-1,0,-5,3,1,-22,31
1,1,2,0,0,0,-3,-1,2,41,40
1,0,0,0,-2,0,-7,3,-1,-7,-4
0,0,-2,-1,-1,0,-119,2,6,-24,-37
0,0,0,0,-2,0,-4,-1,4,-23,-23
0,1,2,1,3,0,4,-1,-4,25,1
0,0,-2,-1,-2,0,-11,-1,8,-12,-24
0,0,1,0,-2,0,-23,5,1,-17,1
0,0,0,0,-2,0,-4,4,7,-35,-15
0,1,1,0,-1,0,-2,1,2,16,-11
0,1,-1,0,0,0,-6,-2,7,10,-21
0,0,-1,0,-1,0,28,2,4,-77,-16
0,1,2,0,3,0,-38,0,-9,53,6
1,0,2,1,-1,0,-2,1,5,-32,-11
1,0,-2,0,0,0,-24,0,3,11,-55
0,0,2,0,-2,0,-73,0,7,-69,16
0,0,-1,0,0,0,-3,0,-1,-12,0
0,1,2,1,0,0,4,4,1,46,-12
1,1,-1,0,-3,0,-47,3,2,-48,-32
1,1,-2,0,2,0,20,3,-6,42,26
0,0,-2,0,-1,0,-3,3,3,-5,20
1,1,2,0,-1,0,-26,-1,2,-28,4
1,1,0,0,1,0,-2,0,-1,27,-5
1,1,2,0,-1,0,0,0,0,-17,-28
1,1,2,0,-1,0,-8,-1,-1,51,-21
1,0,-2,0,0,0,-2,0,-5,36,-23
0,1,0,0,1,0,8,4,-5,37,19
0,0,0,1,0,0,-7,0,0,-15,-5
1,0,2,0,-1,0,1,-4,2,3,10
1,0,-2,0,-1,0,3,-2,5,-70,2
1,0,0,0,1,0,8,2,-2,-19,-43
0,0,-2,-1,0,0,-1,3,5,-8,-3
1,1,-1,0,-1,0,-7,1,0,60,54
1,1,0,-1,1,0,5,8,2,-44,1
0,0,1,0,-1,0,-38,-7,2,15,-8
1,1,-2,1,-1,0,-1,7,-1,25,-19
1,1,2,0,-1,0,-3,-2,-2,31,25
1,0,2,0,0,0,19,-5,6,3,-1
0,0,-1,0,-4,0,-10,-1,6,-61,-24
1,0,2,0,0,0,125,2,-2,-74,15
1,1,2,0,1,0,2,4,-9,18,-8
1,0,0,0,-1,0,-46,-5,2,2,7
0,1,-1,0,-1,0,2,-1,7,-33,13
0,0,-1,0,-1,0,23,3,-1,-8,7
0,1,1,0,1,0,-73,-1,-8,0,25
1,1,1,0,1,0,0,1,-7,49,16
1,0,0,0,0,0,1,-2,2,-8,8
0,1,-1,0,0,0,-8,-2,2,6,-16
0,1,2,0,0,0,-66,4,4,2,8
0,1,-2,0,0,0,7,3,2,42,-46
0,0,0,0,1,0,15,2,-1,14,23
1,0,-1,0,0,0,-1,2,2,16,-23
0,0,2,0,0,0,-11,1,-3,30,7
1,0,-2,0,1,0,4,2,4,-45,12
1,1,0,1,1,0,-146,-4,-1,12,5
1,1,1,0,-1,0,-72,-3,5,97,-50
1,1,-1,0,0,0,0,3,-4,11,-20
1,0,-2,0,0,0,-14,-2,3,-28,16
0,1,-1,0,-1,0,26,-7,3,18,24
1,1,2,0,0,0,8,2,2,14,9
0,0,-2,0,-1,0,-1,0,6,-63,12
1,1,1,1,1,0,-16,-2,-6,-12,2
0,1,-1,1,1,0,0,-6,-5,1,-35
1,1,2,1,2,0,7,4,-4,34,5
1,0,-2,1,0,0,-8,1,4,-25,13
0,0,0,1,0,0,1,-1,3,-78,15
0,0,0,1,-1,0,2,2,4,-7,4
1,0,1,-1,-3,0,-169,1,4,-97,-19
1,0,-2,1,1,0,-1,1,0,11,-32
1,1,2,1,1,0,75,-2,-2,-54,-8
1,1,1,1,0,0,7,1,-2,30,-15
1,0,1,-1,-3,0,10,3,1,-37,11
1,1,1,1,1,0,-5,1,-11,26,15
1,1,0,1,-1,0,1,3,6,-27,23
1,0,2,-1,-2,0,10,1,3,-16,-9
0,0,-2,-1,-4,0,15,0,9,-64,-31
1,0,-1,0,-3,0,-15,5,4,-8,-40
1,1,0,0,1,0,123,7,-4,-13,28
0,0,0,1,-1,0,-5,-5,6,3,3
1,0,-1,0,-3,0,-259,-3,8,2,2
1,1,1,1,2,0,-8,1,-3,18,11
1,1,0,1,3,0,3,3,-7,59,81
1,1,0,0,2,0,3,0,0,39,23
1,1,2,1,3,0,-62,4,-7,103,1
0,1,-2,0,0,0,-5,0,-3,-22,16
0,0,1,-1,0,0,-215,-1,-1,-39,-18
0,1,0,0,0,0,-1,4,5,6,7
0,0,-2,0,1,0,-7,-2,-4,-5,-20
0,0,-2,-1,-3,0,-1,3,0,-2,-40
0,1,-1,0,-1,0,-5,-1,1,-14,-14
0,0,-2,0,1,0,9,2,-3,25,12
1,1,2,0,0,0,-13,6,-5,92,-10
1,0,-2,0,0,0,5,1,-1,-12,34
0,0,-1,0,-3,0,9,-2,7,-136,14
1,0,-2,0,-3,0,6,-1,5,-77,3
1,0,-2,0,-1,0,-16,0,-1,-7,23
1,0,-1,0,-1,0,9,-2,3,-59,-1
1,0,0,-1,-3,0,-3,-1,5,23,19
0,0,-2,-1,-2,0,-8,-4,6,6,-11
0,0,-2,-1,-2,0,19,3,6,-39,-27
1,1,1,0,2,0,17,3,-1,34,0
0,1,0,1,2,0,6,0,-5,5,13
0,1,-1,0,0,0,13,-5,-2,-16,-9
1,0,2,0,0,0,9,-1,3,1,0
0,1,2,0,0,0,-4,-3,0,81,-1
0,1,-2,0,-1,0,-31,1,0,31,-5
1,0,-2,0,1,0,-6,2,-3,82,-12
1,1,0,1,0,0,-1,-1,1,-28,-41
0,0,-2,0,-2,0,-3,-2,3,-19,4
0,1,-2,0,1,0,-11,-10,0,-9,-3
1,1,-1,-1,2,0,5,0,-7,-28,10
0,0,1,-1,-1,0,17,1,3,-41,8
0,1,0,1,-1,0,-107,4,6,-37,-1
1,1,0,-1,-2,0,-118,0,2,11,4
0,0,0,0,-1,0,111,-2,7,-38,1
1,1,0,0,-1,0,-6,-1,3,-35,10
1,0,0,1,0,0,459,-3,-2,79,13
0,0,0,0,-1,0,-103,3,1,-12,-30
1,1,1,0,1,0,11,1,3,34,27
1,0,-1,0,-2,0,-82,1,2,-18,20
1,1,2,0,0,0,3,0,-3,-11,51
0,0,-1,0,0,0,17,-1,2,27,-8
1,1,2,0,2,0,23,5,-7,47,8
